isotope,ST1-DF-charged (g),ST1-DF-discharged (g),ST1-BB-charged (g),ST1-BB-discharged (g),ST2-charged (g),ST2-discharged (g)
PA235,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.012E-15
U230,0.000E+00,1.344E-10,0.000E+00,2.247E-15,0.000E+00,1.479E-13
U231,0.000E+00,6.657E-11,0.000E+00,1.375E-15,0.000E+00,6.830E-12
U232,0.000E+00,5.585E-03,0.000E+00,1.531E-07,0.000E+00,2.204E-05
U233,0.000E+00,3.861E-02,0.000E+00,1.191E-04,4.443E-12,4.623E-04
U234,7.028E+02,6.564E+02,3.424E+00,3.234E+00,4.462E-12,4.283E+01
U235,4.117E+02,2.817E+02,3.313E+02,2.238E+02,4.482E-12,1.292E+01
U236,4.730E+02,4.665E+02,2.992E+02,2.990E+02,4.500E-12,9.340E+00
U237,0.000E+00,1.637E-01,0.000E+00,6.143E-02,4.521E-12,9.701E-01
U238,8.053E+05,7.416E+05,9.994E+05,9.455E+05,8.978E+05,8.678E+05
U239,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.461E-01
U240,0.000E+00,2.860E-13,0.000E+00,1.563E-17,0.000E+00,2.554E-06
U241,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.644E-17
NP236,0.000E+00,1.293E-01,0.000E+00,2.731E-03,0.000E+00,6.535E-04
NP237,1.502E+03,1.356E+03,0.000E+00,1.508E+02,1.021E+02,1.503E+02
NP238,0.000E+00,9.836E-05,0.000E+00,2.780E-06,0.000E+00,2.371E-01
NP239,0.000E+00,1.403E-02,0.000E+00,1.021E-02,4.557E-12,6.421E+01
NP240,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.309E-03
NP240M,0.000E+00,2.500E-15,0.000E+00,1.367E-19,0.000E+00,2.233E-08
NP241,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.299E-14
PU236,2.596E-02,6.353E-03,0.000E+00,1.944E-09,0.000E+00,4.712E-10
PU237,0.000E+00,1.534E-02,0.000E+00,2.416E-05,0.000E+00,5.404E-04
PU238,4.548E+03,4.402E+03,0.000E+00,2.173E+01,1.872E+03,1.789E+03
PU239,1.104E+05,1.010E+05,0.000E+00,4.058E+04,5.868E+04,3.118E+04
PU240,4.668E+04,4.609E+04,0.000E+00,1.848E+03,2.323E+04,2.173E+04
PU241,5.127E+03,5.462E+03,0.000E+00,6.015E+01,8.488E+03,1.184E+04
PU242,5.074E+03,5.106E+03,0.000E+00,1.570E+00,9.837E+03,9.840E+03
PU243,0.000E+00,1.620E-09,0.000E+00,4.843E-19,0.000E+00,7.963E-01
PU244,0.000E+00,1.495E-02,0.000E+00,8.172E-07,0.000E+00,3.285E-01
PU245,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.480E-06
PU246,0.000E+00,1.435E-10,0.000E+00,2.995E-15,0.000E+00,4.093E-08
AM240,0.000E+00,1.417E-08,0.000E+00,1.752E-12,0.000E+00,6.053E-05
AM241,8.318E+03,5.587E+03,0.000E+00,2.109E+00,1.134E+01,1.144E+03
AM242,0.000E+00,4.390E-03,0.000E+00,2.179E-07,0.000E+00,1.019E+00
AM242M,5.716E+02,3.671E+02,0.000E+00,1.823E-02,4.614E-12,2.341E+01
AM243,4.914E+03,3.751E+03,0.000E+00,3.341E-02,4.635E-12,2.143E+03
AM244,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.089E+00
AM245,0.000E+00,1.132E-10,0.000E+00,0.000E+00,0.000E+00,1.266E-06
AM246,0.000E+00,2.300E-13,0.000E+00,4.799E-18,0.000E+00,6.551E-11
CM241,0.000E+00,5.026E-05,0.000E+00,2.290E-09,0.000E+00,9.187E-05
CM242,3.396E+01,3.797E+02,0.000E+00,6.321E-02,4.614E-12,1.768E+02
CM243,2.855E+01,2.705E+01,0.000E+00,9.533E-04,4.635E-12,6.485E+00
CM244,4.373E+03,4.092E+03,0.000E+00,2.205E-03,4.653E-12,1.217E+03
CM245,9.423E+02,8.574E+02,0.000E+00,5.166E-05,4.671E-12,1.556E+02
CM246,5.726E+02,5.677E+02,0.000E+00,9.233E-07,0.000E+00,9.765E+00
CM247,0.000E+00,4.543E+01,0.000E+00,1.358E-08,0.000E+00,1.822E-01
CM248,0.000E+00,2.015E+00,0.000E+00,8.741E-11,0.000E+00,1.871E-02
CM249,0.000E+00,5.446E-15,0.000E+00,0.000E+00,0.000E+00,1.983E-07
CM250,0.000E+00,1.409E-09,0.000E+00,0.000E+00,0.000E+00,1.492E-10
BK249,0.000E+00,2.944E-02,0.000E+00,3.202E-13,0.000E+00,2.465E-04
BK250,0.000E+00,4.761E-15,0.000E+00,0.000E+00,0.000E+00,2.613E-07
BK251,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.906E-11
CF249,0.000E+00,1.718E-02,0.000E+00,7.945E-14,0.000E+00,5.836E-05
CF250,0.000E+00,2.379E-03,0.000E+00,5.082E-15,0.000E+00,6.170E-05
CF251,0.000E+00,5.929E-05,0.000E+00,3.129E-17,0.000E+00,2.997E-05
CF252,0.000E+00,1.004E-06,0.000E+00,1.359E-19,0.000E+00,2.878E-05
CF253,0.000E+00,7.119E-10,0.000E+00,0.000E+00,0.000E+00,4.201E-08
CF254,0.000E+00,5.579E-12,0.000E+00,0.000E+00,0.000E+00,2.056E-09
CF255,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.154E-13
ES253,0.000E+00,1.816E-09,0.000E+00,0.000E+00,0.000E+00,3.684E-08
ES254,0.000E+00,9.919E-12,0.000E+00,0.000E+00,0.000E+00,7.348E-09
ES254M,0.000E+00,1.527E-19,0.000E+00,0.000E+00,0.000E+00,1.771E-10
ES255,0.000E+00,1.982E-13,0.000E+00,0.000E+00,0.000E+00,1.260E-10
