isotope,ST1-discharged (g),ST2-discharged (g)
XE128,7.090E+00,1.020E+01
XE129,5.250E-02,6.610E-02
XE129M,0.000E+00,9.330E-05
XE130,2.320E+01,2.210E+01
XE131,5.670E+02,6.420E+02
XE131M,0.000E+00,1.290E-01
XE132,1.760E+03,1.830E+03
XE133,0.000E+00,9.820E+00
XE133M,0.000E+00,1.320E-01
XE134,2.270E+03,2.190E+03
XE134M,0.000E+00,5.860E-08
XE135,0.000E+00,3.170E-01
XE135M,0.000E+00,4.260E-03
XE136,3.420E+03,3.230E+03
XE137,0.000E+00,4.480E-03
XE138,0.000E+00,1.470E-02
XE139,0.000E+00,5.290E-04
XE140,0.000E+00,1.110E-04
XE141,0.000E+00,5.200E-06
XE142,0.000E+00,1.210E-06
XE143,0.000E+00,5.530E-08
XE144,0.000E+00,3.180E-08
XE145,0.000E+00,3.400E-09
XE146,0.000E+00,2.130E-10
XE147,0.000E+00,5.240E-12
CS125,0.000E+00,0.000E+00
CS126,0.000E+00,0.000E+00
CS127,0.000E+00,0.000E+00
CS128,0.000E+00,0.000E+00
CS129,0.000E+00,0.000E+00
CS130,0.000E+00,0.000E+00
CS131,0.000E+00,0.000E+00
CS132,0.000E+00,2.670E-03
CS133,1.630E+03,1.600E+03
CS134,4.290E+01,2.120E+02
CS134M,0.000E+00,6.630E-03
CS135,6.600E+02,9.240E+02
CS135M,0.000E+00,8.740E-04
CS136,0.000E+00,1.250E+00
CS137,1.620E+03,1.830E+03
CS138,0.000E+00,3.780E-02
CS138M,0.000E+00,1.800E-04
CS139,0.000E+00,1.050E-02
CS140,0.000E+00,1.070E-03
CS141,0.000E+00,3.050E-04
CS142,0.000E+00,1.210E-05
CS143,0.000E+00,5.510E-06
CS144,0.000E+00,1.150E-06
CS145,0.000E+00,1.540E-07
CS146,0.000E+00,7.850E-09
CS147,0.000E+00,3.630E-09
CS148,0.000E+00,8.570E-11
CS149,0.000E+00,0.000E+00
CS150,0.000E+00,5.040E-14
BA126,0.000E+00,0.000E+00
BA127,0.000E+00,0.000E+00
BA128,0.000E+00,0.000E+00
BA129,0.000E+00,0.000E+00
BA130,0.000E+00,0.000E+00
BA131,0.000E+00,0.000E+00
BA131M,0.000E+00,0.000E+00
BA132,3.150E-03,4.310E-03
BA133,0.000E+00,0.000E+00
BA133M,0.000E+00,0.000E+00
BA134,3.030E+02,1.090E+02
BA135,1.130E+00,9.730E-01
BA135M,0.000E+00,2.330E-04
BA136,4.420E+01,5.880E+01
BA136M,0.000E+00,5.610E-08
BA137,2.860E+02,8.740E+01
BA137M,2.480E-04,2.800E-04
BA138,1.960E+03,1.790E+03
BA139,0.000E+00,9.640E-02
BA140,0.000E+00,2.070E+01
BA141,0.000E+00,1.920E-02
BA142,0.000E+00,1.050E-02
BA143,0.000E+00,1.900E-04
BA144,0.000E+00,1.110E-04
BA145,0.000E+00,3.390E-05
BA146,0.000E+00,4.650E-06
BA147,0.000E+00,1.100E-06
BA148,0.000E+00,5.270E-07
BA149,0.000E+00,9.520E-09
BA150,0.000E+00,1.400E-09
BA151,0.000E+00,0.000E+00
BA152,0.000E+00,1.530E-12
LA131,0.000E+00,0.000E+00
LA132,0.000E+00,0.000E+00
LA133,0.000E+00,0.000E+00
LA134,0.000E+00,0.000E+00
LA135,0.000E+00,0.000E+00
LA136,0.000E+00,0.000E+00
LA137,0.000E+00,0.000E+00
LA138,7.760E-03,3.310E-03
LA139,1.870E+03,1.730E+03
LA140,0.000E+00,2.790E+00
LA141,0.000E+00,2.490E-01
LA142,0.000E+00,9.320E-02
LA143,0.000E+00,1.300E-02
LA144,0.000E+00,5.400E-04
LA145,0.000E+00,2.950E-04
LA146,0.000E+00,5.740E-05
LA147,0.000E+00,3.490E-05
LA148,0.000E+00,1.770E-06
LA149,0.000E+00,1.020E-06
LA150,0.000E+00,4.610E-08
LA151,0.000E+00,8.710E-09
LA152,0.000E+00,3.030E-10
LA153,0.000E+00,4.210E-11
LA154,0.000E+00,7.760E-13
LA155,0.000E+00,0.000E+00
CE134,0.000E+00,0.000E+00
CE135,0.000E+00,0.000E+00
CE136,0.000E+00,0.000E+00
CE137,0.000E+00,0.000E+00
CE137M,0.000E+00,0.000E+00
CE138,0.000E+00,0.000E+00
CE139,0.000E+00,0.000E+00
CE139M,0.000E+00,0.000E+00
CE140,1.940E+03,1.720E+03
CE141,1.730E+03,4.990E+01
CE142,0.000E+00,1.520E+03
CE143,0.000E+00,1.850E+00
CE144,4.420E+00,3.330E+02
CE145,0.000E+00,1.980E-03
CE146,0.000E+00,7.860E-03
CE147,0.000E+00,5.160E-04
CE148,0.000E+00,2.440E-04
CE149,0.000E+00,3.320E-06
CE150,0.000E+00,1.660E-06
CE151,0.000E+00,5.220E-07
CE152,0.000E+00,1.630E-06
CE153,0.000E+00,3.370E-08
CE154,0.000E+00,7.990E-09
CE155,0.000E+00,1.720E-10
CE156,0.000E+00,2.590E-11
CE157,0.000E+00,5.960E-13
PR136,0.000E+00,0.000E+00
PR137M,0.000E+00,0.000E+00
PR138,0.000E+00,0.000E+00
PR139,0.000E+00,0.000E+00
PR140,0.000E+00,8.760E-08
PR141,1.710E+03,1.520E+03
PR142,0.000E+00,5.660E-02
PR142M,0.000E+00,1.230E-04
PR143,0.000E+00,1.820E+01
PR144,1.860E-04,1.420E-02
PR144M,9.320E-07,7.040E-05
PR145,0.000E+00,2.370E-01
PR146,0.000E+00,1.350E-02
PR147,0.000E+00,5.470E-03
PR148,0.000E+00,8.750E-04
PR149,0.000E+00,6.480E-04
PR150,0.000E+00,4.250E-05
PR151,0.000E+00,8.040E-06
PR152,0.000E+00,7.770E-06
PR153,0.000E+00,2.380E-06
PR154,0.000E+00,1.030E-07
PR155,0.000E+00,2.980E-08
PR156,0.000E+00,1.520E-09
PR157,0.000E+00,2.790E-10
PR158,0.000E+00,7.290E-12
PR159,0.000E+00,3.220E-13
ND136,0.000E+00,0.000E+00
ND137,0.000E+00,0.000E+00
ND138,0.000E+00,0.000E+00
ND139,0.000E+00,0.000E+00
ND139M,0.000E+00,0.000E+00
ND140,0.000E+00,0.000E+00
ND141,0.000E+00,0.000E+00
ND142,5.240E+01,3.400E+01
ND143,1.120E+03,1.090E+03
ND144,2.080E+03,1.220E+03
ND145,9.860E+02,8.700E+02
ND146,1.100E+03,9.640E+02
ND147,0.000E+00,7.280E+00
ND148,5.680E+02,5.680E+02
ND149,0.000E+00,3.110E-02
ND150,2.750E+02,3.360E+02
ND151,0.000E+00,2.240E-03
ND152,0.000E+00,1.510E-03
ND153,0.000E+00,9.050E-05
ND154,0.000E+00,3.060E-05
ND155,0.000E+00,8.200E-06
ND156,0.000E+00,7.190E-06
ND157,0.000E+00,1.460E-07
ND158,0.000E+00,4.210E-08
ND159,0.000E+00,7.140E-10
ND160,0.000E+00,6.790E-11
ND161,0.000E+00,1.060E-12
PM141,0.000E+00,0.000E+00
PM142,0.000E+00,0.000E+00
PM143,0.000E+00,0.000E+00
PM144,0.000E+00,0.000E+00
PM145,0.000E+00,0.000E+00
PM146,4.810E-03,1.270E-02
PM147,4.100E+01,1.540E+02
PM148,5.370E-16,1.610E+00
PM148M,7.330E-14,2.230E+00
PM149,0.000E+00,1.310E+00
PM150,0.000E+00,4.190E-04
PM151,0.000E+00,3.090E-01
PM152,0.000E+00,5.500E-04
PM152M,0.000E+00,1.900E-05
PM153,0.000E+00,4.930E-04
PM154,0.000E+00,1.580E-04
PM154M,0.000E+00,1.700E-05
PM155,0.000E+00,2.280E-05
PM156,0.000E+00,4.940E-06
PM157,0.000E+00,1.320E-05
PM158,0.000E+00,2.510E-07
PM159,0.000E+00,6.690E-08
PM160,0.000E+00,2.440E-09
PM161,0.000E+00,3.180E-10
PM162,0.000E+00,4.130E-12
SM141,0.000E+00,0.000E+00
SM141M,0.000E+00,0.000E+00
SM142,0.000E+00,0.000E+00
SM143,0.000E+00,0.000E+00
SM144,0.000E+00,0.000E+00
SM145,0.000E+00,0.000E+00
SM146,1.260E-02,1.390E-02
SM147,2.080E+02,9.590E+01
SM148,3.140E+02,3.080E+02
SM149,4.450E+00,5.430E+00
SM150,4.820E+02,4.690E+02
SM151,2.210E+01,3.550E+01
SM152,1.790E+02,2.050E+02
SM153,0.000E+00,1.370E+00
SM154,5.960E+01,9.850E+01
SM155,0.000E+00,1.000E-03
SM156,0.000E+00,1.670E-02
SM157,0.000E+00,1.650E-04
SM158,0.000E+00,5.190E-04
SM159,0.000E+00,1.600E-05
SM160,0.000E+00,1.250E-05
SM161,0.000E+00,1.250E-07
SM162,0.000E+00,2.240E-08
SM163,0.000E+00,2.980E-10
SM164,0.000E+00,3.800E-11
SM165,0.000E+00,4.740E-13
EU145,0.000E+00,0.000E+00
EU146,0.000E+00,0.000E+00
EU147,0.000E+00,0.000E+00
EU148,0.000E+00,0.000E+00
EU149,0.000E+00,0.000E+00
EU150,4.520E-07,1.850E-06
EU150M,0.000E+00,0.000E+00
EU151,8.860E-01,5.320E-02
EU152,5.340E-02,1.560E-01
EU152M,0.000E+00,1.030E-04
EU153,1.970E+02,2.510E+02
EU154,4.410E+01,9.510E+01
EU155,1.280E+01,4.350E+01
EU156,0.000E+00,5.210E+00
EU157,0.000E+00,2.550E-02
EU158,0.000E+00,5.770E-04
EU159,0.000E+00,1.290E-04
EU160,0.000E+00,2.770E-06
EU161,0.000E+00,9.940E-07
EU162,0.000E+00,1.750E-06
EU163,0.000E+00,2.160E-08
EU164,0.000E+00,5.890E-10
EU165,0.000E+00,1.000E-10
GD145,0.000E+00,0.000E+00
GD146,0.000E+00,0.000E+00
GD147,0.000E+00,0.000E+00
GD148,0.000E+00,0.000E+00
GD149,0.000E+00,0.000E+00
GD150,0.000E+00,0.000E+00
GD151,0.000E+00,0.000E+00
GD152,8.550E-02,4.600E-02
GD153,3.770E-05,3.610E-02
GD154,2.850E+01,1.040E+01
GD155,1.320E+01,6.340E-01
GD155M,0.000E+00,6.270E-13
GD156,1.260E+02,1.680E+02
GD157,1.910E-01,3.730E-01
GD158,3.290E+01,6.090E+01
GD159,0.000E+00,1.160E-02
GD160,2.090E+00,4.860E+00
GD161,0.000E+00,6.190E-06
GD162,0.000E+00,7.020E-06
GD163,0.000E+00,4.270E-07
GD164,0.000E+00,2.330E-06
GD165,0.000E+00,5.870E-08
TB147,0.000E+00,0.000E+00
TB148,0.000E+00,0.000E+00
TB149,0.000E+00,0.000E+00
TB150,0.000E+00,0.000E+00
TB151,0.000E+00,0.000E+00
TB152,0.000E+00,0.000E+00
TB153,0.000E+00,0.000E+00
TB154,0.000E+00,0.000E+00
TB155,0.000E+00,0.000E+00
TB156,0.000E+00,0.000E+00
TB156M,0.000E+00,0.000E+00
TB157,0.000E+00,0.000E+00
TB158,0.000E+00,0.000E+00
TB159,4.320E+00,9.660E+00
TB160,3.750E-09,3.190E-01
TB161,0.000E+00,2.050E-02
TB162,0.000E+00,5.190E-06
TB162M,0.000E+00,2.810E-06
TB163,0.000E+00,5.810E-06
TB163M,0.000E+00,0.000E+00
TB164,0.000E+00,4.010E-07
TB165,0.000E+00,3.210E-08
DY155,0.000E+00,0.000E+00
DY156,0.000E+00,0.000E+00
DY157,0.000E+00,0.000E+00
DY158,0.000E+00,0.000E+00
DY159,0.000E+00,0.000E+00
DY160,0.000E+00,1.250E+00
DY161,0.000E+00,1.760E+00
DY162,0.000E+00,1.190E+00
DY163,0.000E+00,1.250E+00
DY164,0.000E+00,3.110E-01
DY165,0.000E+00,1.740E-04
DY165M,0.000E+00,6.480E-07
DY166,0.000E+00,2.270E-04
HO155,0.000E+00,0.000E+00
HO156,0.000E+00,0.000E+00
HO157,0.000E+00,0.000E+00
HO158,0.000E+00,0.000E+00
HO159,0.000E+00,0.000E+00
HO160,0.000E+00,0.000E+00
HO161,0.000E+00,0.000E+00
HO162,0.000E+00,0.000E+00
HO162M,0.000E+00,0.000E+00
HO163,0.000E+00,0.000E+00
HO164,0.000E+00,0.000E+00
HO164M,0.000E+00,0.000E+00
HO165,2.840E-01,5.950E-01
HO166,0.000E+00,6.670E-04
HO166M,3.500E-03,7.310E-03
HO167,0.000E+00,0.000E+00
ER161,0.000E+00,0.000E+00
ER162,0.000E+00,0.000E+00
ER163,0.000E+00,0.000E+00
ER164,0.000E+00,0.000E+00
ER165,0.000E+00,0.000E+00
ER166,0.000E+00,2.240E-01
ER167,0.000E+00,1.180E-02
ER167M,0.000E+00,3.300E-10
ER168,0.000E+00,3.380E-02
ER169,0.000E+00,1.070E-05
ER170,0.000E+00,1.170E-07
ER171,0.000E+00,8.940E-13
ER172,0.000E+00,8.130E-16
TM162,0.000E+00,0.000E+00
TM163,0.000E+00,0.000E+00
TM164,0.000E+00,0.000E+00
TM165,0.000E+00,0.000E+00
TM166,0.000E+00,0.000E+00
TM167,0.000E+00,0.000E+00
TM168,0.000E+00,0.000E+00
TM169,9.460E-05,2.720E-04
TM170,7.860E-10,4.040E-05
TM170M,0.000E+00,1.410E-18
TM171,2.690E-07,3.950E-06
TM172,0.000E+00,1.140E-09
TM173,0.000E+00,0.000E+00
TM174,0.000E+00,0.000E+00
TM175,0.000E+00,0.000E+00
YB162,0.000E+00,0.000E+00
YB163,0.000E+00,0.000E+00
YB164,0.000E+00,0.000E+00
YB165,0.000E+00,0.000E+00
YB166,0.000E+00,0.000E+00
YB167,0.000E+00,0.000E+00
YB168,0.000E+00,0.000E+00
YB169,0.000E+00,0.000E+00
YB170,0.000E+00,7.650E-05
YB171,0.000E+00,5.070E-06
YB172,0.000E+00,3.780E-07
YB173,0.000E+00,0.000E+00
YB174,0.000E+00,0.000E+00
YB175,0.000E+00,0.000E+00
YB175M,0.000E+00,0.000E+00
YB176,0.000E+00,0.000E+00
YB177,0.000E+00,0.000E+00
YB178,0.000E+00,0.000E+00
LU169,0.000E+00,0.000E+00
LU170,0.000E+00,0.000E+00
LU171,0.000E+00,0.000E+00
LU172,0.000E+00,0.000E+00
LU173,0.000E+00,0.000E+00
LU174,0.000E+00,0.000E+00
LU174M,0.000E+00,0.000E+00
LU175,0.000E+00,0.000E+00
LU176,0.000E+00,0.000E+00
LU176M,0.000E+00,0.000E+00
LU177,0.000E+00,0.000E+00
LU177M,0.000E+00,0.000E+00
LU178,0.000E+00,0.000E+00
LU178M,0.000E+00,0.000E+00
LU179,0.000E+00,0.000E+00
HF170,0.000E+00,0.000E+00
HF171,0.000E+00,0.000E+00
HF172,0.000E+00,0.000E+00
HF173,0.000E+00,0.000E+00
HF174,0.000E+00,0.000E+00
HF175,0.000E+00,0.000E+00
HF176,0.000E+00,0.000E+00
HF177,0.000E+00,0.000E+00
HF177M,0.000E+00,0.000E+00
HF178,0.000E+00,0.000E+00
HF178M,0.000E+00,0.000E+00
HF179,0.000E+00,0.000E+00
HF179M,0.000E+00,0.000E+00
HF180,0.000E+00,0.000E+00
HF180M,0.000E+00,0.000E+00
HF181,0.000E+00,0.000E+00
HF182,0.000E+00,0.000E+00
HF182M,0.000E+00,0.000E+00
HF183,0.000E+00,0.000E+00
HF184,0.000E+00,0.000E+00
TA172,0.000E+00,0.000E+00
TA173,0.000E+00,0.000E+00
TA174,0.000E+00,0.000E+00
TA175,0.000E+00,0.000E+00
TA176,0.000E+00,0.000E+00
TA177,0.000E+00,0.000E+00
TA178L,0.000E+00,0.000E+00
TA179,0.000E+00,0.000E+00
TA180,0.000E+00,0.000E+00
TA180M,0.000E+00,0.000E+00
TA181,0.000E+00,0.000E+00
TA182,0.000E+00,0.000E+00
TA182M,0.000E+00,0.000E+00
TA183,0.000E+00,0.000E+00
TA184,0.000E+00,0.000E+00
TA185,0.000E+00,0.000E+00
TA186,0.000E+00,0.000E+00
W176,0.000E+00,0.000E+00
W177,0.000E+00,0.000E+00
W178,0.000E+00,0.000E+00
W179,0.000E+00,0.000E+00
W180,0.000E+00,0.000E+00
W181,0.000E+00,0.000E+00
W182,0.000E+00,0.000E+00
W183,0.000E+00,0.000E+00
W183M,0.000E+00,0.000E+00
W184,0.000E+00,0.000E+00
W185,0.000E+00,0.000E+00
W185M,0.000E+00,0.000E+00
W186,0.000E+00,0.000E+00
W187,0.000E+00,0.000E+00
W188,0.000E+00,0.000E+00
W189,0.000E+00,0.000E+00
RE177,0.000E+00,0.000E+00
RE178,0.000E+00,0.000E+00
RE179,0.000E+00,0.000E+00
RE180,0.000E+00,0.000E+00
RE181,0.000E+00,0.000E+00
RE182,0.000E+00,0.000E+00
RE182M,0.000E+00,0.000E+00
RE183,0.000E+00,0.000E+00
RE184,0.000E+00,0.000E+00
RE184M,0.000E+00,0.000E+00
RE185,0.000E+00,0.000E+00
RE186,0.000E+00,0.000E+00
RE186M,0.000E+00,0.000E+00
RE187,0.000E+00,0.000E+00
RE188,0.000E+00,0.000E+00
RE188M,0.000E+00,0.000E+00
RE189,0.000E+00,0.000E+00
OS180,0.000E+00,0.000E+00
OS181,0.000E+00,0.000E+00
OS182,0.000E+00,0.000E+00
OS183,0.000E+00,0.000E+00
OS184,0.000E+00,0.000E+00
OS185,0.000E+00,0.000E+00
OS186,0.000E+00,0.000E+00
OS187,0.000E+00,0.000E+00
OS188,0.000E+00,0.000E+00
OS189,0.000E+00,0.000E+00
OS189M,0.000E+00,0.000E+00
OS190,0.000E+00,0.000E+00
OS190M,0.000E+00,0.000E+00
OS191,0.000E+00,0.000E+00
OS191M,0.000E+00,0.000E+00
OS192,0.000E+00,0.000E+00
OS193,0.000E+00,0.000E+00
OS194,0.000E+00,0.000E+00
IR182,0.000E+00,0.000E+00
IR183,0.000E+00,0.000E+00
IR184,0.000E+00,0.000E+00
IR185,0.000E+00,0.000E+00
IR186,0.000E+00,0.000E+00
IR186M,0.000E+00,0.000E+00
IR187,0.000E+00,0.000E+00
IR188,0.000E+00,0.000E+00
IR189,0.000E+00,0.000E+00
IR190,0.000E+00,0.000E+00
IR190M,0.000E+00,0.000E+00
IR191,0.000E+00,0.000E+00
IR192,0.000E+00,0.000E+00
IR192M,0.000E+00,0.000E+00
IR193,0.000E+00,0.000E+00
IR193M,0.000E+00,0.000E+00
IR194,0.000E+00,0.000E+00
IR194M,0.000E+00,0.000E+00
IR195,0.000E+00,0.000E+00
IR195M,0.000E+00,0.000E+00
PT186,0.000E+00,0.000E+00
PT187,0.000E+00,0.000E+00
PT188,0.000E+00,0.000E+00
PT189,0.000E+00,0.000E+00
PT190,0.000E+00,0.000E+00
PT191,0.000E+00,0.000E+00
PT192,0.000E+00,0.000E+00
PT193,0.000E+00,0.000E+00
PT193M,0.000E+00,0.000E+00
PT194,0.000E+00,0.000E+00
PT195,0.000E+00,0.000E+00
PT195M,0.000E+00,0.000E+00
PT196,0.000E+00,0.000E+00
PT197,0.000E+00,0.000E+00
PT197M,0.000E+00,0.000E+00
PT198,0.000E+00,0.000E+00
PT199,0.000E+00,0.000E+00
PT199M,0.000E+00,0.000E+00
PT200,0.000E+00,0.000E+00
AU193,0.000E+00,0.000E+00
AU194,0.000E+00,0.000E+00
AU195,0.000E+00,0.000E+00
AU196,0.000E+00,0.000E+00
AU197,0.000E+00,0.000E+00
AU198,0.000E+00,0.000E+00
AU198M,0.000E+00,0.000E+00
AU199,0.000E+00,0.000E+00
AU200,0.000E+00,0.000E+00
AU200M,0.000E+00,0.000E+00
AU201,0.000E+00,0.000E+00
HG193,0.000E+00,0.000E+00
HG193M,0.000E+00,0.000E+00
HG194,0.000E+00,0.000E+00
HG195,0.000E+00,0.000E+00
HG195M,0.000E+00,0.000E+00
HG196,0.000E+00,0.000E+00
HG197,0.000E+00,0.000E+00
HG197M,0.000E+00,0.000E+00
HG198,0.000E+00,0.000E+00
HG199,0.000E+00,0.000E+00
HG199M,0.000E+00,0.000E+00
HG200,0.000E+00,0.000E+00
HG201,0.000E+00,0.000E+00
HG202,0.000E+00,0.000E+00
HG203,0.000E+00,0.000E+00
HG204,0.000E+00,0.000E+00
HG205,0.000E+00,0.000E+00
TL194,0.000E+00,0.000E+00
TL194M,0.000E+00,0.000E+00
TL195,0.000E+00,0.000E+00
TL196,0.000E+00,0.000E+00
TL197,0.000E+00,0.000E+00
TL198,0.000E+00,0.000E+00
TL198M,0.000E+00,0.000E+00
TL199,0.000E+00,0.000E+00
TL200,0.000E+00,0.000E+00
TL201,0.000E+00,0.000E+00
TL202,0.000E+00,0.000E+00
TL203,0.000E+00,0.000E+00
TL204,0.000E+00,0.000E+00
TL205,0.000E+00,0.000E+00
TL206,4.200E-26,4.270E-27
TL207,4.460E-14,4.310E-15
TL208,2.350E-11,2.100E-12
TL209,3.130E-17,1.270E-17
PB195,0.000E+00,0.000E+00
PB195M,0.000E+00,0.000E+00
PB196,0.000E+00,0.000E+00
PB197,0.000E+00,0.000E+00
PB198,0.000E+00,0.000E+00
PB199,0.000E+00,0.000E+00
PB200,0.000E+00,0.000E+00
PB201,0.000E+00,0.000E+00
PB202,0.000E+00,0.000E+00
PB202M,0.000E+00,0.000E+00
PB203,0.000E+00,0.000E+00
PB204,0.000E+00,0.000E+00
PB205,0.000E+00,0.000E+00
PB206,4.920E-11,8.260E-13
PB207,1.250E-08,4.290E-10
PB208,3.390E-05,6.810E-07
PB209,1.300E-13,5.300E-14
PB210,4.930E-10,4.630E-11
PB211,3.450E-13,3.330E-14
PB212,1.390E-08,1.240E-09
PB213,0.000E+00,0.000E+00
PB214,8.080E-15,9.670E-16
BI200,0.000E+00,0.000E+00
BI201,0.000E+00,0.000E+00
BI202,0.000E+00,0.000E+00
BI203,0.000E+00,0.000E+00
BI204,0.000E+00,0.000E+00
BI205,0.000E+00,0.000E+00
BI206,0.000E+00,0.000E+00
BI207,0.000E+00,0.000E+00
BI208,2.600E-15,4.620E-16
BI209,1.880E-09,9.130E-11
BI210,3.040E-13,2.860E-14
BI210M,1.620E-14,1.650E-15
BI211,2.030E-14,1.970E-15
BI212,1.310E-09,1.170E-10
BI213,3.060E-14,1.240E-14
BI214,6.000E-15,7.180E-16
PO203,0.000E+00,0.000E+00
PO204,0.000E+00,0.000E+00
PO205,0.000E+00,0.000E+00
PO206,0.000E+00,0.000E+00
PO207,0.000E+00,0.000E+00
PO208,0.000E+00,0.000E+00
PO209,0.000E+00,0.000E+00
PO210,7.510E-12,5.220E-13
PO211,2.500E-19,2.410E-20
PO211M,0.000E+00,1.200E-25
PO212,6.950E-20,6.200E-21
PO213,4.600E-23,1.870E-23
PO214,8.250E-22,2.910E-22
PO215,2.890E-19,2.790E-20
PO216,5.530E-14,4.930E-15
PO218,9.360E-16,1.120E-16
AT207,0.000E+00,0.000E+00
AT208,0.000E+00,0.000E+00
AT209,0.000E+00,0.000E+00
AT210,0.000E+00,0.000E+00
AT211,0.000E+00,0.000E+00
AT212,0.000E+00,0.000E+00
AT213,0.000E+00,0.000E+00
AT214,0.000E+00,0.000E+00
AT215,0.000E+00,0.000E+00
AT216,0.000E+00,0.000E+00
AT217,3.680E-19,1.490E-19
RN218,0.000E+00,4.180E-20
RN219,6.540E-16,6.320E-17
RN220,2.090E-11,1.860E-12
RN222,1.720E-12,2.060E-13
FR221,3.340E-15,1.360E-15
FR222,0.000E+00,0.000E+00
FR223,3.030E-15,3.050E-16
RA222,0.000E+00,4.620E-17
RA223,1.660E-10,1.610E-11
RA224,1.210E-07,1.080E-08
RA225,1.510E-11,6.120E-12
RA226,2.680E-07,3.200E-08
RA227,0.000E+00,0.000E+00
RA228,1.810E-13,5.050E-14
AC224,0.000E+00,0.000E+00
AC225,1.020E-11,4.140E-12
AC226,0.000E+00,0.000E+00
AC227,1.170E-07,1.180E-08
AC228,1.890E-17,2.470E-12
TH226,0.000E+00,2.300E-15
TH227,2.730E-10,2.630E-11
TH228,2.340E-05,2.090E-06
TH229,2.790E-06,5.590E-07
TH230,5.110E-03,1.660E-03
TH231,3.110E-08,1.500E-06
TH232,1.250E-03,5.820E-04
TH233,0.000E+00,9.720E-10
TH234,1.340E-05,1.250E-05
PA227,0.000E+00,0.000E+00
PA228,0.000E+00,0.000E+00
PA229,0.000E+00,0.000E+00
PA230,0.000E+00,0.000E+00
PA231,9.650E-04,4.310E-04
PA232,0.000E+00,1.190E-06
PA233,2.110E-05,3.000E-05
PA234,2.010E-10,3.700E-09
PA234M,4.510E-10,4.310E-10
PA235,0.000E+00,5.630E-15
U230,0.000E+00,2.260E-12
U231,0.000E+00,1.040E-10
U232,9.900E-04,2.950E-04
U233,3.260E-03,3.380E-03
U234,1.840E+02,2.130E+02
U235,7.650E+03,4.080E+03
U236,5.710E+03,5.020E+03
U237,4.280E-05,7.960E+00
U238,9.210E+05,8.590E+05
U239,0.000E+00,4.350E-01
U240,5.480E-13,2.510E-05
U241,0.000E+00,5.370E-15
NP232,0.000E+00,0.000E+00
NP233,0.000E+00,0.000E+00
NP234,0.000E+00,0.000E+00
NP235,0.000E+00,0.000E+00
NP236,2.630E-03,5.740E-03
NP236M,0.000E+00,0.000E+00
NP237,6.210E+02,8.660E+02
NP238,1.560E-07,1.280E+00
NP239,1.710E-04,6.260E+01
NP240,0.000E+00,1.230E-03
NP240M,4.790E-15,2.200E-07
NP241,0.000E+00,5.150E-12
PU234,0.000E+00,0.000E+00
PU235,0.000E+00,0.000E+00
PU236,4.500E-09,3.360E-09
PU237,8.450E-17,1.190E-03
PU238,3.070E+02,3.250E+03
PU239,6.150E+03,3.330E+04
PU240,2.920E+03,2.440E+04
PU241,1.380E+03,1.320E+04
PU242,8.640E+02,0.000E+00
PU243,3.560E-13,7.280E-01
PU244,2.870E-02,2.180E-01
PU245,0.000E+00,3.810E-06
PU246,0.000E+00,1.540E-08
AM237,0.000E+00,0.000E+00
AM238,0.000E+00,0.000E+00
AM239,0.000E+00,0.000E+00
AM240,0.000E+00,9.190E-05
AM241,4.380E+02,1.730E+03
AM242,9.980E-06,1.410E+00
AM242M,8.340E-01,3.950E+01
AM243,1.990E+02,1.980E+03
AM244,0.000E+00,9.500E-01
AM244M,0.000E+00,0.000E+00
AM245,0.000E+00,7.440E-07
AM246,0.000E+00,2.460E-11
AM246M,0.000E+00,0.000E+00
CM238,0.000E+00,0.000E+00
CM239,0.000E+00,0.000E+00
CM240,0.000E+00,0.000E+00
CM241,7.980E-21,1.400E-04
CM242,1.320E-02,2.640E+02
CM243,6.830E-01,1.220E+01
CM244,7.090E+01,1.040E+03
CM245,5.720E+00,1.320E+02
CM246,7.290E-01,7.390E+00
CM247,9.970E-03,1.460E-01
CM248,7.700E-04,1.110E-02
CM249,0.000E+00,1.200E-07
CM250,0.000E+00,4.660E-11
CM251,0.000E+00,1.710E-21
BK247,0.000E+00,0.000E+00
BK248,0.000E+00,0.000E+00
BK249,1.760E-07,1.710E-04
BK250,0.000E+00,1.260E-07
BK251,0.000E+00,7.580E-12
CF244,0.000E+00,0.000E+00
CF245,0.000E+00,0.000E+00
CF246,0.000E+00,0.000E+00
CF247,0.000E+00,0.000E+00
CF248,0.000E+00,0.000E+00
CF249,1.060E-05,4.850E-05
CF250,1.580E-06,3.590E-05
CF251,9.830E-07,1.770E-05
CF252,1.770E-07,9.250E-06
CF253,0.000E+00,1.090E-08
CF254,0.000E+00,3.410E-10
CF255,0.000E+00,3.460E-15
ES250,0.000E+00,0.000E+00
ES251,0.000E+00,0.000E+00
ES252,0.000E+00,0.000E+00
ES253,0.000E+00,9.950E-09
ES254,0.000E+00,1.370E-09
ES254M,0.000E+00,2.770E-11
ES255,0.000E+00,4.090E-12
