isotope,ST1-DF-charge (g),ST1-DF-discharge (g),ST1-BB-charge (g),ST1-BB-discharge (g),ST2-charge (g),ST2-discharge (g),ST3-charge (g),ST3-discharge (g)
TE133M,7.031E-21,1.965E-02,1.221E-23,1.450E-02,6.787E-21,3.657E-02,0.000E+00,1.944E-01
TE134,1.480E-20,3.206E-02,4.111E-23,1.502E-02,8.908E-21,4.039E-02,0.000E+00,3.237E-01
TE135,7.923E-21,1.247E-04,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.423E-03
TE136,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.851E-04
TE137,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.313E-05
TE138,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.764E-07
TE139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.444E-08
I127,2.304E-13,1.095E+02,2.506E-13,1.051E+02,2.496E-13,1.504E+02,0.000E+00,5.074E+02
I128,0.000E+00,0.000E+00,0.000E+00,2.079E-04,0.000E+00,0.000E+00,0.000E+00,2.089E-03
I129,2.339E-13,3.740E+02,2.545E-13,3.165E+02,2.542E-13,4.588E+02,0.000E+00,1.436E+03
I130,2.356E-13,8.593E-03,2.565E-13,1.107E-02,2.565E-13,2.890E-02,0.000E+00,1.357E-01
I130M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.759E-04
I131,2.377E-13,4.569E+00,2.585E-13,3.438E+00,2.590E-13,8.669E+00,0.000E+00,6.721E+01
I132,2.241E-23,8.016E-02,6.482E-25,5.771E-02,2.048E-22,1.449E-01,0.000E+00,1.094E+00
I133,2.062E-22,1.048E+00,2.585E-25,6.324E-01,7.580E-22,1.625E+00,0.000E+00,1.259E+01
I133M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.446E-05
I134,1.217E-21,5.004E-02,2.510E-24,2.802E-02,2.565E-21,7.259E-02,0.000E+00,5.739E-01
I134M,8.815E-22,2.902E-04,1.637E-24,2.628E-04,0.000E+00,0.000E+00,0.000E+00,5.653E-03
I135,2.451E-13,3.191E-01,2.665E-13,1.754E-01,2.658E-13,4.532E-01,0.000E+00,3.953E+00
I136,3.274E-21,4.580E-04,1.344E-23,2.328E-04,0.000E+00,0.000E+00,0.000E+00,6.095E-03
I136M,3.090E-21,1.451E-04,1.344E-23,7.667E-05,0.000E+00,0.000E+00,0.000E+00,2.102E-03
I137,6.560E-21,1.587E-04,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.588E-03
I138,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.806E-04
I139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.327E-05
I140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.720E-06
I141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.068E-07
XE126,2.287E-13,5.291E-04,2.486E-13,3.198E-04,2.471E-13,4.091E-04,0.000E+00,0.000E+00
XE127,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.239E-04
XE128,2.324E-13,1.121E+01,2.526E-13,1.091E+01,2.519E-13,1.483E+01,0.000E+00,2.543E+01
XE129,2.339E-13,1.095E-01,2.545E-13,1.249E-01,2.542E-13,1.475E-01,0.000E+00,2.899E-01
XE129M,0.000E+00,1.593E-04,0.000E+00,1.981E-04,0.000E+00,5.060E-04,0.000E+00,1.219E-04
XE130,2.356E-13,1.991E+01,2.565E-13,2.411E+01,2.565E-13,2.819E+01,0.000E+00,6.365E+01
XE131,2.377E-13,1.027E+03,2.585E-13,4.585E+02,2.590E-13,7.068E+02,0.000E+00,4.059E+03
XE131M,8.290E-28,9.694E-02,0.000E+00,6.719E-02,6.040E-26,1.723E-01,0.000E+00,1.002E+00
XE132,2.397E-13,3.139E+03,2.604E-13,1.426E+03,2.612E-13,2.095E+03,0.000E+00,5.739E+03
XE133,2.414E-13,6.131E+00,2.624E-13,3.722E+00,2.612E-13,9.457E+00,0.000E+00,7.775E+01
XE133M,4.718E-24,3.583E-02,1.024E-27,2.901E-02,8.466E-23,6.791E-02,0.000E+00,1.100E+00
XE134,2.429E-13,4.328E+03,2.645E-13,1.439E+03,2.635E-13,2.195E+03,0.000E+00,8.038E+03
XE134M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.324E-07
XE135,2.451E-13,2.217E-01,2.665E-13,9.722E-02,2.658E-13,1.659E-01,0.000E+00,6.149E+00
XE135M,4.207E-22,1.913E-03,2.839E-25,1.715E-03,1.716E-21,4.168E-03,0.000E+00,3.432E-02
XE136,2.466E-13,5.345E+03,2.684E-13,2.538E+03,2.681E-13,3.848E+03,0.000E+00,7.775E+03
XE137,7.713E-21,2.971E-03,6.917E-24,2.040E-03,1.001E-20,5.155E-03,0.000E+00,3.473E-02
XE138,1.170E-20,1.058E-02,2.909E-23,6.284E-03,1.001E-20,1.626E-02,0.000E+00,1.048E-01
XE139,1.070E-20,3.725E-04,5.889E-23,1.924E-04,0.000E+00,0.000E+00,0.000E+00,4.304E-03
XE140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.106E-04
XE141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.131E-05
XE142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.655E-06
XE143,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.610E-07
XE144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.698E-08
CS132,0.000E+00,1.870E-04,0.000E+00,5.652E-05,3.685E-28,1.725E-04,0.000E+00,1.100E-02
CS133,2.414E-13,2.981E+03,2.624E-13,1.043E+03,2.612E-13,1.614E+03,0.000E+00,6.984E+03
CS134,2.429E-13,2.829E+02,2.645E-13,1.209E+02,2.635E-13,2.399E+02,0.000E+00,3.090E+02
CS134M,1.002E-26,6.392E-03,3.656E-28,3.165E-03,3.079E-25,9.211E-03,0.000E+00,2.234E-02
CS135,2.451E-13,2.044E+03,2.665E-13,4.742E+02,2.658E-13,6.552E+02,0.000E+00,8.106E+03
CS135M,5.824E-25,1.781E-04,4.546E-27,5.138E-05,6.507E-24,1.499E-04,0.000E+00,4.468E-04
CS136,2.466E-13,1.022E+00,2.684E-13,3.992E-01,2.681E-13,1.016E+00,0.000E+00,6.788E+00
CS137,2.486E-13,3.148E+03,2.704E-13,1.431E+03,2.706E-13,2.220E+03,0.000E+00,6.984E+03
CS138,6.035E-22,2.734E-02,4.940E-25,1.735E-02,6.366E-22,4.453E-02,0.000E+00,3.137E-01
CS138M,0.000E+00,0.000E+00,4.862E-25,1.763E-04,0.000E+00,0.000E+00,0.000E+00,1.555E-03
CS139,3.237E-21,7.126E-03,4.427E-24,4.822E-03,5.876E-21,1.233E-02,0.000E+00,8.435E-02
CS140,5.180E-21,7.021E-04,1.692E-23,4.427E-04,6.623E-21,1.142E-03,0.000E+00,8.171E-03
CS141,7.346E-21,2.137E-04,4.111E-23,1.415E-04,0.000E+00,0.000E+00,0.000E+00,2.543E-03
CS142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.027E-05
CS143,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.809E-05
CS144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.484E-06
CS145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.919E-07
CS146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.676E-08
BA132,0.000E+00,6.969E-04,0.000E+00,1.553E-04,0.000E+00,2.495E-04,0.000E+00,7.644E-03
BA133,0.000E+00,1.032E-03,0.000E+00,2.617E-04,0.000E+00,2.226E-04,0.000E+00,0.000E+00
BA134,2.429E-13,4.070E+02,2.645E-13,1.399E+02,2.635E-13,1.236E+02,0.000E+00,6.655E+01
BA135,2.451E-13,3.957E+00,2.665E-13,1.494E+00,2.658E-13,1.170E+00,0.000E+00,4.086E-01
BA135M,0.000E+00,5.103E-04,0.000E+00,2.245E-04,6.086E-27,4.027E-04,0.000E+00,1.114E-04
BA136,2.466E-13,1.053E+02,2.684E-13,5.019E+01,2.681E-13,6.977E+01,0.000E+00,1.911E+02
BA136M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.967E-25,3.233E-08,0.000E+00,3.052E-07
BA137,2.486E-13,3.972E+02,2.704E-13,1.371E+02,2.706E-13,1.103E+02,0.000E+00,1.595E+02
BA137M,3.179E-25,4.815E-04,3.932E-28,2.186E-04,5.783E-24,3.401E-04,0.000E+00,1.074E-03
BA138,2.503E-13,3.762E+03,2.724E-13,1.391E+03,2.729E-13,2.108E+03,0.000E+00,7.117E+03
BA139,1.658E-22,6.549E-02,5.691E-26,4.742E-02,1.217E-21,1.199E-01,0.000E+00,7.579E-01
BA140,2.540E-13,1.399E+01,2.763E-13,1.071E+01,2.751E-13,2.698E+01,0.000E+00,1.588E+02
BA141,4.077E-21,1.310E-02,3.459E-24,1.059E-02,6.086E-21,2.648E-02,0.000E+00,1.601E-01
BA142,7.504E-21,7.230E-03,1.016E-23,6.046E-03,1.112E-20,1.515E-02,0.000E+00,8.038E-02
BA143,1.034E-20,1.504E-04,2.621E-23,9.327E-05,0.000E+00,0.000E+00,0.000E+00,1.436E-03
BA144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.908E-04
BA145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.247E-04
BA146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.741E-05
BA147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.173E-06
BA148,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.740E-06
BA149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.063E-08
LA138,7.504E-26,5.920E-02,0.000E+00,1.518E-02,5.293E-26,2.520E-02,0.000E+00,1.226E-02
LA139,2.524E-13,3.516E+03,2.743E-13,1.462E+03,2.729E-13,2.193E+03,0.000E+00,6.590E+03
LA140,2.540E-13,2.006E+00,2.763E-13,1.529E+00,2.751E-13,3.719E+00,0.000E+00,2.109E+01
LA141,4.455E-23,1.692E-01,1.853E-26,1.399E-01,3.592E-22,3.490E-01,0.000E+00,2.076E+00
LA142,2.350E-22,6.392E-02,1.229E-25,5.572E-02,1.033E-21,1.389E-01,0.000E+00,7.248E-01
LA143,9.760E-22,9.746E-03,7.470E-25,7.826E-03,4.152E-21,1.975E-02,0.000E+00,1.002E-01
LA144,2.743E-21,4.223E-04,3.557E-24,2.953E-04,0.000E+00,0.000E+00,0.000E+00,3.980E-03
LA145,4.854E-21,1.850E-04,9.486E-24,1.174E-04,0.000E+00,0.000E+00,0.000E+00,2.201E-03
LA146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.131E-04
LA147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.372E-04
LA148,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.100E-05
LA149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.732E-06
LA150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.135E-07
LA151,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.545E-08
CE139,0.000E+00,4.879E-03,0.000E+00,1.719E-03,0.000E+00,3.983E-03,0.000E+00,0.000E+00
CE140,2.540E-13,3.684E+03,2.763E-13,1.628E+03,2.751E-13,2.291E+03,0.000E+00,6.214E+03
CE141,2.561E-13,3.385E+01,2.783E-13,2.767E+01,2.774E-13,6.898E+01,0.000E+00,4.212E+02
CE142,2.576E-13,3.279E+03,2.802E-13,1.608E+03,2.799E-13,2.389E+03,0.000E+00,5.628E+03
CE143,2.593E-13,1.378E+00,2.822E-13,1.107E+00,2.822E-13,2.786E+00,0.000E+00,1.430E+01
CE144,2.613E-13,2.745E+02,2.841E-13,1.771E+02,2.845E-13,4.615E+02,0.000E+00,2.096E+03
CE145,2.177E-22,1.430E-03,1.857E-25,9.881E-04,1.115E-21,2.530E-03,0.000E+00,1.522E-02
CE146,1.480E-21,5.140E-03,1.051E-24,3.348E-03,2.658E-21,8.569E-03,0.000E+00,5.964E-02
CE147,2.561E-21,2.516E-04,3.593E-24,1.514E-04,0.000E+00,0.000E+00,0.000E+00,3.953E-03
CE148,3.248E-21,1.865E-04,7.945E-24,1.047E-04,0.000E+00,0.000E+00,0.000E+00,1.832E-03
CE149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.550E-05
CE150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.166E-05
CE151,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.750E-06
CE152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.133E-05
CE153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.713E-07
CE154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.336E-08
PR140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.622E-06
PR141,2.561E-13,3.186E+03,2.783E-13,1.479E+03,2.774E-13,2.164E+03,0.000E+00,5.872E+03
PR142,2.576E-13,5.815E-02,2.802E-13,3.869E-02,2.799E-13,1.042E-01,0.000E+00,3.169E-01
PR142M,0.000E+00,0.000E+00,0.000E+00,1.715E-04,0.000E+00,0.000E+00,0.000E+00,1.674E-04
PR143,2.593E-13,1.310E+01,2.822E-13,1.047E+01,2.822E-13,2.736E+01,0.000E+00,1.397E+02
PR144,3.552E-27,1.158E-02,0.000E+00,7.470E-03,7.300E-26,1.959E-02,0.000E+00,8.896E-02
PR144M,3.205E-26,5.345E-05,0.000E+00,3.862E-05,6.646E-25,1.198E-04,0.000E+00,4.435E-04
PR145,8.342E-25,1.708E-01,5.020E-28,1.182E-01,9.094E-24,3.018E-01,0.000E+00,1.819E+00
PR146,9.130E-24,9.221E-03,6.166E-27,6.046E-03,4.781E-23,1.541E-02,0.000E+00,1.021E-01
PR147,8.972E-22,3.998E-03,4.703E-26,2.269E-03,2.355E-22,5.875E-03,0.000E+00,4.216E-02
PR148,1.002E-22,4.977E-04,9.645E-26,2.731E-04,0.000E+00,0.000E+00,0.000E+00,6.721E-03
PR149,7.660E-22,3.693E-04,6.325E-25,1.680E-04,0.000E+00,0.000E+00,0.000E+00,5.081E-03
PR150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.241E-04
PR151,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.464E-05
PR152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.590E-05
PR153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.950E-05
PR154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.818E-07
PR155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.487E-07
PR156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.865E-08
ND142,2.576E-13,8.227E+01,2.802E-13,4.664E+01,2.799E-13,5.661E+01,0.000E+00,8.764E+01
ND143,2.593E-13,2.189E+03,2.822E-13,8.182E+02,2.822E-13,1.350E+03,0.000E+00,4.910E+03
ND144,2.613E-13,3.824E+03,2.841E-13,1.621E+03,2.845E-13,2.093E+03,0.000E+00,2.426E+03
ND145,2.628E-13,1.865E+03,2.861E-13,7.035E+02,2.868E-13,1.085E+03,0.000E+00,3.552E+03
ND146,2.650E-13,2.148E+03,2.882E-13,8.182E+02,2.868E-13,1.204E+03,0.000E+00,3.131E+03
ND147,2.671E-13,4.783E+00,2.902E-13,2.687E+00,2.892E-13,6.918E+00,0.000E+00,5.845E+01
ND148,2.686E-13,1.027E+03,2.922E-13,3.320E+02,2.915E-13,5.089E+02,0.000E+00,2.076E+03
ND149,1.753E-23,1.823E-02,9.210E-27,8.300E-03,5.737E-23,2.195E-02,0.000E+00,2.484E-01
ND150,2.723E-13,4.632E+02,2.961E-13,1.277E+02,2.961E-13,1.962E+02,0.000E+00,1.246E+03
ND151,2.093E-22,1.090E-03,1.000E-25,3.992E-04,2.774E-22,1.056E-03,0.000E+00,1.858E-02
ND152,3.768E-22,6.812E-04,1.387E-25,2.309E-04,0.000E+00,0.000E+00,0.000E+00,1.278E-02
ND153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.315E-04
ND154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.788E-04
ND155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.291E-05
ND156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.095E-05
ND157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.779E-06
ND158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.764E-07
PM145,0.000E+00,4.197E-05,0.000E+00,8.062E-06,0.000E+00,1.132E-05,0.000E+00,0.000E+00
PM146,0.000E+00,3.311E-04,0.000E+00,6.087E-05,0.000E+00,1.466E-04,0.000E+00,3.282E-01
PM147,2.671E-13,2.708E+02,2.902E-13,9.644E+01,2.892E-13,2.069E+02,0.000E+00,1.542E+03
PM148,2.686E-13,5.763E-01,2.922E-13,3.660E-01,2.915E-13,1.173E+00,0.000E+00,4.856E+00
PM148M,0.000E+00,1.488E+00,0.000E+00,6.561E-01,5.644E-27,1.373E+00,0.000E+00,4.297E+01
PM149,2.702E-13,6.969E-01,2.941E-13,3.613E-01,2.938E-13,1.049E+00,0.000E+00,7.775E+00
PM150,7.871E-26,1.781E-04,1.553E-28,1.446E-04,1.152E-24,7.336E-04,0.000E+00,1.423E-03
PM151,2.740E-13,1.498E-01,2.980E-13,5.494E-02,2.986E-13,1.453E-01,0.000E+00,2.563E+00
PM152,2.460E-24,2.484E-04,1.103E-27,8.458E-05,0.000E+00,0.000E+00,0.000E+00,4.626E-03
PM152M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.397E-04
PM153,2.377E-23,2.111E-04,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.966E-03
PM154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.371E-03
PM154M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.186E-04
PM155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.188E-04
PM156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.842E-05
PM157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.410E-04
PM158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.833E-06
PM159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.973E-07
PM160,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.487E-08
SM145,0.000E+00,8.120E-07,0.000E+00,1.300E-07,0.000E+00,1.344E-07,0.000E+00,0.000E+00
SM146,0.000E+00,2.363E-02,0.000E+00,3.648E-03,0.000E+00,4.378E-03,0.000E+00,1.430E-01
SM147,2.671E-13,4.244E+02,2.902E-13,9.999E+01,2.892E-13,1.164E+02,0.000E+00,4.250E+02
SM148,2.686E-13,5.291E+02,2.922E-13,1.715E+02,2.915E-13,2.228E+02,0.000E+00,4.770E+02
SM149,2.702E-13,3.285E+00,2.941E-13,9.248E-01,2.938E-13,1.692E+00,0.000E+00,1.483E+03
SM150,2.723E-13,7.126E+02,2.961E-13,2.067E+02,2.961E-13,3.307E+02,0.000E+00,2.168E+02
SM151,2.740E-13,2.368E+01,2.980E-13,6.205E+00,2.986E-13,1.032E+01,0.000E+00,8.565E+02
SM152,2.755E-13,2.070E+02,3.000E-13,6.442E+01,2.986E-13,9.679E+01,0.000E+00,9.818E+02
SM153,2.775E-13,7.282E-01,3.020E-13,2.715E-01,3.009E-13,7.927E-01,0.000E+00,2.464E+00
SM154,2.797E-13,8.016E+01,3.039E-13,1.265E+01,3.031E-13,2.108E+01,0.000E+00,3.941E+02
SM155,3.563E-24,3.841E-04,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.962E-03
SM156,8.396E-24,5.920E-03,3.466E-27,7.311E-04,1.334E-23,2.011E-03,0.000E+00,1.469E-01
SM157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.542E-03
SM158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.212E-03
SM159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.759E-04
SM160,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.740E-04
SM161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.456E-06
SM162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.049E-07
EU150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.959E-04
EU151,2.740E-13,6.864E-02,2.980E-13,1.032E-02,2.986E-13,9.852E-03,0.000E+00,4.739E+00
EU152,2.755E-13,5.606E-02,3.000E-13,7.509E-03,2.986E-13,7.793E-03,0.000E+00,1.048E+00
EU152M,0.000E+00,9.798E-05,0.000E+00,2.407E-05,0.000E+00,3.987E-05,0.000E+00,1.614E-03
EU153,2.775E-13,2.844E+02,3.020E-13,7.667E+01,3.009E-13,1.209E+02,0.000E+00,4.653E+02
EU154,2.797E-13,6.917E+01,3.039E-13,1.466E+01,3.031E-13,2.511E+01,0.000E+00,8.896E+01
EU155,2.812E-13,2.070E+01,3.059E-13,4.822E+00,3.054E-13,8.068E+00,0.000E+00,2.115E+02
EU156,2.833E-13,4.009E+00,3.079E-13,1.316E+00,3.079E-13,3.981E+00,0.000E+00,9.225E+00
EU157,2.850E-13,7.911E-03,3.098E-13,1.371E-03,3.102E-13,6.162E-03,0.000E+00,1.773E-01
EU158,3.762E-25,1.802E-04,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.700E-03
EU159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.377E-03
EU160,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.737E-05
EU161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.239E-05
EU162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.261E-05
EU163,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.529E-07
GD152,2.755E-13,1.855E-01,3.000E-13,2.209E-02,2.986E-13,2.509E-02,0.000E+00,4.131E-01
GD153,0.000E+00,5.345E-03,0.000E+00,6.640E-04,0.000E+00,7.922E-04,0.000E+00,8.171E-02
GD154,2.797E-13,2.101E+01,3.039E-13,3.584E+00,3.031E-13,3.035E+00,0.000E+00,4.487E+00
GD155,2.812E-13,4.804E-01,3.059E-13,6.046E-02,3.054E-13,5.883E-02,0.000E+00,2.703E+01
GD156,2.833E-13,2.652E+02,3.079E-13,7.628E+01,3.079E-13,9.598E+01,0.000E+00,2.327E+02
GD157,2.850E-13,2.096E-01,3.098E-13,2.980E-02,3.102E-13,5.363E-02,0.000E+00,1.120E+02
GD158,2.865E-13,3.919E+01,3.118E-13,6.601E+00,3.125E-13,9.540E+00,0.000E+00,1.239E+02
GD159,1.107E-26,3.275E-03,0.000E+00,3.032E-04,7.416E-26,8.798E-04,0.000E+00,9.752E-02
GD160,2.902E-13,1.948E+00,3.159E-13,8.892E-02,3.148E-13,1.551E-01,0.000E+00,3.189E+01
GD161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.171E-05
GD162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.061E-04
GD163,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.563E-06
GD164,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.507E-05
GD165,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.219E-06
TB159,2.885E-13,4.528E+00,3.139E-13,3.355E-01,3.125E-13,5.158E-01,0.000E+00,5.106E+01
TB160,2.902E-13,6.864E-02,3.159E-13,5.533E-03,3.148E-13,1.386E-02,0.000E+00,1.806E+00
TB161,2.319E-28,5.224E-03,0.000E+00,2.438E-04,5.528E-27,9.498E-04,0.000E+00,2.207E-01
TB162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.908E-05
TB162M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.910E-05
TB163,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.160E-05
TB164,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.369E-06
TB165,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.775E-07
DY160,2.902E-13,5.868E-01,3.159E-13,4.268E-02,3.148E-13,5.525E-02,0.000E+00,4.500E+00
DY161,2.922E-13,6.444E-01,3.178E-13,2.707E-02,3.173E-13,4.856E-02,0.000E+00,1.338E+01
