Days,Keff,Power (W/cm),Burnup,Activity (Bq/g),Activity (Ci/GWe.y),Decay heat (W/g),Decay heat (W/GWe.y),Radiotoxicity (Sv/g),Radiotoxicity (Sv/GWe.y),I129 (atom/cm3),I129 (atom/GWe.y)
73563.55175481844,0.0,0.0,0.0,88239417.2340487,175676.65794778787,4.387891419535787e-05,3235.5158952132574,10.722702741623896,790663939.5338833,2.522687216021698e+18,2.049283349395421e+25
82688.55175481844,0.0,0.0,0.0,68774911.9563761,136924.59744042152,4.127431249038769e-05,3043.45940585687,10.131505826522012,747070631.6526333,2.522684433542626e+18,2.0492810890723827e+25
91813.55175481844,0.0,0.0,0.0,57318052.93958287,114115.03267062407,3.929368797853304e-05,2897.4133559928405,9.67991766872612,713771706.8858654,2.5226816510665457e+18,2.0492788287517757e+25
110063.55175481844,0.0,0.0,0.0,45891263.64831619,91365.3339907386,3.6333708358074995e-05,2679.152232464116,9.00356979289786,663899590.7894381,2.5226760861238287e+18,2.049274308118231e+25
128313.55175481844,0.0,0.0,0.0,40707114.98455279,81044.16528742784,3.405281638217927e-05,2510.965248382916,8.483397220672359,625543431.4233153,2.5226705211934295e+18,2.0492697874946934e+25
146563.55175481844,0.0,0.0,0.0,37651139.859056644,74959.9966284855,3.2127786488164674e-05,2369.018599632345,8.046107350673987,593298824.8476778,2.522664956275385e+18,2.0492652668811913e+25
164813.55175481844,0.0,0.0,0.0,35417749.25397161,70513.51896927074,3.0434365630539802e-05,2244.1501929589954,7.662825591692435,565036634.5389371,2.52265939136965e+18,2.049260746277689e+25
183063.55175481844,0.0,0.0,0.0,33574290.3495457,66843.35987773188,2.8915439523128844e-05,2132.148570897379,7.3199888226770735,539756751.5711377,2.522653826476053e+18,2.049256225684047e+25
219563.55175481844,0.0,0.0,0.0,30522877.7912304,60768.274875267794,2.628387133099313e-05,1938.1036435984834,6.7275161887480595,496069375.53394777,2.5226426967255496e+18,2.049247184526569e+25
256063.55175481844,0.0,0.0,0.0,28023936.587338015,55793.11011479115,2.4079365897215258e-05,1775.549202521933,6.231926081593407,459525862.58214015,2.5226315670242304e+18,2.0492381434090444e+25
292563.5517548185,0.0,0.0,0.0,25927045.14574832,51618.389881080744,2.2212808652525916e-05,1637.9141733680726,5.812285283174153,428582652.1936496,2.522620437371962e+18,2.0492291023313655e+25
329063.5517548185,0.0,0.0,0.0,24148726.200354613,48077.91852616056,2.0622887076274385e-05,1520.6775318868993,5.454471636746062,402198413.618649,2.5226093077687434e+18,2.0492200612935327e+25
365563.5517548185,0.0,0.0,0.0,22631584.025121756,45057.426377287855,1.9263597756022304e-05,1420.4471072622507,5.14804552706552,379603357.0462454,2.522598178214613e+18,2.0492110202955766e+25
456813.5517548185,0.0,0.0,0.0,19718829.076572906,39258.39607063152,1.665148959891001e-05,1227.8371118388188,4.556796036319917,336006172.375105,2.522570354544159e+18,2.0491884179752337e+25
548063.5517548185,0.0,0.0,0.0,17713186.795224857,35265.34461958403,1.4854581118121255e-05,1095.337799619042,4.146693475901286,305766286.6068625,2.522542531180568e+18,2.0491658159041686e+25
639313.5517548185,0.0,0.0,0.0,16313156.809213778,32478.012192889248,1.360322089811568e-05,1003.0657833964086,3.857836359277898,284466721.44170356,2.522514708123766e+18,2.0491432140823203e+25
730563.5517548185,0.0,0.0,0.0,15319504.332267266,30499.740443332103,1.2718096753897375e-05,937.7990535702105,3.6504346093006936,269173461.0898491,2.5224868853737574e+18,2.0491206125096943e+25
821813.5517548185,0.0,0.0,0.0,14599132.225101802,29065.545066339044,1.2079233358935281e-05,890.6909446487631,3.4978691202094008,257923682.60129923,2.5224590629308626e+18,2.049098011186549e+25
913063.5517548185,0.0,0.0,0.0,14062923.28477062,27998.001812406957,1.1606246366945982e-05,855.814126047532,3.3823033934937916,249402169.41923916,2.522431240794769e+18,2.049075410112631e+25
1095563.5517548185,0.0,0.0,0.0,13323598.88166225,26526.07413712757,1.0960115597562657e-05,808.1701400222969,3.218280558035695,237307556.29960176,2.522375597443392e+18,2.0490302087128075e+25
1460563.5517548185,0.0,0.0,0.0,12435621.324248996,24758.191545550275,1.019834502541833e-05,751.9991786419577,3.010168361407554,221961909.4775267,2.5222643144227656e+18,2.048939808904305e+25
1825563.5517548188,0.0,0.0,0.0,11805400.685360728,23503.47954630909,9.666294433314938e-06,712.7671652848388,2.8557994049647304,210579148.04285383,2.522153036311827e+18,2.048849413084145e+25
2190563.5517548188,0.0,0.0,0.0,11258449.893915836,22414.550243341528,9.20684183137303e-06,678.8883370608396,2.7200727853032225,200571023.56276286,2.522041763110293e+18,2.0487590212520982e+25
2555563.5517548188,0.0,0.0,0.0,10756835.512938224,21415.881612122463,8.785996954925622e-06,647.8563411207781,2.5952251083784246,191365083.74911615,2.521930494817815e+18,2.0486686334078814e+25
2920563.5517548188,0.0,0.0,0.0,10290429.787784666,20487.310213862198,8.394823360381883e-06,619.0122275837145,2.4790722013522366,182800273.43304372,2.52181923143449e+18,2.048578249551572e+25
3285563.5517548188,0.0,0.0,0.0,9854950.544680972,19620.31062986484,8.029637336318113e-06,592.0843692436588,2.3706146119191,174802895.62635788,2.521707972959899e+18,2.048487869682831e+25
3650563.5517548188,0.0,0.0,0.0,9447502.690699656,18809.11899330204,7.687994139237453e-06,566.892497135691,2.269145392844152,167320821.89658895,2.5215967193938094e+18,2.048397493801469e+25
7300563.551754818,0.0,0.0,0.0,6487520.372889165,12916.063287842975,5.207284062315155e-06,383.9714510596023,1.5323932997545047,112994657.4566453,2.5204844536561997e+18,2.04749395425772e+25
18250563.551754817,0.0,0.0,0.0,2753392.2300862977,5481.753621717266,2.0852835853418378e-06,153.76333508076178,0.6056254475432894,44657229.97036376,2.51715059927185e+18,2.0447857262079778e+25
36500563.55175482,0.0,0.0,0.0,966422.9974142284,1924.0603312156,6.062242320236055e-07,44.70138276537697,0.1676836780644724,12364554.03909746,2.5116039717548544e+18,2.0402799708595985e+25
73000563.55175482,0.0,0.0,0.0,414888.29902304715,826.0048862367937,1.802777691508942e-07,13.293209240419472,0.043429498112632414,3202377.133557744,2.5005473563393587e+18,2.031298224043052e+25
182500563.55175483,0.0,0.0,0.0,266602.6293476251,530.7815984284535,1.228574074824792e-07,9.059182571940386,0.029582918895515804,2181366.746841064,2.467668695400762e+18,2.004589525483847e+25
365000563.55175483,0.0,0.0,0.0,177894.12782782174,354.1710363117542,8.756428832386554e-08,6.456760654184024,0.02099339006972773,1547997.4495859842,2.413828801247029e+18,1.96085314868623e+25
