isotope,Batch1-charged (g),Batch1-discharged (g),Batch2-charged (g),Batch3-discharged (g),Batch4-charged (g),Batch4-discharged (g),Batch5-charged (g),Batch5-discharged (g),Batch6-charged (g),Batch8-discharged (g)
SB134,4.837E-22,1.957E-05,5.907E-22,1.582E-05,0.000E+00,1.825E-05,0.000E+00,1.911E-05,0.000E+00,6.042E-06
SB134M,4.837E-22,1.742E-05,5.907E-22,1.466E-05,0.000E+00,1.692E-05,0.000E+00,1.771E-05,0.000E+00,5.598E-06
SB135,4.837E-22,1.477E-06,5.907E-22,1.001E-06,0.000E+00,1.155E-06,0.000E+00,1.210E-06,0.000E+00,3.824E-07
SB136,4.837E-22,4.333E-08,5.907E-22,2.156E-08,0.000E+00,2.487E-08,0.000E+00,2.605E-08,0.000E+00,8.236E-09
SB137,4.837E-22,9.453E-09,5.907E-22,2.450E-09,0.000E+00,2.827E-09,0.000E+00,2.960E-09,0.000E+00,9.362E-10
SB138,4.837E-22,5.711E-10,5.907E-22,6.876E-11,0.000E+00,7.934E-11,0.000E+00,8.312E-11,0.000E+00,2.627E-11
SB139,4.837E-22,5.672E-11,5.907E-22,3.233E-12,0.000E+00,3.731E-12,0.000E+00,3.907E-12,0.000E+00,1.236E-12
TE122,4.837E-22,6.966E+00,5.907E-22,2.554E+00,1.340E+00,7.091E+00,3.831E+00,1.219E+01,6.736E+00,2.498E+01
TE123,4.837E-22,3.485E-01,5.907E-22,1.259E-01,6.743E-02,5.795E-01,3.174E-01,1.360E+00,7.598E-01,3.964E+00
TE123M,4.837E-22,7.999E-03,5.907E-22,3.115E-03,6.035E-10,9.484E-03,1.894E-09,1.731E-02,3.539E-09,1.255E-02
TE124,4.837E-22,4.503E+00,5.907E-22,1.638E+00,9.218E-01,4.838E+00,2.735E+00,8.727E+00,4.992E+00,1.970E+01
TE125,4.837E-22,7.146E+01,5.907E-22,2.513E+01,2.454E+01,5.716E+01,4.618E+01,8.211E+01,6.285E+01,1.563E+02
TE125M,4.837E-22,7.883E-01,5.907E-22,3.336E-01,3.306E-02,4.405E-01,4.457E-02,4.923E-01,5.080E-02,2.348E-01
TE126,4.837E-22,1.244E+01,5.907E-22,5.148E+00,2.711E+00,1.276E+01,6.903E+00,2.115E+01,1.170E+01,4.306E+01
TE127,4.837E-22,6.283E-02,5.907E-22,4.131E-02,2.538E-10,4.794E-02,3.093E-10,5.040E-02,3.356E-10,1.606E-02
TE127M,4.837E-22,2.442E+00,5.907E-22,1.534E+00,7.250E-08,1.817E+00,8.835E-08,1.925E+00,9.588E-08,6.172E-01
TE128,4.837E-22,5.730E+02,5.907E-22,2.783E+02,1.456E+02,5.055E+02,2.724E+02,6.764E+02,3.732E+02,1.009E+03
TE129,4.837E-22,1.969E-02,5.907E-22,1.406E-02,0.000E+00,1.649E-02,0.000E+00,1.748E-02,0.000E+00,5.680E-03
TE129M,4.837E-22,1.982E+00,5.907E-22,1.396E+00,0.000E+00,1.634E+00,0.000E+00,1.720E+00,0.000E+00,5.466E-01
TE130,4.837E-22,1.495E+03,5.907E-22,7.444E+02,3.894E+02,1.364E+03,7.351E+02,1.840E+03,1.016E+03,2.788E+03
TE131,4.837E-22,1.810E-02,5.907E-22,1.399E-02,0.000E+00,1.617E-02,0.000E+00,1.696E-02,0.000E+00,5.387E-03
TE131M,4.837E-22,1.960E-01,5.907E-22,1.380E-01,0.000E+00,1.594E-01,0.000E+00,1.668E-01,0.000E+00,5.275E-02
TE132,4.837E-22,5.202E+00,5.907E-22,4.111E+00,0.000E+00,4.744E+00,0.000E+00,4.967E+00,0.000E+00,1.570E+00
TE133,4.837E-22,1.228E-02,5.907E-22,1.028E-02,0.000E+00,1.186E-02,0.000E+00,1.242E-02,0.000E+00,3.926E-03
TE133M,4.837E-22,2.702E-02,5.907E-22,2.279E-02,0.000E+00,2.629E-02,0.000E+00,2.754E-02,0.000E+00,8.703E-03
TE134,4.837E-22,5.667E-02,5.907E-22,5.067E-02,0.000E+00,5.847E-02,0.000E+00,6.123E-02,0.000E+00,1.935E-02
TE135,4.837E-22,2.521E-04,5.907E-22,2.135E-04,0.000E+00,2.464E-04,0.000E+00,2.581E-04,0.000E+00,8.154E-05
TE136,4.837E-22,1.354E-04,5.907E-22,1.159E-04,0.000E+00,1.338E-04,0.000E+00,1.401E-04,0.000E+00,4.430E-05
TE137,4.837E-22,7.732E-06,5.907E-22,5.515E-06,0.000E+00,6.366E-06,0.000E+00,6.665E-06,0.000E+00,2.107E-06
TE138,4.837E-22,9.584E-07,5.907E-22,5.241E-07,0.000E+00,6.048E-07,0.000E+00,6.334E-07,0.000E+00,2.002E-07
TE139,4.837E-22,5.124E-08,5.907E-22,1.635E-08,0.000E+00,1.887E-08,0.000E+00,1.976E-08,0.000E+00,6.245E-09
TE140,4.837E-22,1.191E-08,5.907E-22,2.305E-09,0.000E+00,2.660E-09,0.000E+00,2.786E-09,0.000E+00,8.806E-10
TE141,4.837E-22,1.749E-10,5.907E-22,1.845E-11,0.000E+00,2.129E-11,0.000E+00,2.230E-11,0.000E+00,7.047E-12
TE142,4.837E-22,4.400E-11,5.907E-22,2.089E-12,0.000E+00,2.410E-12,0.000E+00,2.524E-12,0.000E+00,7.976E-13
I127,4.837E-22,3.020E+02,5.907E-22,1.356E+02,7.201E+01,2.361E+02,1.285E+02,3.036E+02,1.689E+02,4.226E+02
I128,4.837E-22,5.735E-04,5.907E-22,2.805E-04,0.000E+00,5.098E-04,0.000E+00,6.805E-04,0.000E+00,3.173E-04
I129,4.837E-22,8.174E+02,5.907E-22,3.964E+02,2.080E+02,7.023E+02,3.792E+02,9.182E+02,5.075E+02,1.314E+03
I130,4.837E-22,3.513E-02,5.907E-22,1.851E-02,0.000E+00,3.420E-02,0.000E+00,4.637E-02,0.000E+00,2.222E-02
I130M,4.837E-22,4.314E-05,5.907E-22,2.254E-05,0.000E+00,4.144E-05,0.000E+00,5.608E-05,0.000E+00,2.682E-05
I131,4.837E-22,9.386E+00,5.907E-22,7.189E+00,0.000E+00,8.318E+00,0.000E+00,8.727E+00,0.000E+00,2.769E+00
I132,4.837E-22,1.557E-01,5.907E-22,1.226E-01,0.000E+00,1.414E-01,0.000E+00,1.481E-01,0.000E+00,4.682E-02
I133,4.837E-22,1.890E+00,5.907E-22,1.558E+00,0.000E+00,1.798E+00,0.000E+00,1.883E+00,0.000E+00,5.952E-01
I133M,4.837E-22,7.049E-06,5.907E-22,4.195E-06,0.000E+00,4.841E-06,0.000E+00,5.069E-06,0.000E+00,1.603E-06
I134,4.837E-22,8.973E-02,5.907E-22,7.710E-02,0.000E+00,8.901E-02,0.000E+00,9.316E-02,0.000E+00,2.945E-02
I134M,4.837E-22,6.239E-04,5.907E-22,4.532E-04,0.000E+00,5.230E-04,0.000E+00,5.477E-04,0.000E+00,1.732E-04
I135,4.837E-22,5.682E-01,5.907E-22,4.577E-01,0.000E+00,5.282E-01,0.000E+00,5.531E-01,0.000E+00,1.749E-01
I136,4.837E-22,1.051E-03,5.907E-22,8.876E-04,0.000E+00,1.025E-03,0.000E+00,1.073E-03,0.000E+00,3.392E-04
I136M,4.837E-22,2.966E-04,5.907E-22,2.543E-04,0.000E+00,2.934E-04,0.000E+00,3.073E-04,0.000E+00,9.711E-05
I137,4.837E-22,2.989E-04,5.907E-22,2.576E-04,0.000E+00,2.973E-04,0.000E+00,3.113E-04,0.000E+00,9.844E-05
I138,4.837E-22,4.271E-05,5.907E-22,3.622E-05,0.000E+00,4.180E-05,0.000E+00,4.377E-05,0.000E+00,1.384E-05
I139,4.837E-22,6.772E-06,5.907E-22,5.086E-06,0.000E+00,5.869E-06,0.000E+00,6.146E-06,0.000E+00,1.943E-06
I140,4.837E-22,6.976E-07,5.907E-22,4.334E-07,0.000E+00,5.001E-07,0.000E+00,5.237E-07,0.000E+00,1.655E-07
I141,4.837E-22,5.725E-08,5.907E-22,2.309E-08,0.000E+00,2.665E-08,0.000E+00,2.790E-08,0.000E+00,8.821E-09
I142,4.837E-22,5.498E-09,5.907E-22,1.546E-09,0.000E+00,1.783E-09,0.000E+00,1.867E-09,0.000E+00,5.903E-10
I143,4.837E-22,6.234E-10,5.907E-22,1.094E-10,0.000E+00,1.263E-10,0.000E+00,1.322E-10,0.000E+00,4.179E-11
I144,4.837E-22,2.202E-11,5.907E-22,2.116E-12,0.000E+00,2.442E-12,0.000E+00,2.557E-12,0.000E+00,8.080E-13
I145,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
XE126,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
XE127,4.837E-22,7.611E-05,5.907E-22,3.428E-05,0.000E+00,1.027E-04,0.000E+00,1.870E-04,0.000E+00,1.337E-04
XE128,4.837E-22,2.991E+01,5.907E-22,1.245E+01,6.508E+00,3.517E+01,1.895E+01,6.126E+01,3.381E+01,1.286E+02
XE129,4.837E-22,6.666E-01,5.907E-22,2.792E-01,1.461E-01,1.307E+00,7.044E-01,3.131E+00,1.728E+00,9.377E+00
XE129M,4.837E-22,6.613E-05,5.907E-22,3.001E-05,0.000E+00,8.851E-05,0.000E+00,1.599E-04,0.000E+00,1.124E-04
XE130,4.837E-22,6.894E+01,5.907E-22,3.080E+01,1.612E+01,8.845E+01,4.768E+01,1.569E+02,8.671E+01,3.391E+02
XE131,4.837E-22,2.355E+03,5.907E-22,1.208E+03,6.359E+02,2.158E+03,1.167E+03,2.847E+03,1.576E+03,4.151E+03
XE131M,4.837E-22,1.357E-01,5.907E-22,1.025E-01,0.000E+00,1.196E-01,0.000E+00,1.260E-01,0.000E+00,4.032E-02
XE132,4.837E-22,3.539E+03,5.907E-22,1.828E+03,9.576E+02,3.381E+03,1.825E+03,4.600E+03,2.542E+03,7.087E+03
XE133,4.837E-22,1.178E+01,5.907E-22,9.615E+00,0.000E+00,1.122E+01,0.000E+00,1.186E+01,0.000E+00,3.837E+00
XE133M,4.837E-22,1.537E-01,5.907E-22,1.209E-01,0.000E+00,1.397E-01,0.000E+00,1.463E-01,0.000E+00,4.628E-02
XE134,4.837E-22,5.468E+03,5.907E-22,2.972E+03,1.555E+03,5.430E+03,2.926E+03,7.307E+03,4.032E+03,1.102E+04
XE134M,4.837E-22,4.892E-08,5.907E-22,2.885E-08,0.000E+00,3.329E-08,0.000E+00,3.487E-08,0.000E+00,1.102E-08
XE135,4.837E-22,8.644E-01,5.907E-22,6.816E-01,0.000E+00,7.934E-01,0.000E+00,8.372E-01,0.000E+00,2.695E-01
XE135M,4.837E-22,4.505E-03,5.907E-22,3.467E-03,0.000E+00,4.002E-03,0.000E+00,4.191E-03,0.000E+00,1.325E-03
XE136,4.837E-22,4.788E+03,5.907E-22,2.532E+03,1.324E+03,4.644E+03,2.502E+03,6.270E+03,3.461E+03,9.526E+03
XE137,4.837E-22,5.216E-03,5.907E-22,4.382E-03,0.000E+00,5.060E-03,0.000E+00,5.302E-03,0.000E+00,1.679E-03
XE138,4.837E-22,1.845E-02,5.907E-22,1.692E-02,0.000E+00,1.953E-02,0.000E+00,2.045E-02,0.000E+00,6.464E-03
XE139,4.837E-22,7.044E-04,5.907E-22,6.083E-04,0.000E+00,7.017E-04,0.000E+00,7.347E-04,0.000E+00,2.323E-04
XE140,4.837E-22,1.545E-04,5.907E-22,1.350E-04,0.000E+00,1.557E-04,0.000E+00,1.631E-04,0.000E+00,5.156E-05
XE141,4.837E-22,7.538E-06,5.907E-22,5.453E-06,0.000E+00,6.291E-06,0.000E+00,6.590E-06,0.000E+00,2.083E-06
XE142,4.837E-22,2.355E-06,5.907E-22,1.776E-06,0.000E+00,2.049E-06,0.000E+00,2.147E-06,0.000E+00,6.785E-07
XE143,4.837E-22,9.686E-08,5.907E-22,5.867E-08,0.000E+00,6.769E-08,0.000E+00,7.093E-08,0.000E+00,2.241E-08
XE144,4.837E-22,6.758E-08,5.907E-22,3.299E-08,0.000E+00,3.808E-08,0.000E+00,3.988E-08,0.000E+00,1.260E-08
XE145,4.837E-22,7.219E-09,5.907E-22,1.683E-09,0.000E+00,1.943E-09,0.000E+00,2.035E-09,0.000E+00,6.430E-10
XE146,4.837E-22,4.749E-10,5.907E-22,7.361E-11,0.000E+00,8.498E-11,0.000E+00,8.894E-11,0.000E+00,2.811E-11
XE147,4.837E-22,1.215E-11,5.907E-22,1.557E-13,0.000E+00,1.798E-13,0.000E+00,1.882E-13,0.000E+00,5.949E-14
CS132,4.837E-22,3.162E-03,5.907E-22,1.852E-03,0.000E+00,3.365E-03,0.000E+00,4.501E-03,0.000E+00,2.105E-03
CS133,4.837E-22,4.327E+03,5.907E-22,2.326E+03,1.222E+03,4.047E+03,2.188E+03,5.217E+03,2.887E+03,7.284E+03
CS134,4.837E-22,2.310E+02,5.907E-22,1.192E+02,5.928E+00,2.484E+02,1.272E+01,3.544E+02,1.859E+01,2.400E+02
CS134M,4.837E-22,6.409E-03,5.907E-22,3.753E-03,0.000E+00,6.818E-03,0.000E+00,9.122E-03,0.000E+00,4.265E-03
CS135,4.837E-22,4.786E+03,5.907E-22,2.493E+03,1.305E+03,4.578E+03,2.467E+03,6.188E+03,3.416E+03,9.400E+03
CS135M,4.837E-22,1.137E-04,5.907E-22,6.645E-05,0.000E+00,1.319E-04,0.000E+00,1.890E-04,0.000E+00,4.422E-05
CS136,4.837E-22,1.125E+00,5.907E-22,5.766E-01,0.000E+00,1.035E+00,0.000E+00,1.413E+00,0.000E+00,6.987E-01
CS137,4.837E-22,4.138E+03,5.907E-22,2.228E+03,9.910E+02,3.764E+03,1.726E+03,4.775E+03,2.242E+03,5.805E+03
CS138,4.837E-22,4.853E-02,5.907E-22,4.157E-02,0.000E+00,4.806E-02,0.000E+00,5.039E-02,0.000E+00,1.595E-02
CS138M,4.837E-22,1.780E-04,5.907E-22,1.385E-04,0.000E+00,1.599E-04,0.000E+00,1.674E-04,0.000E+00,5.291E-05
CS139,4.837E-22,1.351E-02,5.907E-22,1.177E-02,0.000E+00,1.359E-02,0.000E+00,1.423E-02,0.000E+00,4.498E-03
CS140,4.837E-22,1.340E-03,5.907E-22,1.175E-03,0.000E+00,1.356E-03,0.000E+00,1.419E-03,0.000E+00,4.487E-04
CS141,4.837E-22,4.282E-04,5.907E-22,3.719E-04,0.000E+00,4.292E-04,0.000E+00,4.495E-04,0.000E+00,1.420E-04
CS142,4.837E-22,1.860E-05,5.907E-22,1.680E-05,0.000E+00,1.940E-05,0.000E+00,2.031E-05,0.000E+00,6.418E-06
CS143,4.837E-22,8.692E-06,5.907E-22,7.728E-06,0.000E+00,8.913E-06,0.000E+00,9.336E-06,0.000E+00,2.951E-06
CS144,4.837E-22,2.049E-06,5.907E-22,1.718E-06,0.000E+00,1.982E-06,0.000E+00,2.076E-06,0.000E+00,6.560E-07
CS145,4.837E-22,2.648E-07,5.907E-22,1.821E-07,0.000E+00,2.101E-07,0.000E+00,2.200E-07,0.000E+00,6.955E-08
CS146,4.837E-22,1.468E-08,5.907E-22,7.911E-09,0.000E+00,9.130E-09,0.000E+00,9.564E-09,0.000E+00,3.023E-09
CS147,4.837E-22,7.534E-09,5.907E-22,1.026E-09,0.000E+00,1.184E-09,0.000E+00,1.240E-09,0.000E+00,3.920E-10
CS148,4.837E-22,1.914E-10,5.907E-22,1.489E-11,0.000E+00,1.718E-11,0.000E+00,1.799E-11,0.000E+00,5.686E-12
CS149,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
CS150,4.837E-22,1.160E-13,5.907E-22,2.838E-15,0.000E+00,3.275E-15,0.000E+00,3.430E-15,0.000E+00,1.085E-15
BA132,4.837E-22,9.773E-03,5.907E-22,4.791E-03,2.525E-03,1.373E-02,7.431E-03,2.433E-02,1.347E-02,5.253E-02
BA133,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
BA134,4.837E-22,2.316E+02,5.907E-22,1.077E+02,1.128E+02,3.912E+02,3.319E+02,7.622E+02,5.976E+02,2.136E+03
BA135,4.837E-22,2.852E+00,5.907E-22,1.399E+00,7.343E-01,9.701E+00,5.230E+00,2.673E+01,1.476E+01,9.570E+01
BA135M,4.837E-22,1.728E-04,5.907E-22,8.781E-05,0.000E+00,3.316E-04,0.000E+00,6.697E-04,0.000E+00,6.283E-04
BA136,4.837E-22,9.361E+01,5.907E-22,4.000E+01,2.121E+01,1.080E+02,5.873E+01,1.904E+02,1.059E+02,4.223E+02
BA136M,4.837E-22,5.047E-08,5.907E-22,2.585E-08,0.000E+00,4.641E-08,0.000E+00,6.337E-08,0.000E+00,3.133E-08
BA137,4.837E-22,3.745E+02,5.907E-22,1.804E+02,2.682E+02,6.446E+02,6.504E+02,1.168E+03,1.039E+03,3.186E+03
BA137M,4.837E-22,6.336E-04,5.907E-22,3.411E-04,1.516E-04,5.762E-04,2.640E-04,7.307E-04,3.430E-04,8.881E-04
BA138,4.837E-22,4.826E+03,5.907E-22,2.631E+03,1.376E+03,4.836E+03,2.606E+03,6.545E+03,3.612E+03,9.985E+03
BA139,4.837E-22,1.213E-01,5.907E-22,1.050E-01,0.000E+00,1.214E-01,0.000E+00,1.274E-01,0.000E+00,4.041E-02
BA140,4.837E-22,2.536E+01,5.907E-22,2.196E+01,0.000E+00,2.552E+01,0.000E+00,2.679E+01,0.000E+00,8.488E+00
BA141,4.837E-22,2.535E-02,5.907E-22,2.211E-02,0.000E+00,2.552E-02,0.000E+00,2.672E-02,0.000E+00,8.443E-03
BA142,4.837E-22,1.348E-02,5.907E-22,1.196E-02,0.000E+00,1.380E-02,0.000E+00,1.445E-02,0.000E+00,4.567E-03
BA143,4.837E-22,2.619E-04,5.907E-22,2.436E-04,0.000E+00,2.811E-04,0.000E+00,2.944E-04,0.000E+00,9.303E-05
BA144,4.837E-22,1.632E-04,5.907E-22,1.564E-04,0.000E+00,1.806E-04,0.000E+00,1.891E-04,0.000E+00,5.978E-05
BA145,4.837E-22,4.896E-05,5.907E-22,4.373E-05,0.000E+00,5.046E-05,0.000E+00,5.285E-05,0.000E+00,1.670E-05
BA146,4.837E-22,7.165E-06,5.907E-22,5.764E-06,0.000E+00,6.651E-06,0.000E+00,6.965E-06,0.000E+00,2.202E-06
BA147,4.837E-22,1.801E-06,5.907E-22,1.112E-06,0.000E+00,1.282E-06,0.000E+00,1.343E-06,0.000E+00,4.246E-07
BA148,4.837E-22,9.444E-07,5.907E-22,3.448E-07,0.000E+00,3.979E-07,0.000E+00,4.167E-07,0.000E+00,1.317E-07
BA149,4.837E-22,1.846E-08,5.907E-22,3.460E-09,0.000E+00,3.993E-09,0.000E+00,4.182E-09,0.000E+00,1.322E-09
BA150,4.837E-22,2.876E-09,5.907E-22,3.680E-10,0.000E+00,4.247E-10,0.000E+00,4.448E-10,0.000E+00,1.406E-10
BA151,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
BA152,4.837E-22,3.476E-12,5.907E-22,7.260E-14,0.000E+00,8.380E-14,0.000E+00,8.767E-14,0.000E+00,2.773E-14
LA138,4.837E-22,1.667E-02,5.907E-22,1.117E-02,5.841E-03,2.043E-02,1.101E-02,2.747E-02,1.517E-02,4.142E-02
LA139,4.837E-22,4.653E+03,5.907E-22,2.547E+03,1.332E+03,4.657E+03,2.509E+03,6.270E+03,3.461E+03,9.474E+03
LA140,4.837E-22,3.398E+00,5.907E-22,2.924E+00,0.000E+00,3.425E+00,0.000E+00,3.621E+00,0.000E+00,1.167E+00
LA141,4.837E-22,3.286E-01,5.907E-22,2.864E-01,0.000E+00,3.306E-01,0.000E+00,3.463E-01,0.000E+00,1.094E-01
LA142,4.837E-22,1.195E-01,5.907E-22,1.055E-01,0.000E+00,1.218E-01,0.000E+00,1.276E-01,0.000E+00,4.033E-02
LA143,4.837E-22,1.768E-02,5.907E-22,1.637E-02,0.000E+00,1.889E-02,0.000E+00,1.978E-02,0.000E+00,6.254E-03
LA144,4.837E-22,7.548E-04,5.907E-22,7.177E-04,0.000E+00,8.281E-04,0.000E+00,8.666E-04,0.000E+00,2.742E-04
LA145,4.837E-22,4.009E-04,5.907E-22,3.601E-04,0.000E+00,4.155E-04,0.000E+00,4.352E-04,0.000E+00,1.376E-04
LA146,4.837E-22,7.781E-05,5.907E-22,6.716E-05,0.000E+00,7.754E-05,0.000E+00,8.117E-05,0.000E+00,2.566E-05
LA147,4.837E-22,4.663E-05,5.907E-22,3.798E-05,0.000E+00,4.383E-05,0.000E+00,4.590E-05,0.000E+00,1.451E-05
LA148,4.837E-22,2.411E-06,5.907E-22,1.701E-06,0.000E+00,1.963E-06,0.000E+00,2.055E-06,0.000E+00,6.497E-07
LA149,4.837E-22,1.438E-06,5.907E-22,7.680E-07,0.000E+00,8.864E-07,0.000E+00,9.283E-07,0.000E+00,2.934E-07
LA150,4.837E-22,6.874E-08,5.907E-22,2.831E-08,0.000E+00,3.267E-08,0.000E+00,3.421E-08,0.000E+00,1.081E-08
LA151,4.837E-22,1.463E-08,5.907E-22,4.345E-09,0.000E+00,5.015E-09,0.000E+00,5.251E-09,0.000E+00,1.660E-09
LA152,4.837E-22,5.847E-10,5.907E-22,7.189E-11,0.000E+00,8.300E-11,0.000E+00,8.693E-11,0.000E+00,2.747E-11
LA153,4.837E-22,9.133E-11,5.907E-22,3.125E-12,0.000E+00,3.606E-12,0.000E+00,3.777E-12,0.000E+00,1.194E-12
LA154,4.837E-22,1.754E-12,5.907E-22,2.234E-14,0.000E+00,2.578E-14,0.000E+00,2.700E-14,0.000E+00,8.540E-15
LA155,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
CE139,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
CE140,4.837E-22,4.534E+03,5.907E-22,2.495E+03,1.318E+03,4.604E+03,2.497E+03,6.239E+03,3.461E+03,9.563E+03
CE141,4.837E-22,6.603E+01,5.907E-22,5.577E+01,0.000E+00,6.552E+01,0.000E+00,6.918E+01,0.000E+00,2.218E+01
CE142,4.837E-22,4.130E+03,5.907E-22,2.289E+03,1.197E+03,4.182E+03,2.253E+03,5.627E+03,3.106E+03,8.488E+03
CE143,4.837E-22,2.549E+00,5.907E-22,2.346E+00,0.000E+00,2.727E+00,0.000E+00,2.873E+00,0.000E+00,9.214E-01
CE144,4.837E-22,4.998E+02,5.907E-22,4.068E+02,4.170E-01,4.941E+02,5.221E-01,5.302E+02,5.738E-01,1.708E+02
CE145,4.837E-22,2.668E-03,5.907E-22,2.378E-03,0.000E+00,2.745E-03,0.000E+00,2.876E-03,0.000E+00,9.059E-04
CE146,4.837E-22,1.014E-02,5.907E-22,8.668E-03,0.000E+00,1.001E-02,0.000E+00,1.048E-02,0.000E+00,3.314E-03
CE147,4.837E-22,6.603E-04,5.907E-22,5.689E-04,0.000E+00,6.564E-04,0.000E+00,6.872E-04,0.000E+00,2.173E-04
CE148,4.837E-22,2.902E-04,5.907E-22,2.328E-04,0.000E+00,2.686E-04,0.000E+00,2.814E-04,0.000E+00,8.888E-05
CE149,4.837E-22,3.880E-06,5.907E-22,2.792E-06,0.000E+00,3.222E-06,0.000E+00,3.374E-06,0.000E+00,1.067E-06
CE150,4.837E-22,1.829E-06,5.907E-22,1.161E-06,0.000E+00,1.339E-06,0.000E+00,1.403E-06,0.000E+00,4.434E-07
CE151,4.837E-22,6.142E-07,5.907E-22,3.393E-07,0.000E+00,3.916E-07,0.000E+00,4.101E-07,0.000E+00,1.297E-07
CE152,4.837E-22,2.148E-06,5.907E-22,8.231E-07,0.000E+00,9.496E-07,0.000E+00,9.952E-07,0.000E+00,3.145E-07
CE153,4.837E-22,5.376E-08,5.907E-22,1.067E-08,0.000E+00,1.232E-08,0.000E+00,1.291E-08,0.000E+00,4.079E-09
CE154,4.837E-22,1.430E-08,5.907E-22,1.237E-09,0.000E+00,1.428E-09,0.000E+00,1.496E-09,0.000E+00,4.728E-10
CE155,4.837E-22,3.557E-10,5.907E-22,9.810E-12,0.000E+00,1.132E-11,0.000E+00,1.185E-11,0.000E+00,3.752E-12
CE156,4.837E-22,5.604E-11,5.907E-22,4.200E-13,0.000E+00,4.847E-13,0.000E+00,5.078E-13,0.000E+00,1.610E-13
CE157,4.837E-22,1.338E-12,5.907E-22,4.063E-15,0.000E+00,4.689E-15,0.000E+00,4.913E-15,0.000E+00,1.557E-15
PR139,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
PR140,4.837E-22,8.809E-07,5.907E-22,5.263E-07,0.000E+00,1.002E-06,0.000E+00,1.390E-06,0.000E+00,6.968E-07
PR141,4.837E-22,4.271E+03,5.907E-22,2.342E+03,1.254E+03,4.271E+03,2.337E+03,5.710E+03,3.189E+03,8.540E+03
PR142,4.837E-22,1.065E-01,5.907E-22,6.361E-02,0.000E+00,1.211E-01,0.000E+00,1.680E-01,0.000E+00,8.421E-02
PR142M,4.837E-22,5.624E-05,5.907E-22,3.358E-05,0.000E+00,6.397E-05,0.000E+00,8.874E-05,0.000E+00,4.446E-05
PR143,4.837E-22,2.465E+01,5.907E-22,2.234E+01,0.000E+00,2.615E+01,0.000E+00,2.763E+01,0.000E+00,8.888E+00
PR144,4.837E-22,2.112E-02,5.907E-22,1.719E-02,1.761E-05,2.089E-02,2.205E-05,2.242E-02,2.423E-05,7.214E-03
PR144M,4.837E-22,1.055E-04,5.907E-22,8.597E-05,8.803E-08,1.043E-04,1.102E-07,1.120E-04,1.211E-07,3.608E-05
PR145,4.837E-22,3.192E-01,5.907E-22,2.844E-01,0.000E+00,3.284E-01,0.000E+00,3.440E-01,0.000E+00,1.085E-01
PR146,4.837E-22,1.734E-02,5.907E-22,1.483E-02,0.000E+00,1.711E-02,0.000E+00,1.792E-02,0.000E+00,5.663E-03
PR147,4.837E-22,6.952E-03,5.907E-22,5.970E-03,0.000E+00,6.893E-03,0.000E+00,7.220E-03,0.000E+00,2.282E-03
PR148,4.837E-22,1.028E-03,5.907E-22,8.248E-04,0.000E+00,9.521E-04,0.000E+00,9.966E-04,0.000E+00,3.150E-04
PR149,4.837E-22,7.204E-04,5.907E-22,5.274E-04,0.000E+00,6.086E-04,0.000E+00,6.374E-04,0.000E+00,2.015E-04
PR150,4.837E-22,4.273E-05,5.907E-22,2.793E-05,0.000E+00,3.223E-05,0.000E+00,3.376E-05,0.000E+00,1.067E-05
PR151,4.837E-22,7.960E-06,5.907E-22,4.738E-06,0.000E+00,5.468E-06,0.000E+00,5.727E-06,0.000E+00,1.811E-06
PR152,4.837E-22,7.858E-06,5.907E-22,4.119E-06,0.000E+00,4.754E-06,0.000E+00,4.978E-06,0.000E+00,1.574E-06
PR153,4.837E-22,2.623E-06,5.907E-22,1.158E-06,0.000E+00,1.336E-06,0.000E+00,1.399E-06,0.000E+00,4.424E-07
PR154,4.837E-22,1.174E-07,5.907E-22,3.087E-08,0.000E+00,3.563E-08,0.000E+00,3.731E-08,0.000E+00,1.179E-08
PR155,4.837E-22,4.254E-08,5.907E-22,6.077E-09,0.000E+00,7.010E-09,0.000E+00,7.340E-09,0.000E+00,2.322E-09
PR156,4.837E-22,2.326E-09,5.907E-22,1.242E-10,0.000E+00,1.433E-10,0.000E+00,1.502E-10,0.000E+00,4.753E-11
