isotope,Batch1-charged (g),Batch1-discharged (g),Batch2-charged (g),Batch3-discharged (g),Batch4-charged (g),Batch4-discharged (g),Batch5-charged (g),Batch5-discharged (g),Batch6-charged (g),Batch8-discharged (g)
RH110,4.837E-22,3.186E-05,5.907E-22,9.911E-06,0.000E+00,1.144E-05,0.000E+00,1.198E-05,0.000E+00,3.786E-06
RH110M,4.837E-22,1.845E-07,5.907E-22,2.996E-08,0.000E+00,3.457E-08,0.000E+00,3.621E-08,0.000E+00,1.145E-08
RH111,4.837E-22,4.911E-05,5.907E-22,1.791E-05,0.000E+00,2.068E-05,0.000E+00,2.165E-05,0.000E+00,6.845E-06
RH112,4.837E-22,2.587E-06,5.907E-22,1.109E-06,0.000E+00,1.281E-06,0.000E+00,1.341E-06,0.000E+00,4.240E-07
RH113,4.837E-22,3.924E-07,5.907E-22,1.977E-07,0.000E+00,2.282E-07,0.000E+00,2.389E-07,0.000E+00,7.554E-08
RH114,4.837E-22,5.139E-07,5.907E-22,2.759E-07,0.000E+00,3.185E-07,0.000E+00,3.334E-07,0.000E+00,1.053E-07
RH115,4.837E-22,1.388E-06,5.907E-22,5.731E-07,0.000E+00,6.614E-07,0.000E+00,6.925E-07,0.000E+00,2.189E-07
RH116,4.837E-22,9.264E-08,5.907E-22,3.703E-08,0.000E+00,4.274E-08,0.000E+00,4.476E-08,0.000E+00,1.414E-08
RH117,4.837E-22,1.115E-07,5.907E-22,1.066E-07,0.000E+00,1.229E-07,0.000E+00,1.288E-07,0.000E+00,4.070E-08
RH118,4.837E-22,2.409E-08,5.907E-22,1.312E-09,0.000E+00,1.514E-09,0.000E+00,1.585E-09,0.000E+00,5.012E-10
RH119,4.837E-22,2.761E-09,5.907E-22,3.773E-10,0.000E+00,4.354E-10,0.000E+00,4.560E-10,0.000E+00,1.442E-10
RH120,4.837E-22,1.657E-10,5.907E-22,1.533E-11,0.000E+00,1.769E-11,0.000E+00,1.852E-11,0.000E+00,5.855E-12
RH121,4.837E-22,3.499E-11,5.907E-22,1.464E-12,0.000E+00,1.690E-12,0.000E+00,1.769E-12,0.000E+00,5.594E-13
RH122,4.837E-22,2.023E-12,5.907E-22,4.565E-14,0.000E+00,5.268E-14,0.000E+00,5.516E-14,0.000E+00,1.744E-14
RH123,4.837E-22,2.237E-13,5.907E-22,5.076E-15,0.000E+00,5.858E-15,0.000E+00,6.134E-15,0.000E+00,1.938E-15
PD102,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
PD104,4.837E-22,3.216E+02,5.907E-22,1.308E+02,6.836E+01,3.713E+02,2.001E+02,6.477E+02,3.575E+02,1.370E+03
PD105,4.837E-22,1.119E+03,5.907E-22,3.340E+02,1.749E+02,5.911E+02,3.188E+02,7.809E+02,4.312E+02,1.156E+03
PD106,4.837E-22,8.261E+02,5.907E-22,1.940E+02,1.245E+02,4.288E+02,2.602E+02,6.484E+02,3.901E+02,1.205E+03
PD107,4.837E-22,5.410E+02,5.907E-22,1.222E+02,6.390E+01,2.195E+02,1.183E+02,2.925E+02,1.614E+02,4.388E+02
PD107M,4.837E-22,1.733E-08,5.907E-22,4.361E-09,0.000E+00,1.007E-08,0.000E+00,1.580E-08,0.000E+00,9.837E-09
PD108,4.837E-22,4.307E+02,5.907E-22,9.006E+01,4.709E+01,1.759E+02,9.476E+01,2.501E+02,1.381E+02,4.156E+02
PD109,4.837E-22,1.196E-01,5.907E-22,2.456E-02,0.000E+00,3.024E-02,0.000E+00,3.356E-02,0.000E+00,1.217E-02
PD109M,4.837E-22,3.218E-04,5.907E-22,6.550E-05,0.000E+00,7.593E-05,0.000E+00,7.997E-05,0.000E+00,2.562E-05
PD110,4.837E-22,1.622E+02,5.907E-22,4.161E+01,2.176E+01,7.519E+01,4.050E+01,1.001E+02,5.523E+01,1.480E+02
PD111,4.837E-22,1.112E-03,5.907E-22,3.972E-04,0.000E+00,4.732E-04,0.000E+00,5.083E-04,0.000E+00,1.701E-04
PD111M,4.837E-22,1.945E-04,5.907E-22,4.782E-05,0.000E+00,5.925E-05,0.000E+00,6.556E-05,0.000E+00,2.333E-05
PD112,4.837E-22,4.163E-02,5.907E-22,1.777E-02,0.000E+00,2.050E-02,0.000E+00,2.147E-02,0.000E+00,6.789E-03
PD113,4.837E-22,4.537E-05,5.907E-22,2.306E-05,0.000E+00,2.662E-05,0.000E+00,2.786E-05,0.000E+00,8.814E-06
PD114,4.837E-22,6.084E-05,5.907E-22,3.583E-05,0.000E+00,4.136E-05,0.000E+00,4.331E-05,0.000E+00,1.369E-05
PD115,4.837E-22,1.631E-05,5.907E-22,8.994E-06,0.000E+00,1.038E-05,0.000E+00,1.088E-05,0.000E+00,3.437E-06
PD116,4.837E-22,4.887E-06,5.907E-22,3.132E-06,0.000E+00,3.615E-06,0.000E+00,3.785E-06,0.000E+00,1.197E-06
PD117,4.837E-22,1.706E-06,5.907E-22,1.205E-06,0.000E+00,1.392E-06,0.000E+00,1.457E-06,0.000E+00,4.606E-07
PD118,4.837E-22,7.815E-07,5.907E-22,3.814E-07,0.000E+00,4.402E-07,0.000E+00,4.610E-07,0.000E+00,1.457E-07
PD119,4.837E-22,2.749E-07,5.907E-22,1.025E-07,0.000E+00,1.184E-07,0.000E+00,1.240E-07,0.000E+00,3.920E-08
PD120,4.837E-22,2.723E-07,5.907E-22,8.313E-08,0.000E+00,9.589E-08,0.000E+00,1.005E-07,0.000E+00,3.176E-08
PD121,4.837E-22,1.457E-08,5.907E-22,2.550E-09,0.000E+00,2.943E-09,0.000E+00,3.082E-09,0.000E+00,9.741E-10
PD122,4.837E-22,8.862E-09,5.907E-22,9.165E-10,0.000E+00,1.058E-09,0.000E+00,1.108E-09,0.000E+00,3.503E-10
PD123,4.837E-22,4.955E-10,5.907E-22,4.307E-11,0.000E+00,4.970E-11,0.000E+00,5.205E-11,0.000E+00,1.645E-11
PD124,4.837E-22,1.642E-10,5.907E-22,1.338E-11,0.000E+00,1.545E-11,0.000E+00,1.618E-11,0.000E+00,5.114E-12
PD125,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
PD126,4.837E-22,1.211E-12,5.907E-22,9.242E-14,0.000E+00,1.067E-13,0.000E+00,1.117E-13,0.000E+00,3.531E-14
AG106,4.837E-22,1.058E-10,5.907E-22,2.692E-11,0.000E+00,9.955E-11,0.000E+00,1.845E-10,0.000E+00,1.813E-10
AG107,4.837E-22,1.774E-04,5.907E-22,4.144E-05,6.941E-05,1.467E-04,1.674E-04,2.619E-04,2.652E-04,7.695E-04
AG108,4.837E-22,3.285E-08,5.907E-22,6.994E-09,1.211E-16,1.307E-08,8.627E-16,1.796E-08,2.222E-15,8.910E-09
AG108M,4.837E-22,3.230E-06,5.907E-22,7.615E-08,3.835E-08,5.271E-07,2.734E-07,1.325E-06,7.034E-07,4.239E-06
AG109,4.837E-22,2.711E+02,5.907E-22,5.302E+01,2.773E+01,9.465E+01,5.102E+01,1.253E+02,6.915E+01,1.847E+02
AG109M,4.837E-22,9.768E-05,5.907E-22,2.006E-05,4.966E-13,2.470E-05,1.786E-12,2.741E-05,3.632E-12,9.948E-06
AG110,4.837E-22,8.077E-06,5.907E-22,1.721E-06,1.883E-12,3.208E-06,3.838E-12,4.406E-06,5.555E-12,2.178E-06
AG110M,4.837E-22,1.357E+00,5.907E-22,2.857E-01,1.242E-04,5.651E-01,2.532E-04,7.983E-01,3.666E-04,4.290E-01
AG111,4.837E-22,5.444E-01,5.907E-22,1.941E-01,0.000E+00,2.313E-01,0.000E+00,2.485E-01,0.000E+00,8.325E-02
AG111M,4.837E-22,5.454E-05,5.907E-22,1.946E-05,0.000E+00,2.318E-05,0.000E+00,2.491E-05,0.000E+00,8.339E-06
AG112,4.837E-22,6.559E-03,5.907E-22,2.867E-03,0.000E+00,3.309E-03,0.000E+00,3.465E-03,0.000E+00,1.095E-03
AG113,4.837E-22,8.668E-03,5.907E-22,4.403E-03,0.000E+00,5.082E-03,0.000E+00,5.321E-03,0.000E+00,1.682E-03
AG113M,4.837E-22,3.358E-06,5.907E-22,1.702E-06,0.000E+00,1.964E-06,0.000E+00,2.056E-06,0.000E+00,6.501E-07
AG114,4.837E-22,1.929E-06,5.907E-22,1.134E-06,0.000E+00,1.309E-06,0.000E+00,1.371E-06,0.000E+00,4.333E-07
AG115,4.837E-22,3.852E-04,5.907E-22,2.128E-04,0.000E+00,2.456E-04,0.000E+00,2.572E-04,0.000E+00,8.132E-05
AG115M,4.837E-22,2.100E-06,5.907E-22,1.163E-06,0.000E+00,1.343E-06,0.000E+00,1.406E-06,0.000E+00,4.445E-07
AG116,4.837E-22,3.121E-05,5.907E-22,2.042E-05,0.000E+00,2.357E-05,0.000E+00,2.468E-05,0.000E+00,7.806E-06
AG116M,4.837E-22,2.019E-06,5.907E-22,1.321E-06,0.000E+00,1.524E-06,0.000E+00,1.597E-06,0.000E+00,5.046E-07
AG117,4.837E-22,1.421E-05,5.907E-22,9.148E-06,0.000E+00,1.055E-05,0.000E+00,1.104E-05,0.000E+00,3.493E-06
AG117M,4.837E-22,1.029E-06,5.907E-22,6.621E-07,0.000E+00,7.637E-07,0.000E+00,8.003E-07,0.000E+00,2.529E-07
AG118,4.837E-22,9.647E-07,5.907E-22,6.355E-07,0.000E+00,7.327E-07,0.000E+00,7.675E-07,0.000E+00,2.427E-07
AG118M,4.837E-22,5.163E-07,5.907E-22,3.387E-07,0.000E+00,3.909E-07,0.000E+00,4.094E-07,0.000E+00,1.294E-07
AG119,4.837E-22,2.060E-06,5.907E-22,1.204E-06,0.000E+00,1.390E-06,0.000E+00,1.455E-06,0.000E+00,4.600E-07
AG120,4.837E-22,2.888E-07,5.907E-22,1.629E-07,0.000E+00,1.879E-07,0.000E+00,1.968E-07,0.000E+00,6.222E-08
AG121,4.837E-22,4.882E-07,5.907E-22,2.182E-07,0.000E+00,2.517E-07,0.000E+00,2.637E-07,0.000E+00,8.332E-08
AG122,4.837E-22,9.550E-09,5.907E-22,3.249E-09,0.000E+00,3.749E-09,0.000E+00,3.927E-09,0.000E+00,1.242E-09
AG123,4.837E-22,4.219E-08,5.907E-22,1.169E-08,0.000E+00,1.349E-08,0.000E+00,1.413E-08,0.000E+00,4.466E-09
AG124,4.837E-22,5.706E-09,5.907E-22,1.335E-09,0.000E+00,1.541E-09,0.000E+00,1.613E-09,0.000E+00,5.101E-10
AG125,4.837E-22,2.451E-09,5.907E-22,5.171E-10,0.000E+00,5.968E-10,0.000E+00,6.249E-10,0.000E+00,1.976E-10
AG126,4.837E-22,2.932E-10,5.907E-22,6.154E-11,0.000E+00,7.103E-11,0.000E+00,7.441E-11,0.000E+00,2.351E-11
AG127,4.837E-22,0.000E+00,5.907E-22,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
AG128,4.837E-22,7.364E-12,5.907E-22,8.106E-13,0.000E+00,9.354E-13,0.000E+00,9.798E-13,0.000E+00,3.095E-13
CD108,4.837E-22,1.588E-02,5.907E-22,3.356E-03,1.754E-03,9.620E-03,5.184E-03,1.709E-02,9.425E-03,3.712E-02
CD109,4.837E-22,1.920E-04,5.907E-22,4.382E-05,5.028E-07,1.529E-04,1.808E-06,3.036E-04,3.676E-06,2.852E-04
CD110,4.837E-22,2.675E+01,5.907E-22,5.651E+00,3.104E+00,1.634E+01,9.102E+00,2.902E+01,1.646E+01,6.369E+01
CD111,4.837E-22,1.187E+02,5.907E-22,3.357E+01,1.765E+01,6.050E+01,3.273E+01,8.084E+01,4.474E+01,1.215E+02
CD111M,4.837E-22,1.130E-07,5.907E-22,2.598E-08,0.000E+00,7.841E-08,0.000E+00,1.447E-07,0.000E+00,1.063E-07
CD112,4.837E-22,1.032E+02,5.907E-22,3.193E+01,1.671E+01,5.958E+01,3.212E+01,8.164E+01,4.508E+01,1.273E+02
CD113,4.837E-22,8.794E+01,5.907E-22,2.997E+01,1.568E+01,5.437E+01,2.930E+01,7.273E+01,4.016E+01,1.089E+02
CD113M,4.837E-22,1.626E+00,5.907E-22,5.466E-01,2.050E-01,9.936E-01,3.839E-01,1.360E+00,5.380E-01,1.735E+00
CD114,4.837E-22,8.164E+01,5.907E-22,3.085E+01,1.613E+01,5.698E+01,3.071E+01,7.742E+01,4.272E+01,1.188E+02
CD115,4.837E-22,8.906E-02,5.907E-22,4.765E-02,0.000E+00,5.853E-02,0.000E+00,6.449E-02,0.000E+00,2.285E-02
CD115M,4.837E-22,1.571E-01,5.907E-22,8.367E-02,2.411E-19,9.887E-02,2.936E-19,1.049E-01,3.184E-19,3.405E-02
CD116,4.837E-22,7.442E+01,5.907E-22,3.026E+01,1.582E+01,5.479E+01,2.952E+01,7.314E+01,4.035E+01,1.085E+02
CD117,4.837E-22,2.579E-03,5.907E-22,1.606E-03,0.000E+00,1.918E-03,0.000E+00,2.063E-03,0.000E+00,6.933E-04
CD117M,4.837E-22,1.691E-03,5.907E-22,1.071E-03,0.000E+00,1.236E-03,0.000E+00,1.294E-03,0.000E+00,4.092E-04
CD118,4.837E-22,1.195E-03,5.907E-22,7.947E-04,0.000E+00,9.174E-04,0.000E+00,9.611E-04,0.000E+00,3.037E-04
CD119,4.837E-22,1.112E-04,5.907E-22,7.325E-05,0.000E+00,8.455E-05,0.000E+00,8.854E-05,0.000E+00,2.798E-05
CD119M,4.837E-22,3.784E-05,5.907E-22,2.493E-05,0.000E+00,2.877E-05,0.000E+00,3.013E-05,0.000E+00,9.526E-06
CD120,4.837E-22,2.014E-05,5.907E-22,1.343E-05,0.000E+00,1.551E-05,0.000E+00,1.623E-05,0.000E+00,5.133E-06
CD121,4.837E-22,4.959E-06,5.907E-22,3.166E-06,0.000E+00,3.653E-06,0.000E+00,3.826E-06,0.000E+00,1.210E-06
CD122,4.837E-22,2.076E-06,5.907E-22,1.293E-06,0.000E+00,1.493E-06,0.000E+00,1.564E-06,0.000E+00,4.944E-07
CD123,4.837E-22,2.935E-06,5.907E-22,1.656E-06,0.000E+00,1.911E-06,0.000E+00,2.001E-06,0.000E+00,6.326E-07
CD124,4.837E-22,5.134E-06,5.907E-22,2.572E-06,0.000E+00,2.969E-06,0.000E+00,3.109E-06,0.000E+00,9.822E-07
CD125,4.837E-22,3.227E-07,5.907E-22,1.379E-07,0.000E+00,1.591E-07,0.000E+00,1.666E-07,0.000E+00,5.268E-08
CD126,4.837E-22,5.032E-07,5.907E-22,2.117E-07,0.000E+00,2.443E-07,0.000E+00,2.558E-07,0.000E+00,8.087E-08
CD127,4.837E-22,4.110E-08,5.907E-22,1.680E-08,0.000E+00,1.940E-08,0.000E+00,2.031E-08,0.000E+00,6.420E-09
CD128,4.837E-22,3.133E-08,5.907E-22,1.299E-08,0.000E+00,1.499E-08,0.000E+00,1.570E-08,0.000E+00,4.962E-09
CD129,4.837E-22,3.407E-09,5.907E-22,3.743E-10,0.000E+00,4.318E-10,0.000E+00,4.523E-10,0.000E+00,1.430E-10
CD130,4.837E-22,6.031E-09,5.907E-22,1.857E-09,0.000E+00,2.142E-09,0.000E+00,2.244E-09,0.000E+00,7.093E-10
CD131,4.837E-22,2.317E-10,5.907E-22,4.450E-11,0.000E+00,5.135E-11,0.000E+00,5.378E-11,0.000E+00,1.700E-11
CD132,4.837E-22,2.536E-11,5.907E-22,2.535E-12,0.000E+00,2.926E-12,0.000E+00,3.064E-12,0.000E+00,9.689E-13
IN113,4.837E-22,2.502E-01,5.907E-22,7.639E-02,1.207E-01,2.499E-01,2.860E-01,4.374E-01,4.534E-01,1.273E+00
IN113M,4.837E-22,2.485E-13,5.907E-22,4.383E-14,0.000E+00,5.058E-14,0.000E+00,5.298E-14,0.000E+00,1.676E-14
IN114,4.837E-22,4.007E-08,5.907E-22,1.330E-08,0.000E+00,4.586E-08,0.000E+00,8.352E-08,0.000E+00,8.169E-08
IN114M,4.837E-22,7.485E-04,5.907E-22,2.474E-04,3.692E-20,8.703E-04,1.340E-19,1.597E-03,2.516E-19,1.572E-03
IN115,4.837E-22,3.877E+01,5.907E-22,1.491E+01,7.863E+00,2.095E+01,1.137E+01,2.360E+01,1.312E+01,2.644E+01
IN115M,4.837E-22,7.170E-03,5.907E-22,3.831E-03,0.000E+00,4.707E-03,0.000E+00,5.186E-03,0.000E+00,1.837E-03
IN116,4.837E-22,6.433E-07,5.907E-22,2.693E-07,0.000E+00,3.952E-07,0.000E+00,4.621E-07,0.000E+00,1.735E-07
IN116M,4.837E-22,1.282E-03,5.907E-22,5.369E-04,0.000E+00,7.878E-04,0.000E+00,9.216E-04,0.000E+00,3.457E-04
IN117,4.837E-22,6.491E-04,5.907E-22,4.069E-04,0.000E+00,4.787E-04,0.000E+00,5.092E-04,0.000E+00,1.669E-04
IN117M,4.837E-22,2.215E-03,5.907E-22,1.384E-03,0.000E+00,1.641E-03,0.000E+00,1.756E-03,0.000E+00,5.838E-04
IN118,4.837E-22,1.981E-06,5.907E-22,1.317E-06,0.000E+00,1.520E-06,0.000E+00,1.592E-06,0.000E+00,5.033E-07
IN118M,4.837E-22,3.265E-08,5.907E-22,1.427E-08,0.000E+00,1.647E-08,0.000E+00,1.725E-08,0.000E+00,5.451E-09
IN119,4.837E-22,1.705E-05,5.907E-22,1.127E-05,0.000E+00,1.301E-05,0.000E+00,1.362E-05,0.000E+00,4.305E-06
IN119M,4.837E-22,3.196E-04,5.907E-22,2.108E-04,0.000E+00,2.434E-04,0.000E+00,2.548E-04,0.000E+00,8.058E-05
IN120,4.837E-22,8.964E-06,5.907E-22,5.982E-06,0.000E+00,6.899E-06,0.000E+00,7.227E-06,0.000E+00,2.285E-06
IN120M,4.837E-22,6.215E-07,5.907E-22,4.148E-07,0.000E+00,4.788E-07,0.000E+00,5.014E-07,0.000E+00,1.585E-07
IN121,4.837E-22,9.240E-06,5.907E-22,5.941E-06,0.000E+00,6.856E-06,0.000E+00,7.180E-06,0.000E+00,2.271E-06
IN121M,4.837E-22,1.624E-05,5.907E-22,1.072E-05,0.000E+00,1.237E-05,0.000E+00,1.295E-05,0.000E+00,4.094E-06
IN122,4.837E-22,4.090E-06,5.907E-22,2.623E-06,0.000E+00,3.027E-06,0.000E+00,3.170E-06,0.000E+00,1.002E-06
IN122M,4.837E-22,4.752E-08,5.907E-22,4.053E-08,0.000E+00,4.677E-08,0.000E+00,4.898E-08,0.000E+00,1.549E-08
IN123,4.837E-22,1.991E-06,5.907E-22,1.221E-06,0.000E+00,1.408E-06,0.000E+00,1.475E-06,0.000E+00,4.662E-07
IN123M,4.837E-22,6.962E-06,5.907E-22,4.704E-06,0.000E+00,5.429E-06,0.000E+00,5.685E-06,0.000E+00,1.797E-06
IN124,4.837E-22,1.701E-06,5.907E-22,1.062E-06,0.000E+00,1.225E-06,0.000E+00,1.283E-06,0.000E+00,4.056E-07
IN125,4.837E-22,7.238E-07,5.907E-22,3.967E-07,0.000E+00,4.578E-07,0.000E+00,4.794E-07,0.000E+00,1.516E-07
IN125M,4.837E-22,2.785E-06,5.907E-22,1.635E-06,0.000E+00,1.887E-06,0.000E+00,1.976E-06,0.000E+00,6.245E-07
IN126,4.837E-22,9.167E-07,5.907E-22,5.270E-07,0.000E+00,6.082E-07,0.000E+00,6.369E-07,0.000E+00,2.013E-07
IN127,4.837E-22,5.958E-07,5.907E-22,3.414E-07,0.000E+00,3.940E-07,0.000E+00,4.126E-07,0.000E+00,1.304E-07
IN127M,4.837E-22,1.084E-06,5.907E-22,6.213E-07,0.000E+00,7.172E-07,0.000E+00,7.508E-07,0.000E+00,2.374E-07
IN128,4.837E-22,1.830E-06,5.907E-22,1.282E-06,0.000E+00,1.480E-06,0.000E+00,1.550E-06,0.000E+00,4.898E-07
IN129,4.837E-22,2.904E-07,5.907E-22,1.234E-07,0.000E+00,1.424E-07,0.000E+00,1.492E-07,0.000E+00,4.716E-08
IN130,4.837E-22,2.493E-07,5.907E-22,1.661E-07,0.000E+00,1.918E-07,0.000E+00,2.009E-07,0.000E+00,6.349E-08
IN131,4.837E-22,5.653E-08,5.907E-22,3.263E-08,0.000E+00,3.766E-08,0.000E+00,3.944E-08,0.000E+00,1.247E-08
IN132,4.837E-22,5.473E-09,5.907E-22,2.211E-09,0.000E+00,2.552E-09,0.000E+00,2.672E-09,0.000E+00,8.443E-10
IN133,4.837E-22,6.748E-10,5.907E-22,1.548E-10,0.000E+00,1.787E-10,0.000E+00,1.871E-10,0.000E+00,5.915E-11
IN134,4.837E-22,2.888E-11,5.907E-22,3.364E-12,0.000E+00,3.881E-12,0.000E+00,4.064E-12,0.000E+00,1.285E-12
SN114,4.837E-22,2.906E-02,5.907E-22,9.645E-03,5.161E-03,6.471E-02,3.530E-02,1.629E-01,9.070E-02,5.382E-01
SN115,4.837E-22,2.992E+00,5.907E-22,1.059E+00,5.545E-01,2.003E+00,1.080E+00,2.783E+00,1.538E+00,4.461E+00
SN116,4.837E-22,4.710E+01,5.907E-22,1.544E+01,8.073E+00,3.638E+01,1.960E+01,5.578E+01,3.078E+01,9.985E+01
SN117,4.837E-22,7.572E+01,5.907E-22,3.002E+01,1.570E+01,5.494E+01,2.961E+01,7.407E+01,4.090E+01,1.124E+02
SN117M,4.837E-22,2.459E-03,5.907E-22,8.763E-04,0.000E+00,2.166E-03,0.000E+00,3.454E-03,0.000E+00,2.083E-03
SN118,4.837E-22,7.868E+01,5.907E-22,3.231E+01,1.689E+01,5.967E+01,3.216E+01,8.111E+01,4.474E+01,1.245E+02
SN119,4.837E-22,7.834E+01,5.907E-22,3.199E+01,1.678E+01,5.931E+01,3.203E+01,8.084E+01,4.471E+01,1.252E+02
SN119M,4.837E-22,1.674E-01,5.907E-22,9.083E-02,3.433E-05,1.241E-01,4.832E-05,1.462E-01,5.831E-05,5.894E-02
SN120,4.837E-22,7.931E+01,5.907E-22,3.272E+01,1.711E+01,6.009E+01,3.238E+01,8.124E+01,4.485E+01,1.238E+02
SN121,4.837E-22,4.059E-02,5.907E-22,2.608E-02,0.000E+00,3.037E-02,0.000E+00,3.206E-02,0.000E+00,1.032E-02
SN121M,4.837E-22,3.458E-02,5.907E-22,1.543E-02,7.325E-03,2.702E-02,1.321E-02,3.519E-02,1.763E-02,4.689E-02
SN122,4.837E-22,8.634E+01,5.907E-22,3.526E+01,1.844E+01,6.459E+01,3.480E+01,8.707E+01,4.807E+01,1.319E+02
SN123,4.837E-22,1.150E+00,5.907E-22,7.142E-01,4.106E-07,8.659E-01,5.132E-07,9.350E-01,5.675E-07,3.120E-01
SN123M,4.837E-22,9.521E-04,5.907E-22,5.976E-04,0.000E+00,6.899E-04,0.000E+00,7.220E-04,0.000E+00,2.283E-04
SN124,4.837E-22,1.108E+02,5.907E-22,4.536E+01,2.372E+01,8.281E+01,4.463E+01,1.114E+02,6.147E+01,1.679E+02
SN125,4.837E-22,2.124E-01,5.907E-22,1.107E-01,0.000E+00,1.307E-01,0.000E+00,1.393E-01,0.000E+00,4.569E-02
SN125M,4.837E-22,2.964E-04,5.907E-22,1.786E-04,0.000E+00,2.068E-04,0.000E+00,2.170E-04,0.000E+00,6.897E-05
SN126,4.837E-22,1.888E+02,5.907E-22,8.041E+01,4.207E+01,1.475E+02,7.946E+01,1.991E+02,1.099E+02,3.021E+02
SN127,4.837E-22,8.818E-03,5.907E-22,5.538E-03,0.000E+00,6.403E-03,0.000E+00,6.711E-03,0.000E+00,2.130E-03
SN127M,4.837E-22,1.396E-04,5.907E-22,9.657E-05,0.000E+00,1.115E-04,0.000E+00,1.167E-04,0.000E+00,3.691E-05
SN128,4.837E-22,9.308E-03,5.907E-22,7.077E-03,0.000E+00,8.163E-03,0.000E+00,8.553E-03,0.000E+00,2.703E-03
SN129,4.837E-22,7.165E-04,5.907E-22,4.851E-04,0.000E+00,5.599E-04,0.000E+00,5.864E-04,0.000E+00,1.853E-04
SN129M,4.837E-22,2.438E-04,5.907E-22,1.693E-04,0.000E+00,1.954E-04,0.000E+00,2.046E-04,0.000E+00,6.467E-05
SN130,4.837E-22,1.155E-03,5.907E-22,8.887E-04,0.000E+00,1.025E-03,0.000E+00,1.074E-03,0.000E+00,3.394E-04
SN131,4.837E-22,3.045E-04,5.907E-22,2.453E-04,0.000E+00,2.830E-04,0.000E+00,2.964E-04,0.000E+00,9.370E-05
SN132,4.837E-22,1.046E-04,5.907E-22,8.136E-05,0.000E+00,9.385E-05,0.000E+00,9.825E-05,0.000E+00,3.106E-05
SN133,4.837E-22,1.250E-06,5.907E-22,8.201E-07,0.000E+00,9.471E-07,0.000E+00,9.912E-07,0.000E+00,3.134E-07
SN134,4.837E-22,1.271E-07,5.907E-22,5.761E-08,0.000E+00,6.651E-08,0.000E+00,6.965E-08,0.000E+00,2.201E-08
SN135,4.837E-22,4.735E-09,5.907E-22,1.157E-09,0.000E+00,1.335E-09,0.000E+00,1.398E-09,0.000E+00,4.420E-10
SN136,4.837E-22,6.293E-10,5.907E-22,7.467E-11,0.000E+00,8.610E-11,0.000E+00,9.021E-11,0.000E+00,2.852E-11
SB121,4.837E-22,7.335E+01,5.907E-22,2.988E+01,1.564E+01,5.226E+01,2.818E+01,6.764E+01,3.735E+01,9.488E+01
SB122,4.837E-22,2.005E-02,5.907E-22,8.899E-03,0.000E+00,1.625E-02,0.000E+00,2.183E-02,0.000E+00,1.026E-02
SB122M,4.837E-22,1.296E-07,5.907E-22,5.754E-08,0.000E+00,1.049E-07,0.000E+00,1.408E-07,0.000E+00,6.617E-08
SB123,4.837E-22,8.915E+01,5.907E-22,3.570E+01,1.905E+01,6.415E+01,3.505E+01,8.472E+01,4.730E+01,1.239E+02
SB124,4.837E-22,2.902E-01,5.907E-22,1.253E-01,1.073E-14,2.373E-01,2.095E-14,3.267E-01,2.953E-14,1.635E-01
SB125,4.837E-22,6.007E+01,5.907E-22,2.595E+01,2.363E+00,3.396E+01,3.186E+00,3.779E+01,3.632E+00,1.764E+01
SB126,4.837E-22,6.036E-02,5.907E-22,3.235E-02,1.999E-06,4.185E-02,3.776E-06,4.692E-02,5.219E-06,9.696E-03
SB126M,4.837E-22,1.291E-05,5.907E-22,1.056E-05,1.520E-08,1.220E-05,2.871E-08,1.281E-05,3.968E-08,4.125E-06
SB127,4.837E-22,6.215E-01,5.907E-22,4.112E-01,0.000E+00,4.751E-01,0.000E+00,4.979E-01,0.000E+00,1.577E-01
SB128,4.837E-22,7.640E-03,5.907E-22,5.246E-03,0.000E+00,6.054E-03,0.000E+00,6.340E-03,0.000E+00,2.004E-03
SB128M,4.837E-22,1.787E-03,5.907E-22,1.347E-03,0.000E+00,1.555E-03,0.000E+00,1.628E-03,0.000E+00,5.147E-04
SB129,4.837E-22,7.107E-02,5.907E-22,5.003E-02,0.000E+00,5.775E-02,0.000E+00,6.046E-02,0.000E+00,1.912E-02
SB130,4.837E-22,3.170E-03,5.907E-22,2.301E-03,0.000E+00,2.655E-03,0.000E+00,2.780E-03,0.000E+00,8.784E-04
SB130M,4.837E-22,2.465E-03,5.907E-22,1.881E-03,0.000E+00,2.171E-03,0.000E+00,2.273E-03,0.000E+00,7.186E-04
SB131,4.837E-22,1.578E-02,5.907E-22,1.241E-02,0.000E+00,1.432E-02,0.000E+00,1.500E-02,0.000E+00,4.741E-03
SB132,4.837E-22,1.176E-03,5.907E-22,9.674E-04,0.000E+00,1.116E-03,0.000E+00,1.169E-03,0.000E+00,3.696E-04
SB132M,4.837E-22,1.104E-03,5.907E-22,9.390E-04,0.000E+00,1.084E-03,0.000E+00,1.135E-03,0.000E+00,3.588E-04
SB133,4.837E-22,1.167E-03,5.907E-22,1.017E-03,0.000E+00,1.174E-03,0.000E+00,1.230E-03,0.000E+00,3.887E-04
