isotope,ST1-charged (g),ST1-discharged (g),ST2-DF-charged (g),ST2-DF-discharged (g),ST2-BB-charged (g),ST2-BB-discharged (g),ST3-charged (g),ST3-discharged (g)
IN113,0.000E+00,2.939E-02,0.000E+00,1.473E-01,0.000E+00,7.254E-03,0.000E+00,3.166E-02
IN113M,0.000E+00,2.869E-13,0.000E+00,9.373E-13,0.000E+00,8.533E-13,0.000E+00,0.000E+00
IN114,0.000E+00,1.170E-08,0.000E+00,2.854E-08,0.000E+00,8.525E-10,0.000E+00,0.000E+00
IN114M,0.000E+00,2.669E-04,0.000E+00,5.158E-04,0.000E+00,1.503E-05,0.000E+00,3.828E-04
IN115,0.000E+00,2.579E+00,0.000E+00,3.980E+01,0.000E+00,5.272E+00,0.000E+00,2.395E+00
IN115M,0.000E+00,3.108E-03,0.000E+00,1.143E-02,0.000E+00,1.943E-03,0.000E+00,3.870E-03
IN116,0.000E+00,1.719E-06,0.000E+00,8.084E-07,0.000E+00,6.367E-08,0.000E+00,2.159E-06
IN116M,0.000E+00,2.889E-04,0.000E+00,1.612E-03,0.000E+00,1.270E-04,0.000E+00,3.614E-04
IN117,0.000E+00,2.669E-04,0.000E+00,9.103E-04,0.000E+00,2.048E-04,0.000E+00,3.294E-04
IN117M,0.000E+00,8.925E-04,0.000E+00,3.073E-03,0.000E+00,6.798E-04,0.000E+00,1.101E-03
IN118,0.000E+00,8.368E-07,0.000E+00,2.897E-06,0.000E+00,6.603E-07,0.000E+00,1.024E-06
IN118M,0.000E+00,1.979E-08,0.000E+00,9.866E-08,0.000E+00,7.191E-08,0.000E+00,0.000E+00
IN119,0.000E+00,7.278E-06,0.000E+00,2.518E-05,0.000E+00,5.386E-06,0.000E+00,8.939E-06
IN119M,0.000E+00,1.369E-04,0.000E+00,4.726E-04,0.000E+00,9.919E-05,0.000E+00,1.675E-04
IN120,0.000E+00,3.778E-06,0.000E+00,1.297E-05,0.000E+00,3.170E-06,0.000E+00,4.662E-06
IN120M,0.000E+00,2.619E-07,0.000E+00,8.997E-07,0.000E+00,2.200E-07,0.000E+00,3.230E-07
IN121,0.000E+00,3.958E-06,0.000E+00,1.333E-05,0.000E+00,2.902E-06,0.000E+00,4.876E-06
IN121M,0.000E+00,6.979E-06,0.000E+00,2.434E-05,0.000E+00,5.810E-06,0.000E+00,8.597E-06
IN122,0.000E+00,1.719E-06,0.000E+00,5.641E-06,0.000E+00,1.548E-06,0.000E+00,2.159E-06
IN122M,0.000E+00,1.889E-08,0.000E+00,7.727E-08,0.000E+00,3.579E-08,0.000E+00,0.000E+00
IN123,0.000E+00,8.506E-07,0.000E+00,2.862E-06,0.000E+00,8.511E-07,0.000E+00,1.082E-06
IN123M,0.000E+00,2.899E-06,0.000E+00,1.037E-05,0.000E+00,3.771E-06,0.000E+00,3.742E-06
IN124,0.000E+00,7.366E-07,0.000E+00,2.492E-06,0.000E+00,7.696E-07,0.000E+00,9.452E-07
IN125,0.000E+00,3.538E-07,0.000E+00,1.230E-06,0.000E+00,3.357E-07,0.000E+00,4.641E-07
IN125M,0.000E+00,1.339E-06,0.000E+00,4.812E-06,0.000E+00,1.530E-06,0.000E+00,1.788E-06
IN126,0.000E+00,5.136E-07,0.000E+00,1.510E-06,0.000E+00,3.480E-07,0.000E+00,6.458E-07
IN127,0.000E+00,4.100E-07,0.000E+00,1.055E-06,0.000E+00,2.006E-07,0.000E+00,5.005E-07
IN127M,0.000E+00,7.458E-07,0.000E+00,1.921E-06,0.000E+00,3.650E-07,0.000E+00,9.131E-07
IN128,0.000E+00,1.220E-06,0.000E+00,2.771E-06,0.000E+00,3.391E-07,0.000E+00,1.358E-06
IN129,0.000E+00,2.259E-07,0.000E+00,5.126E-07,0.000E+00,2.609E-08,0.000E+00,2.523E-07
IN130,0.000E+00,1.509E-07,0.000E+00,3.291E-07,0.000E+00,2.446E-08,0.000E+00,1.602E-07
IN131,0.000E+00,3.139E-08,0.000E+00,6.964E-08,0.000E+00,3.074E-09,0.000E+00,0.000E+00
IN132,0.000E+00,3.099E-09,0.000E+00,6.516E-09,0.000E+00,2.679E-10,0.000E+00,0.000E+00
IN133,0.000E+00,3.459E-10,0.000E+00,8.359E-10,0.000E+00,2.640E-11,0.000E+00,0.000E+00
IN134,0.000E+00,1.380E-11,0.000E+00,3.731E-11,0.000E+00,1.021E-12,0.000E+00,0.000E+00
SN114,0.000E+00,3.858E-03,0.000E+00,1.105E-02,0.000E+00,2.596E-04,0.000E+00,5.153E-03
SN115,0.000E+00,4.887E-01,0.000E+00,2.386E+00,0.000E+00,2.332E-01,0.000E+00,5.495E-01
SN116,0.000E+00,1.230E+01,0.000E+00,2.875E+01,0.000E+00,1.472E+00,0.000E+00,1.449E+01
SN117,0.000E+00,1.259E+01,0.000E+00,5.118E+01,0.000E+00,6.434E+00,0.000E+00,1.420E+01
SN117M,0.000E+00,1.909E-03,0.000E+00,1.860E-03,0.000E+00,6.315E-05,0.000E+00,3.037E-03
SN118,0.000E+00,1.279E+01,0.000E+00,5.374E+01,0.000E+00,6.711E+00,0.000E+00,1.430E+01
SN119,0.000E+00,1.269E+01,0.000E+00,5.404E+01,0.000E+00,6.232E+00,0.000E+00,1.426E+01
SN119M,0.000E+00,6.368E-02,0.000E+00,2.091E-01,0.000E+00,3.328E-02,0.000E+00,7.913E-02
SN120,0.000E+00,1.299E+01,0.000E+00,5.382E+01,0.000E+00,7.198E+00,0.000E+00,1.482E+01
SN121,0.000E+00,1.709E-02,0.000E+00,5.855E-02,0.000E+00,1.291E-02,0.000E+00,2.107E-02
SN121M,0.000E+00,5.478E-03,0.000E+00,5.569E-02,0.000E+00,1.373E-02,0.000E+00,1.101E-02
SN122,0.000E+00,1.429E+01,0.000E+00,5.708E+01,0.000E+00,9.059E+00,0.000E+00,1.749E+01
SN123,0.000E+00,4.587E-01,0.000E+00,1.674E+00,0.000E+00,5.580E-01,0.000E+00,5.838E-01
SN123M,0.000E+00,4.050E-04,0.000E+00,1.385E-03,0.000E+00,4.392E-04,0.000E+00,5.175E-04
SN124,0.000E+00,1.919E+01,0.000E+00,7.922E+01,0.000E+00,1.477E+01,0.000E+00,2.673E+01
SN125,0.000E+00,1.259E-01,0.000E+00,3.534E-01,0.000E+00,1.394E-01,0.000E+00,1.698E-01
SN125M,0.000E+00,1.410E-04,0.000E+00,5.110E-04,0.000E+00,1.890E-04,0.000E+00,1.926E-04
SN126,0.000E+00,4.249E+01,0.000E+00,1.625E+02,0.000E+00,3.581E+01,0.000E+00,7.506E+01
SN127,0.000E+00,5.908E-03,0.000E+00,1.612E-02,0.000E+00,6.069E-03,0.000E+00,8.041E-03
SN127M,0.000E+00,9.186E-05,0.000E+00,2.639E-04,0.000E+00,1.492E-04,0.000E+00,1.385E-04
SN128,0.000E+00,6.307E-03,0.000E+00,1.490E-02,0.000E+00,5.178E-03,0.000E+00,7.913E-03
SN129,0.000E+00,5.539E-04,0.000E+00,1.309E-03,0.000E+00,2.522E-04,0.000E+00,6.652E-04
SN129M,0.000E+00,2.009E-04,0.000E+00,4.380E-04,0.000E+00,8.411E-05,0.000E+00,2.267E-04
SN130,0.000E+00,8.537E-04,0.000E+00,1.893E-03,0.000E+00,3.498E-04,0.000E+00,9.816E-04
SN131,0.000E+00,2.069E-04,0.000E+00,4.508E-04,0.000E+00,4.669E-05,0.000E+00,2.159E-04
SN132,0.000E+00,6.879E-05,0.000E+00,1.295E-04,0.000E+00,9.936E-06,0.000E+00,6.672E-05
SN133,0.000E+00,7.577E-07,0.000E+00,1.386E-06,0.000E+00,6.690E-08,0.000E+00,7.271E-07
SN134,0.000E+00,6.449E-08,0.000E+00,1.470E-07,0.000E+00,6.860E-09,0.000E+00,7.164E-08
SN135,0.000E+00,2.459E-09,0.000E+00,5.911E-09,0.000E+00,2.337E-10,0.000E+00,0.000E+00
SN136,0.000E+00,3.118E-10,0.000E+00,8.175E-10,0.000E+00,2.321E-11,0.000E+00,0.000E+00
SB121,0.000E+00,1.220E+01,0.000E+00,5.206E+01,0.000E+00,6.534E+00,0.000E+00,1.353E+01
SB122,0.000E+00,8.057E-03,0.000E+00,1.744E-02,0.000E+00,1.330E-03,0.000E+00,1.206E-02
SB122M,0.000E+00,6.829E-08,0.000E+00,1.137E-07,0.000E+00,9.221E-09,0.000E+00,1.022E-07
SB123,0.000E+00,1.479E+01,0.000E+00,6.257E+01,0.000E+00,1.108E+01,0.000E+00,1.899E+01
SB124,0.000E+00,1.210E-01,0.000E+00,2.433E-01,0.000E+00,2.775E-02,0.000E+00,2.088E-01
SB125,0.000E+00,1.899E+01,0.000E+00,7.362E+01,0.000E+00,1.785E+01,0.000E+00,2.930E+01
SB126,0.000E+00,1.579E-02,0.000E+00,9.453E-02,0.000E+00,3.858E-02,0.000E+00,3.058E-02
SB126M,0.000E+00,6.576E-06,0.000E+00,2.336E-05,0.000E+00,2.670E-05,0.000E+00,1.333E-05
SB127,0.000E+00,4.100E-01,0.000E+00,1.145E+00,0.000E+00,5.687E-01,0.000E+00,5.945E-01
SB128,0.000E+00,5.566E-03,0.000E+00,1.544E-02,0.000E+00,1.405E-02,0.000E+00,9.752E-03
SB128M,0.000E+00,1.220E-03,0.000E+00,2.921E-03,0.000E+00,1.182E-03,0.000E+00,1.583E-03
SB129,0.000E+00,5.577E-02,0.000E+00,1.332E-01,0.000E+00,4.450E-02,0.000E+00,7.228E-02
SB130,0.000E+00,2.849E-03,0.000E+00,6.479E-03,0.000E+00,2.549E-03,0.000E+00,3.892E-03
SB130M,0.000E+00,1.919E-03,0.000E+00,4.225E-03,0.000E+00,9.936E-04,0.000E+00,2.288E-03
SB131,0.000E+00,1.220E-02,0.000E+00,2.726E-02,0.000E+00,4.836E-03,0.000E+00,1.360E-02
SB132,0.000E+00,8.706E-04,0.000E+00,1.732E-03,0.000E+00,2.111E-04,0.000E+00,8.981E-04
SB132M,0.000E+00,8.706E-04,0.000E+00,1.784E-03,0.000E+00,2.540E-04,0.000E+00,9.260E-04
SB133,0.000E+00,8.437E-04,0.000E+00,1.497E-03,0.000E+00,1.211E-04,0.000E+00,7.891E-04
SB134,0.000E+00,1.160E-05,0.000E+00,2.335E-05,0.000E+00,1.791E-06,0.000E+00,1.183E-05
SB134M,0.000E+00,1.039E-05,0.000E+00,2.085E-05,0.000E+00,1.657E-06,0.000E+00,1.059E-05
SB135,0.000E+00,9.305E-07,0.000E+00,1.761E-06,0.000E+00,1.071E-07,0.000E+00,8.661E-07
SB136,0.000E+00,2.549E-08,0.000E+00,5.132E-08,0.000E+00,2.723E-09,0.000E+00,0.000E+00
SB137,0.000E+00,4.829E-09,0.000E+00,1.180E-08,0.000E+00,5.574E-10,0.000E+00,0.000E+00
SB138,0.000E+00,2.809E-10,0.000E+00,7.319E-10,0.000E+00,2.498E-11,0.000E+00,0.000E+00
SB139,0.000E+00,2.759E-11,0.000E+00,7.543E-11,0.000E+00,1.800E-12,0.000E+00,0.000E+00
TE122,0.000E+00,1.230E+00,0.000E+00,3.171E+00,0.000E+00,1.715E-01,0.000E+00,1.664E+00
TE123,0.000E+00,1.729E-02,0.000E+00,1.031E-01,0.000E+00,2.911E-03,0.000E+00,2.438E-02
TE123M,0.000E+00,3.869E-03,0.000E+00,4.001E-03,0.000E+00,1.331E-04,0.000E+00,6.780E-03
TE124,0.000E+00,8.445E-01,0.000E+00,1.935E+00,0.000E+00,1.650E-01,0.000E+00,1.385E+00
TE125,0.000E+00,9.654E+00,0.000E+00,4.177E+01,0.000E+00,6.538E+00,0.000E+00,1.662E+01
TE125M,0.000E+00,2.389E-01,0.000E+00,9.413E-01,0.000E+00,2.163E-01,0.000E+00,3.720E-01
TE126,0.000E+00,1.299E+00,0.000E+00,8.410E+00,0.000E+00,2.716E+00,0.000E+00,4.192E+00
TE127,0.000E+00,4.119E-02,0.000E+00,1.157E-01,0.000E+00,5.707E-02,0.000E+00,6.031E-02
TE127M,0.000E+00,1.579E+00,0.000E+00,4.502E+00,0.000E+00,2.098E+00,0.000E+00,2.395E+00
TE128,0.000E+00,1.709E+02,0.000E+00,4.724E+02,0.000E+00,1.193E+02,0.000E+00,2.844E+02
TE129,0.000E+00,1.479E-02,0.000E+00,3.574E-02,0.000E+00,1.318E-02,0.000E+00,1.952E-02
TE129M,0.000E+00,1.539E+00,0.000E+00,3.673E+00,0.000E+00,1.800E+00,0.000E+00,2.181E+00
TE130,0.000E+00,5.466E+02,0.000E+00,1.332E+03,0.000E+00,2.095E+02,0.000E+00,7.442E+02
TE131,0.000E+00,1.429E-02,0.000E+00,3.219E-02,0.000E+00,6.621E-03,0.000E+00,1.644E-02
TE131M,0.000E+00,1.719E-01,0.000E+00,3.942E-01,0.000E+00,2.100E-01,0.000E+00,2.502E-01
TE132,0.000E+00,4.299E+00,0.000E+00,9.103E+00,0.000E+00,1.943E+00,0.000E+00,4.961E+00
TE133,0.000E+00,9.516E-03,0.000E+00,1.931E-02,0.000E+00,2.453E-03,0.000E+00,9.988E-03
TE133M,0.000E+00,2.489E-02,0.000E+00,4.678E-02,0.000E+00,1.576E-02,0.000E+00,2.802E-02
TE134,0.000E+00,4.280E-02,0.000E+00,8.314E-02,0.000E+00,1.250E-02,0.000E+00,4.213E-02
TE135,0.000E+00,1.779E-04,0.000E+00,3.782E-04,0.000E+00,3.927E-05,0.000E+00,1.726E-04
TE136,0.000E+00,9.996E-05,0.000E+00,1.752E-04,0.000E+00,1.672E-05,0.000E+00,9.195E-05
TE137,0.000E+00,4.848E-06,0.000E+00,9.346E-06,0.000E+00,8.265E-07,0.000E+00,4.769E-06
TE138,0.000E+00,5.639E-07,0.000E+00,9.877E-07,0.000E+00,8.203E-08,0.000E+00,5.817E-07
TE139,0.000E+00,2.859E-08,0.000E+00,6.391E-08,0.000E+00,3.835E-09,0.000E+00,0.000E+00
TE140,0.000E+00,6.299E-09,0.000E+00,1.520E-08,0.000E+00,7.035E-10,0.000E+00,0.000E+00
TE141,0.000E+00,9.086E-11,0.000E+00,2.318E-10,0.000E+00,8.743E-12,0.000E+00,0.000E+00
TE142,0.000E+00,2.089E-11,0.000E+00,5.852E-11,0.000E+00,1.425E-12,0.000E+00,0.000E+00
I127,0.000E+00,8.207E+01,0.000E+00,2.905E+02,0.000E+00,8.047E+01,0.000E+00,1.638E+02
I128,0.000E+00,3.069E-04,0.000E+00,6.753E-04,0.000E+00,1.140E-04,0.000E+00,8.255E-04
I129,0.000E+00,2.719E+02,0.000E+00,7.746E+02,0.000E+00,1.628E+02,0.000E+00,4.277E+02
I130,0.000E+00,2.499E-02,0.000E+00,4.118E-02,0.000E+00,5.480E-03,0.000E+00,5.261E-02
I130M,0.000E+00,1.200E-04,0.000E+00,5.244E-05,0.000E+00,7.579E-06,0.000E+00,2.523E-04
I131,0.000E+00,7.497E+00,0.000E+00,1.692E+01,0.000E+00,4.168E+00,0.000E+00,8.897E+00
I132,0.000E+00,1.289E-01,0.000E+00,2.737E-01,0.000E+00,6.054E-02,0.000E+00,1.501E-01
I133,0.000E+00,1.619E+00,0.000E+00,3.158E+00,0.000E+00,7.113E-01,0.000E+00,1.804E+00
I133M,0.000E+00,6.426E-06,0.000E+00,1.732E-05,0.000E+00,6.565E-06,0.000E+00,9.345E-06
I134,0.000E+00,7.497E-02,0.000E+00,1.436E-01,0.000E+00,2.884E-02,0.000E+00,8.148E-02
I134M,0.000E+00,5.666E-04,0.000E+00,1.324E-03,0.000E+00,3.650E-04,0.000E+00,7.442E-04
I135,0.000E+00,4.898E-01,0.000E+00,9.858E-01,0.000E+00,1.901E-01,0.000E+00,5.367E-01
I136,0.000E+00,8.126E-04,0.000E+00,1.606E-03,0.000E+00,3.009E-04,0.000E+00,8.661E-04
I136M,0.000E+00,2.619E-04,0.000E+00,5.084E-04,0.000E+00,1.044E-04,0.000E+00,2.802E-04
I137,0.000E+00,2.309E-04,0.000E+00,4.289E-04,0.000E+00,8.047E-05,0.000E+00,2.374E-04
I138,0.000E+00,2.949E-05,0.000E+00,5.460E-05,0.000E+00,7.316E-06,0.000E+00,2.887E-05
I139,0.000E+00,4.867E-06,0.000E+00,8.394E-06,0.000E+00,1.578E-06,0.000E+00,4.919E-06
I140,0.000E+00,4.798E-07,0.000E+00,8.386E-07,0.000E+00,6.590E-08,0.000E+00,4.384E-07
I141,0.000E+00,3.748E-08,0.000E+00,7.452E-08,0.000E+00,5.688E-09,0.000E+00,0.000E+00
I142,0.000E+00,2.809E-09,0.000E+00,6.740E-09,0.000E+00,3.478E-10,0.000E+00,0.000E+00
I143,0.000E+00,3.199E-10,0.000E+00,8.122E-10,0.000E+00,4.711E-11,0.000E+00,0.000E+00
I144,0.000E+00,1.069E-11,0.000E+00,2.881E-11,0.000E+00,1.284E-12,0.000E+00,0.000E+00
XE127,0.000E+00,3.708E-06,0.000E+00,6.031E-05,0.000E+00,4.731E-06,0.000E+00,1.443E-05
XE128,0.000E+00,7.055E+00,0.000E+00,1.863E+01,0.000E+00,2.189E+00,0.000E+00,2.034E+01
XE129,0.000E+00,5.217E-02,0.000E+00,2.745E-01,0.000E+00,1.688E-02,0.000E+00,1.945E-01
XE129M,0.000E+00,9.765E-05,0.000E+00,5.049E-05,0.000E+00,5.279E-06,0.000E+00,3.786E-04
XE130,0.000E+00,2.309E+01,0.000E+00,4.350E+01,0.000E+00,4.077E+00,0.000E+00,4.919E+01
XE131,0.000E+00,5.577E+02,0.000E+00,2.151E+03,0.000E+00,2.946E+02,0.000E+00,5.988E+02
XE131M,0.000E+00,1.239E-01,0.000E+00,2.782E-01,0.000E+00,6.854E-02,0.000E+00,1.478E-01
XE132,0.000E+00,1.749E+03,0.000E+00,3.059E+03,0.000E+00,3.701E+02,0.000E+00,2.127E+03
XE133,0.000E+00,9.815E+00,0.000E+00,1.955E+01,0.000E+00,4.367E+00,0.000E+00,1.099E+01
XE133M,0.000E+00,1.299E-01,0.000E+00,2.729E-01,0.000E+00,6.384E-02,0.000E+00,1.506E-01
XE134,0.000E+00,2.249E+03,0.000E+00,4.244E+03,0.000E+00,4.870E+02,0.000E+00,2.224E+03
XE134M,0.000E+00,5.247E-08,0.000E+00,1.228E-07,0.000E+00,5.565E-08,0.000E+00,7.998E-08
XE135,0.000E+00,1.999E-01,0.000E+00,1.526E+00,0.000E+00,3.313E-01,0.000E+00,1.803E-01
XE135M,0.000E+00,4.088E-03,0.000E+00,8.388E-03,0.000E+00,2.281E-03,0.000E+00,4.941E-03
XE136,0.000E+00,3.399E+03,0.000E+00,4.068E+03,0.000E+00,5.685E+02,0.000E+00,3.850E+03
XE137,0.000E+00,4.457E-03,0.000E+00,8.645E-03,0.000E+00,2.221E-03,0.000E+00,5.047E-03
XE138,0.000E+00,1.519E-02,0.000E+00,2.650E-02,0.000E+00,6.235E-03,0.000E+00,1.612E-02
XE139,0.000E+00,5.508E-04,0.000E+00,1.094E-03,0.000E+00,2.149E-04,0.000E+00,5.667E-04
XE140,0.000E+00,1.220E-04,0.000E+00,2.185E-04,0.000E+00,3.447E-05,0.000E+00,1.165E-04
XE141,0.000E+00,5.466E-06,0.000E+00,1.198E-05,0.000E+00,1.412E-06,0.000E+00,5.175E-06
XE142,0.000E+00,1.329E-06,0.000E+00,2.689E-06,0.000E+00,2.529E-07,0.000E+00,1.262E-06
XE143,0.000E+00,5.739E-08,0.000E+00,1.219E-07,0.000E+00,1.294E-08,0.000E+00,0.000E+00
XE144,0.000E+00,3.399E-08,0.000E+00,7.660E-08,0.000E+00,8.833E-09,0.000E+00,0.000E+00
XE145,0.000E+00,3.508E-09,0.000E+00,9.122E-09,0.000E+00,6.318E-10,0.000E+00,0.000E+00
XE146,0.000E+00,2.319E-10,0.000E+00,6.087E-10,0.000E+00,3.943E-11,0.000E+00,0.000E+00
XE147,0.000E+00,5.819E-12,0.000E+00,1.645E-11,0.000E+00,1.069E-13,0.000E+00,0.000E+00
CS132,0.000E+00,2.049E-03,0.000E+00,3.265E-03,0.000E+00,2.547E-04,0.000E+00,2.759E-03
CS133,0.000E+00,1.599E+03,0.000E+00,3.649E+03,0.000E+00,4.689E+02,0.000E+00,1.602E+03
CS134,0.000E+00,2.299E+02,0.000E+00,1.673E+02,0.000E+00,1.022E+01,0.000E+00,2.823E+02
CS134M,0.000E+00,8.215E-03,0.000E+00,6.623E-03,0.000E+00,5.256E-04,0.000E+00,1.106E-02
CS135,0.000E+00,6.449E+02,0.000E+00,4.228E+03,0.000E+00,5.134E+02,0.000E+00,6.394E+02
CS135M,0.000E+00,1.739E-03,0.000E+00,1.239E-04,0.000E+00,5.574E-05,0.000E+00,2.887E-03
CS136,0.000E+00,1.109E+00,0.000E+00,1.791E+00,0.000E+00,2.676E-01,0.000E+00,1.525E+00
CS137,0.000E+00,1.799E+03,0.000E+00,3.569E+03,0.000E+00,5.296E+02,0.000E+00,2.075E+03
CS138,0.000E+00,3.858E-02,0.000E+00,7.802E-02,0.000E+00,1.778E-02,0.000E+00,4.213E-02
CS138M,0.000E+00,1.739E-04,0.000E+00,3.595E-04,0.000E+00,1.999E-04,0.000E+00,2.523E-04
CS139,0.000E+00,1.079E-02,0.000E+00,2.111E-02,0.000E+00,5.511E-03,0.000E+00,1.189E-02
CS140,0.000E+00,1.099E-03,0.000E+00,2.064E-03,0.000E+00,5.062E-04,0.000E+00,1.198E-03
CS141,0.000E+00,3.189E-04,0.000E+00,6.495E-04,0.000E+00,1.394E-04,0.000E+00,3.378E-04
CS142,0.000E+00,1.299E-05,0.000E+00,2.459E-05,0.000E+00,4.356E-06,0.000E+00,1.301E-05
CS143,0.000E+00,6.226E-06,0.000E+00,1.097E-05,0.000E+00,1.431E-06,0.000E+00,5.667E-06
CS144,0.000E+00,1.150E-06,0.000E+00,2.292E-06,0.000E+00,2.777E-07,0.000E+00,1.155E-06
CS145,0.000E+00,1.599E-07,0.000E+00,3.083E-07,0.000E+00,2.716E-08,0.000E+00,1.621E-07
CS146,0.000E+00,8.096E-09,0.000E+00,1.724E-08,0.000E+00,1.554E-09,0.000E+00,0.000E+00
CS147,0.000E+00,3.958E-09,0.000E+00,1.006E-08,0.000E+00,2.667E-10,0.000E+00,0.000E+00
CS148,0.000E+00,9.385E-11,0.000E+00,2.560E-10,0.000E+00,6.027E-12,0.000E+00,0.000E+00
CS150,0.000E+00,5.547E-14,0.000E+00,1.568E-13,0.000E+00,8.147E-16,0.000E+00,0.000E+00
BA132,0.000E+00,3.099E-03,0.000E+00,5.230E-03,0.000E+00,2.860E-04,0.000E+00,3.828E-03
BA134,0.000E+00,1.130E+02,0.000E+00,8.383E+01,0.000E+00,3.854E+00,0.000E+00,1.314E+02
BA135,0.000E+00,1.109E+00,0.000E+00,6.647E-01,0.000E+00,1.924E-02,0.000E+00,1.584E+00
BA135M,0.000E+00,3.029E-04,0.000E+00,7.722E-05,0.000E+00,4.803E-06,0.000E+00,4.727E-04
BA136,0.000E+00,4.299E+01,0.000E+00,1.041E+02,0.000E+00,1.046E+01,0.000E+00,6.844E+01
BA136M,0.000E+00,4.959E-08,0.000E+00,8.028E-08,0.000E+00,1.200E-08,0.000E+00,6.844E-08
BA137,0.000E+00,8.556E+01,0.000E+00,1.708E+02,0.000E+00,1.886E+01,0.000E+00,1.007E+02
BA137M,0.000E+00,2.759E-04,0.000E+00,5.471E-04,0.000E+00,8.263E-05,0.000E+00,3.186E-04
BA138,0.000E+00,1.939E+03,0.000E+00,3.750E+03,0.000E+00,4.961E+02,0.000E+00,1.989E+03
BA139,0.000E+00,9.815E-02,0.000E+00,1.905E-01,0.000E+00,5.256E-02,0.000E+00,1.103E-01
BA140,0.000E+00,2.119E+01,0.000E+00,3.929E+01,0.000E+00,1.163E+01,0.000E+00,2.417E+01
BA141,0.000E+00,1.979E-02,0.000E+00,3.974E-02,0.000E+00,1.237E-02,0.000E+00,2.288E-02
BA142,0.000E+00,1.099E-02,0.000E+00,2.030E-02,0.000E+00,6.246E-03,0.000E+00,1.245E-02
BA143,0.000E+00,2.029E-04,0.000E+00,3.641E-04,0.000E+00,9.880E-05,0.000E+00,2.181E-04
BA144,0.000E+00,1.220E-04,0.000E+00,2.066E-04,0.000E+00,4.580E-05,0.000E+00,1.223E-04
BA145,0.000E+00,3.628E-05,0.000E+00,6.305E-05,0.000E+00,8.140E-06,0.000E+00,3.550E-05
BA146,0.000E+00,4.860E-06,0.000E+00,8.967E-06,0.000E+00,7.705E-07,0.000E+00,4.727E-06
BA147,0.000E+00,1.160E-06,0.000E+00,2.289E-06,0.000E+00,1.457E-07,0.000E+00,1.168E-06
BA148,0.000E+00,5.528E-07,0.000E+00,1.257E-06,0.000E+00,5.404E-08,0.000E+00,6.095E-07
BA149,0.000E+00,9.977E-09,0.000E+00,2.534E-08,0.000E+00,5.366E-10,0.000E+00,0.000E+00
BA150,0.000E+00,1.479E-09,0.000E+00,3.918E-09,0.000E+00,3.943E-11,0.000E+00,0.000E+00
BA152,0.000E+00,1.669E-12,0.000E+00,4.766E-12,0.000E+00,1.154E-14,0.000E+00,0.000E+00
LA138,0.000E+00,7.635E-03,0.000E+00,6.084E-03,0.000E+00,9.651E-03,0.000E+00,1.446E-02
LA139,0.000E+00,1.849E+03,0.000E+00,3.499E+03,0.000E+00,5.420E+02,0.000E+00,2.012E+03
LA140,0.000E+00,2.899E+00,0.000E+00,5.217E+00,0.000E+00,1.534E+00,0.000E+00,3.336E+00
LA141,0.000E+00,2.569E-01,0.000E+00,5.158E-01,0.000E+00,1.638E-01,0.000E+00,2.972E-01
LA142,0.000E+00,9.765E-02,0.000E+00,1.812E-01,0.000E+00,5.951E-02,0.000E+00,1.123E-01
LA143,0.000E+00,1.400E-02,0.000E+00,2.508E-02,0.000E+00,8.140E-03,0.000E+00,1.558E-02
LA144,0.000E+00,5.858E-04,0.000E+00,1.011E-03,0.000E+00,2.956E-04,0.000E+00,6.266E-04
LA145,0.000E+00,3.128E-04,0.000E+00,5.692E-04,0.000E+00,1.255E-04,0.000E+00,3.294E-04
LA146,0.000E+00,5.957E-05,0.000E+00,1.110E-04,0.000E+00,1.711E-05,0.000E+00,6.073E-05
LA147,0.000E+00,3.558E-05,0.000E+00,6.716E-05,0.000E+00,7.157E-06,0.000E+00,3.550E-05
LA148,0.000E+00,1.769E-06,0.000E+00,3.513E-06,0.000E+00,2.473E-07,0.000E+00,1.788E-06
LA149,0.000E+00,9.977E-07,0.000E+00,2.190E-06,0.000E+00,8.683E-08,0.000E+00,1.048E-06
LA150,0.000E+00,4.430E-08,0.000E+00,1.027E-07,0.000E+00,2.135E-09,0.000E+00,0.000E+00
LA151,0.000E+00,8.407E-09,0.000E+00,2.176E-08,0.000E+00,2.440E-10,0.000E+00,0.000E+00
LA152,0.000E+00,3.079E-10,0.000E+00,8.647E-10,0.000E+00,4.300E-12,0.000E+00,0.000E+00
LA153,0.000E+00,4.487E-11,0.000E+00,1.289E-10,0.000E+00,2.093E-13,0.000E+00,0.000E+00
LA154,0.000E+00,8.368E-13,0.000E+00,2.497E-12,0.000E+00,1.131E-15,0.000E+00,0.000E+00
CE140,0.000E+00,1.869E+03,0.000E+00,3.246E+03,0.000E+00,5.373E+02,0.000E+00,2.081E+03
CE141,0.000E+00,5.186E+01,0.000E+00,1.028E+02,0.000E+00,3.255E+01,0.000E+00,5.988E+01
CE142,0.000E+00,1.709E+03,0.000E+00,2.979E+03,0.000E+00,5.462E+02,0.000E+00,2.002E+03
CE143,0.000E+00,1.989E+00,0.000E+00,3.593E+00,0.000E+00,1.173E+00,0.000E+00,2.224E+00
CE144,0.000E+00,3.828E+02,0.000E+00,6.292E+02,0.000E+00,1.580E+02,0.000E+00,4.020E+02
CE145,0.000E+00,2.099E-03,0.000E+00,3.886E-03,0.000E+00,1.053E-03,0.000E+00,2.288E-03
