isotope,ST1-charged (g),ST1-discharged (g),ST2-DF-charged (g),ST2-DF-discharged (g),ST2-BB-charged (g),ST2-BB-discharged (g),ST3-charged (g),ST3-discharged (g)
NP235,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.972E-06
NP236,0.000E+00,2.479E-03,0.000E+00,9.389E-02,0.000E+00,2.448E-06,0.000E+00,2.737E-04
NP236M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.148E-06
NP237,0.000E+00,6.368E+02,5.425E+03,4.476E+03,0.000E+00,2.775E-01,0.000E+00,2.545E+02
NP238,0.000E+00,1.929E+00,0.000E+00,2.270E+00,0.000E+00,3.594E-04,0.000E+00,9.581E-01
NP239,0.000E+00,8.856E+01,0.000E+00,1.481E+02,0.000E+00,3.766E-08,0.000E+00,1.103E+02
NP240,0.000E+00,2.459E-03,0.000E+00,1.160E-03,0.000E+00,2.118E-13,0.000E+00,3.037E-03
NP240M,0.000E+00,2.079E-07,0.000E+00,4.460E-06,0.000E+00,8.133E-16,0.000E+00,7.100E-05
NP241,0.000E+00,7.877E-13,0.000E+00,5.225E-15,0.000E+00,0.000E+00,0.000E+00,0.000E+00
PU236,0.000E+00,1.170E-09,7.054E+00,2.405E+00,0.000E+00,3.176E-12,0.000E+00,9.175E-04
PU237,0.000E+00,8.886E-05,0.000E+00,5.807E-02,0.000E+00,2.035E-07,0.000E+00,2.588E-04
PU238,0.000E+00,3.009E+02,9.960E+03,9.325E+03,0.000E+00,2.940E-02,0.000E+00,1.584E+02
PU239,0.000E+00,6.088E+03,1.236E+05,1.106E+05,0.000E+00,1.180E-03,0.000E+00,7.078E+03
PU240,0.000E+00,2.929E+03,8.693E+04,8.015E+04,0.000E+00,3.058E-05,0.000E+00,3.678E+03
PU241,0.000E+00,1.789E+03,1.496E+04,1.300E+04,0.000E+00,7.088E-07,0.000E+00,1.611E+03
PU242,0.000E+00,8.725E+02,2.364E+04,2.122E+04,0.000E+00,1.438E-08,0.000E+00,8.063E+02
PU243,0.000E+00,1.999E-01,0.000E+00,5.575E-01,0.000E+00,5.232E-13,0.000E+00,2.823E-01
PU244,0.000E+00,2.889E-02,0.000E+00,5.217E-02,0.000E+00,3.612E-15,0.000E+00,1.189E-01
PU245,0.000E+00,6.057E-07,0.000E+00,1.181E-06,0.000E+00,0.000E+00,0.000E+00,3.358E-06
PU246,0.000E+00,3.950E-09,0.000E+00,1.179E-09,0.000E+00,0.000E+00,0.000E+00,0.000E+00
AM240,0.000E+00,3.518E-06,0.000E+00,7.732E-04,0.000E+00,1.373E-15,0.000E+00,2.309E-06
AM241,0.000E+00,6.387E+01,1.038E+04,8.669E+03,0.000E+00,1.430E-08,0.000E+00,5.710E+01
AM242,0.000E+00,1.659E-01,0.000E+00,2.012E+00,0.000E+00,4.617E-12,0.000E+00,1.324E-01
AM242M,0.000E+00,8.456E-01,6.750E+02,6.855E+02,0.000E+00,2.080E-11,0.000E+00,2.652E+00
AM243,0.000E+00,1.969E+02,6.582E+03,6.455E+03,0.000E+00,2.437E-10,0.000E+00,2.566E+02
AM244,0.000E+00,1.759E-01,0.000E+00,1.057E+00,0.000E+00,5.196E-14,0.000E+00,1.561E-02
AM244M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.277E-02
AM245,0.000E+00,1.180E-07,0.000E+00,2.336E-07,0.000E+00,0.000E+00,0.000E+00,0.000E+00
AM246,0.000E+00,6.326E-12,0.000E+00,1.887E-12,0.000E+00,0.000E+00,0.000E+00,0.000E+00
CM241,0.000E+00,1.349E-05,0.000E+00,2.623E-04,0.000E+00,9.090E-17,0.000E+00,2.309E-06
CM242,0.000E+00,2.579E+01,8.251E+01,4.020E+02,0.000E+00,3.641E-10,0.000E+00,2.139E+01
CM243,0.000E+00,7.627E-01,6.841E+01,4.614E+01,0.000E+00,4.048E-12,0.000E+00,1.041E+00
CM244,0.000E+00,8.445E+01,3.255E+03,3.339E+03,0.000E+00,1.104E-11,0.000E+00,1.462E+02
CM245,0.000E+00,5.597E+00,7.080E+02,7.119E+02,0.000E+00,2.341E-13,0.000E+00,8.169E+00
CM246,0.000E+00,7.155E-01,1.355E+02,1.556E+02,0.000E+00,1.400E-15,0.000E+00,1.488E+00
CM247,0.000E+00,9.796E-03,0.000E+00,1.493E+03,0.000E+00,5.359E-18,0.000E+00,2.438E-02
CM248,0.000E+00,7.566E-04,0.000E+00,6.295E+01,0.000E+00,0.000E+00,0.000E+00,2.309E-03
CM249,0.000E+00,9.048E-09,0.000E+00,1.797E-04,0.000E+00,0.000E+00,0.000E+00,0.000E+00
CM250,0.000E+00,4.288E-12,0.000E+00,1.935E-08,0.000E+00,0.000E+00,0.000E+00,0.000E+00
BK249,0.000E+00,9.025E-06,0.000E+00,7.164E-01,0.000E+00,0.000E+00,0.000E+00,3.144E-05
BK250,0.000E+00,1.039E-08,0.000E+00,2.069E-05,0.000E+00,0.000E+00,0.000E+00,0.000E+00
BK251,0.000E+00,1.190E-12,0.000E+00,1.478E-10,0.000E+00,0.000E+00,0.000E+00,0.000E+00
CF249,0.000E+00,1.609E-06,0.000E+00,5.556E-01,0.000E+00,0.000E+00,0.000E+00,4.683E-06
CF250,0.000E+00,2.019E-06,0.000E+00,4.998E-02,0.000E+00,0.000E+00,0.000E+00,7.336E-06
CF251,0.000E+00,9.735E-07,0.000E+00,1.004E-03,0.000E+00,0.000E+00,0.000E+00,3.742E-06
CF252,0.000E+00,6.506E-07,0.000E+00,1.256E-05,0.000E+00,0.000E+00,0.000E+00,3.101E-06
CF253,0.000E+00,9.654E-10,0.000E+00,1.694E-08,0.000E+00,0.000E+00,0.000E+00,0.000E+00
CF254,0.000E+00,4.338E-11,0.000E+00,2.769E-11,0.000E+00,0.000E+00,0.000E+00,0.000E+00
CF255,0.000E+00,4.829E-15,0.000E+00,1.193E-15,0.000E+00,0.000E+00,0.000E+00,0.000E+00
ES253,0.000E+00,7.789E-10,0.000E+00,1.939E-08,0.000E+00,0.000E+00,0.000E+00,0.000E+00
ES254,0.000E+00,1.479E-10,0.000E+00,5.300E-11,0.000E+00,0.000E+00,0.000E+00,0.000E+00
ES254M,0.000E+00,4.380E-12,0.000E+00,6.871E-13,0.000E+00,0.000E+00,0.000E+00,0.000E+00
ES255,0.000E+00,2.439E-12,0.000E+00,7.604E-13,0.000E+00,0.000E+00,0.000E+00,0.000E+00
