isotope,ST1-DF-charged (g),ST1-DF-discharged (g),ST1-BB-charged (g),ST1-BB-discharged (g),ST2-charged (g),ST2-discharged (g)
U230,0.000E+00,2.609E-11,0.000E+00,2.304E-15,0.000E+00,1.364E-13
U231,0.000E+00,1.291E-11,0.000E+00,1.407E-15,0.000E+00,6.296E-12
U232,0.000E+00,1.074E-03,0.000E+00,1.550E-07,0.000E+00,2.031E-05
U233,0.000E+00,3.254E-03,0.000E+00,1.188E-04,4.445E-12,3.779E-04
U234,5.839E+01,5.434E+01,3.433E+00,3.242E+00,4.462E-12,3.932E+01
U235,3.209E+02,1.847E+02,3.327E+02,2.236E+02,4.481E-12,1.215E+01
U236,3.841E+02,3.775E+02,3.000E+02,2.998E+02,4.501E-12,9.244E+00
U237,0.000E+00,1.625E-01,0.000E+00,6.143E-02,4.520E-12,9.705E-01
U238,8.253E+05,7.587E+05,9.994E+05,9.447E+05,8.985E+05,8.684E+05
U239,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.469E-01
U240,0.000E+00,1.830E-13,0.000E+00,1.736E-17,0.000E+00,2.559E-06
U241,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.670E-17
NP236,0.000E+00,2.186E-02,0.000E+00,2.723E-03,0.000E+00,4.061E-04
NP237,3.296E-02,3.741E+02,0.000E+00,1.505E+02,4.520E-12,1.011E+02
NP238,0.000E+00,1.150E-05,0.000E+00,2.826E-06,0.000E+00,1.600E-01
NP239,0.000E+00,1.155E-02,0.000E+00,1.038E-02,4.559E-12,6.433E+01
NP240,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.314E-03
NP240M,0.000E+00,1.601E-15,0.000E+00,1.519E-19,0.000E+00,2.239E-08
NP241,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.324E-14
PU236,5.069E-03,1.220E-03,0.000E+00,1.967E-09,0.000E+00,2.262E-10
PU237,0.000E+00,1.282E-03,0.000E+00,2.459E-05,0.000E+00,4.979E-04
PU238,3.909E+02,3.752E+02,0.000E+00,2.209E+01,1.736E+03,1.649E+03
PU239,1.177E+05,1.056E+05,0.000E+00,4.115E+04,5.846E+04,3.093E+04
PU240,4.739E+04,4.687E+04,0.000E+00,1.911E+03,2.308E+04,2.159E+04
PU241,5.283E+03,5.625E+03,0.000E+00,6.321E+01,8.440E+03,1.179E+04
PU242,3.143E+03,3.144E+03,0.000E+00,1.684E+00,9.825E+03,9.828E+03
PU243,0.000E+00,1.054E-13,0.000E+00,5.734E-19,0.000E+00,7.971E-01
PU244,0.000E+00,9.567E-03,0.000E+00,9.081E-07,0.000E+00,3.286E-01
PU245,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.492E-06
PU246,0.000E+00,9.478E-11,0.000E+00,3.434E-15,0.000E+00,4.103E-08
AM240,0.000E+00,1.560E-09,0.000E+00,1.849E-12,0.000E+00,5.994E-05
AM241,1.023E+02,6.332E+02,0.000E+00,2.214E+00,4.596E-12,1.133E+03
AM242,0.000E+00,1.490E-04,0.000E+00,2.330E-07,0.000E+00,1.015E+00
AM242M,0.000E+00,1.245E+01,0.000E+00,1.948E-02,4.615E-12,2.312E+01
AM243,0.000E+00,2.461E+02,0.000E+00,3.652E-02,4.635E-12,2.142E+03
AM244,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.091E+00
AM245,0.000E+00,2.028E-15,0.000E+00,0.000E+00,0.000E+00,1.268E-06
AM246,0.000E+00,1.519E-13,0.000E+00,5.503E-18,0.000E+00,6.564E-11
CM241,0.000E+00,4.180E-06,0.000E+00,2.470E-09,0.000E+00,9.138E-05
CM242,0.000E+00,3.360E+01,0.000E+00,6.765E-02,4.615E-12,1.760E+02
CM243,0.000E+00,8.516E-01,0.000E+00,1.041E-03,4.635E-12,6.430E+00
CM244,0.000E+00,4.276E+01,0.000E+00,2.457E-03,4.654E-12,1.219E+03
CM245,0.000E+00,2.287E+00,0.000E+00,5.872E-05,4.674E-12,1.560E+02
CM246,0.000E+00,9.956E-02,0.000E+00,1.071E-06,0.000E+00,9.842E+00
CM247,0.000E+00,2.956E-03,0.000E+00,1.607E-08,0.000E+00,1.838E-01
CM248,0.000E+00,5.567E-05,0.000E+00,1.051E-10,0.000E+00,1.888E-02
CM249,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.003E-07
CM250,0.000E+00,2.251E-14,0.000E+00,0.000E+00,0.000E+00,1.508E-10
BK249,0.000E+00,5.275E-07,0.000E+00,3.912E-13,0.000E+00,2.488E-04
BK250,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.639E-07
BK251,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.937E-11
CF249,0.000E+00,1.720E-07,0.000E+00,9.703E-14,0.000E+00,5.885E-05
CF250,0.000E+00,2.278E-08,0.000E+00,6.302E-15,0.000E+00,6.226E-05
CF251,0.000E+00,3.549E-10,0.000E+00,3.939E-17,0.000E+00,3.026E-05
CF252,0.000E+00,3.927E-12,0.000E+00,1.738E-19,0.000E+00,2.903E-05
CF253,0.000E+00,2.661E-15,0.000E+00,0.000E+00,0.000E+00,4.246E-08
CF254,0.000E+00,1.736E-17,0.000E+00,0.000E+00,0.000E+00,2.079E-09
CF255,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.179E-13
ES253,0.000E+00,6.471E-15,0.000E+00,0.000E+00,0.000E+00,3.723E-08
ES254,0.000E+00,2.428E-17,0.000E+00,0.000E+00,0.000E+00,7.426E-09
ES254M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.791E-10
ES255,0.000E+00,5.320E-19,0.000E+00,0.000E+00,0.000E+00,1.275E-10
