isotope,ST1-DF-charged (g),ST1-DF-discharged (g),ST1-BB-charged (g),ST1-BB-discharged (g)
BI210,0.000E+00,6.288E-13,0.000E+00,2.066E-15
BI210M,0.000E+00,1.992E-15,0.000E+00,7.003E-18
BI211,0.000E+00,6.706E-17,0.000E+00,1.931E-16
BI212,0.000E+00,3.915E-10,0.000E+00,3.534E-12
BI213,0.000E+00,2.142E-14,0.000E+00,1.161E-16
BI214,0.000E+00,1.497E-16,0.000E+00,3.741E-18
PO210,0.000E+00,1.372E-11,0.000E+00,4.683E-14
PO211,0.000E+00,8.235E-22,0.000E+00,2.369E-21
PO212,0.000E+00,0.000E+00,0.000E+00,0.000E+00
PO213,0.000E+00,3.212E-23,0.000E+00,1.740E-25
PO214,0.000E+00,3.252E-21,0.000E+00,1.019E-23
PO215,0.000E+00,9.492E-22,0.000E+00,2.739E-21
PO216,0.000E+00,1.647E-14,0.000E+00,1.487E-16
PO218,0.000E+00,2.338E-17,0.000E+00,5.840E-19
AT217,0.000E+00,2.573E-19,0.000E+00,1.393E-21
RN218,0.000E+00,7.011E-19,0.000E+00,0.000E+00
RN219,0.000E+00,2.150E-18,0.000E+00,6.206E-18
RN220,0.000E+00,6.219E-12,0.000E+00,5.614E-14
RN222,0.000E+00,4.297E-14,0.000E+00,1.075E-15
FR221,0.000E+00,2.336E-15,0.000E+00,1.266E-17
FR223,0.000E+00,6.046E-18,0.000E+00,2.875E-17
RA222,0.000E+00,7.752E-16,0.000E+00,2.320E-18
RA223,0.000E+00,5.463E-13,0.000E+00,1.577E-12
RA224,0.000E+00,3.601E-08,0.000E+00,3.250E-10
RA225,0.000E+00,1.056E-11,0.000E+00,5.722E-14
RA226,0.000E+00,6.684E-09,0.000E+00,1.670E-10
RA228,0.000E+00,5.374E-15,0.000E+00,6.844E-15
AC225,0.000E+00,7.135E-12,0.000E+00,3.866E-14
AC227,0.000E+00,2.342E-10,0.000E+00,1.114E-09
AC228,0.000E+00,8.307E-15,0.000E+00,1.258E-14
TH226,0.000E+00,3.864E-14,0.000E+00,1.157E-16
TH227,0.000E+00,9.026E-13,0.000E+00,2.591E-12
TH228,0.000E+00,6.965E-06,0.000E+00,6.298E-08
TH229,0.000E+00,1.616E-06,0.000E+00,9.612E-09
TH230,0.000E+00,4.583E-04,0.000E+00,1.072E-05
TH231,0.000E+00,3.332E-08,0.000E+00,1.482E-08
TH232,0.000E+00,7.148E-05,0.000E+00,7.631E-05
TH233,0.000E+00,1.537E-10,0.000E+00,5.228E-11
TH234,0.000E+00,1.119E-05,0.000E+00,1.332E-05
PA231,0.000E+00,9.849E-06,0.000E+00,1.793E-05
PA232,0.000E+00,1.430E-08,0.000E+00,8.290E-09
PA233,0.000E+00,1.398E-05,0.000E+00,8.794E-06
PA234,0.000E+00,8.974E-10,0.000E+00,3.467E-10
PA234M,0.000E+00,3.792E-10,0.000E+00,4.494E-10
PA235,0.000E+00,3.399E-15,0.000E+00,1.283E-15
U230,0.000E+00,3.799E-11,0.000E+00,1.137E-13
U231,0.000E+00,1.486E-09,0.000E+00,4.558E-12
U232,0.000E+00,5.108E-04,0.000E+00,4.883E-06
U233,0.000E+00,1.942E-03,0.000E+00,2.301E-04
U234,5.454E+01,4.846E+01,0.000E+00,1.574E+00
U235,6.271E+00,1.542E+01,7.109E+03,3.575E+03
U236,8.604E+02,7.203E+02,0.000E+00,7.358E+02
U237,0.000E+00,4.391E+00,0.000E+00,1.232E+00
U238,8.464E+05,7.682E+05,9.929E+05,9.164E+05
U239,0.000E+00,1.261E+00,0.000E+00,5.351E-01
U240,0.000E+00,4.389E-06,0.000E+00,5.933E-07
U241,0.000E+00,1.369E-17,0.000E+00,5.897E-19
NP236,0.000E+00,1.007E-02,0.000E+00,2.992E-03
NP237,0.000E+00,4.168E+02,0.000E+00,2.555E+02
NP238,0.000E+00,5.077E-01,0.000E+00,1.265E-01
NP239,0.000E+00,1.816E+02,0.000E+00,7.708E+01
NP240,0.000E+00,2.036E-03,0.000E+00,2.754E-04
NP240M,0.000E+00,7.828E-06,0.000E+00,1.058E-06
NP241,0.000E+00,1.313E-14,0.000E+00,5.660E-16
PU236,2.279E-03,5.138E-04,0.000E+00,5.161E-09
PU237,0.000E+00,2.961E-03,0.000E+00,9.699E-05
PU238,4.044E+02,3.677E+02,0.000E+00,5.341E+01
PU239,1.038E+05,9.661E+04,0.000E+00,4.954E+04
PU240,4.091E+04,4.099E+04,0.000E+00,3.661E+03
PU241,4.767E+03,5.191E+03,0.000E+00,1.974E+02
PU242,2.736E+03,2.772E+03,0.000E+00,7.276E+00
PU243,0.000E+00,8.124E-02,0.000E+00,1.004E-04
PU244,0.000E+00,8.036E-03,0.000E+00,2.028E-06
PU245,0.000E+00,2.607E-07,0.000E+00,2.095E-11
PU246,0.000E+00,3.724E-10,0.000E+00,9.540E-15
AM240,0.000E+00,6.635E-05,0.000E+00,4.091E-07
AM241,0.000E+00,6.236E+02,0.000E+00,1.757E+01
AM242,0.000E+00,1.736E-01,0.000E+00,2.099E-03
AM242M,0.000E+00,2.282E+01,0.000E+00,2.512E-01
AM243,0.000E+00,2.562E+02,0.000E+00,1.972E-01
AM244,0.000E+00,4.822E-02,0.000E+00,1.629E-05
AM245,0.000E+00,5.090E-08,0.000E+00,4.093E-12
AM246,0.000E+00,5.959E-13,0.000E+00,1.527E-17
CM242,0.000E+00,2.896E+01,0.000E+00,3.190E-01
CM244,0.000E+00,4.815E+01,0.000E+00,1.338E-02
CM245,0.000E+00,2.449E-04,0.000E+00,1.875E-08
CM246,0.000E+00,1.385E-08,0.000E+00,3.734E-13
