isotope,Batch1-charged (g),Batch3-discharged (g),Batch4-charged (g),Batch5-discharged (g),Batch6-charged (g),Batch7-discharged (g),Batch8-charged (g),Batch8-discharged (g)
CD118,5.38E-22,6.21E-04,0.00E+00,9.18E-04,0.00E+00,6.88E-04,0.00E+00,5.67E-04
CD119,5.38E-22,5.82E-05,0.00E+00,8.60E-05,0.00E+00,6.46E-05,0.00E+00,5.33E-05
CD119M,5.38E-22,1.98E-05,0.00E+00,2.93E-05,0.00E+00,2.20E-05,0.00E+00,1.81E-05
CD120,5.38E-22,1.04E-05,0.00E+00,1.52E-05,0.00E+00,1.14E-05,0.00E+00,9.37E-06
CD121,5.38E-22,2.61E-06,0.00E+00,3.81E-06,0.00E+00,2.83E-06,0.00E+00,2.32E-06
CD122,5.38E-22,1.09E-06,0.00E+00,1.56E-06,0.00E+00,1.14E-06,0.00E+00,9.34E-07
CD123,5.38E-22,1.61E-06,0.00E+00,2.30E-06,0.00E+00,1.67E-06,0.00E+00,1.36E-06
CD124,5.38E-22,2.95E-06,0.00E+00,4.17E-06,0.00E+00,3.00E-06,0.00E+00,2.45E-06
CD125,5.38E-22,2.02E-07,0.00E+00,2.89E-07,0.00E+00,2.11E-07,0.00E+00,1.72E-07
CD126,5.38E-22,3.04E-07,0.00E+00,4.28E-07,0.00E+00,3.09E-07,0.00E+00,2.51E-07
CD127,5.38E-22,2.50E-08,0.00E+00,3.61E-08,0.00E+00,2.69E-08,0.00E+00,2.20E-08
CD128,5.38E-22,1.82E-08,0.00E+00,2.60E-08,0.00E+00,1.92E-08,0.00E+00,1.57E-08
CD129,5.38E-22,2.42E-09,0.00E+00,3.27E-09,0.00E+00,2.27E-09,0.00E+00,1.82E-09
CD130,5.38E-22,3.68E-09,0.00E+00,4.84E-09,0.00E+00,3.25E-09,0.00E+00,2.58E-09
CD131,5.38E-22,1.52E-10,0.00E+00,1.96E-10,0.00E+00,1.29E-10,0.00E+00,1.02E-10
CD132,5.38E-22,1.76E-11,0.00E+00,2.25E-11,0.00E+00,1.47E-11,0.00E+00,1.16E-11
IN113,5.38E-22,2.44E-01,5.30E-01,8.08E-01,1.61E+00,1.32E+00,2.32E+00,1.72E+00
IN113M,5.38E-22,2.97E-13,0.00E+00,4.89E-13,0.00E+00,3.94E-13,0.00E+00,3.33E-13
IN114,5.38E-22,3.05E-08,0.00E+00,1.53E-07,0.00E+00,2.22E-07,0.00E+00,2.34E-07
IN114M,5.38E-22,5.79E-04,0.00E+00,2.94E-03,0.00E+00,4.29E-03,0.00E+00,4.54E-03
IN115,5.38E-22,4.98E+01,5.22E+01,1.50E+02,1.69E+02,2.36E+02,2.74E+02,2.78E+02
IN115M,5.38E-22,4.06E-03,0.00E+00,6.78E-03,0.00E+00,5.51E-03,0.00E+00,3.84E-03
IN116,5.38E-22,5.96E-07,0.00E+00,2.49E-06,0.00E+00,3.55E-06,0.00E+00,3.50E-06
IN116M,5.38E-22,3.17E-09,0.00E+00,5.19E-09,0.00E+00,4.16E-09,0.00E+00,3.51E-09
IN117,5.38E-22,3.43E-04,0.00E+00,5.24E-04,0.00E+00,3.98E-04,0.00E+00,3.07E-04
IN117M,5.38E-22,1.16E-03,0.00E+00,1.81E-03,0.00E+00,1.39E-03,0.00E+00,1.05E-03
IN118,5.38E-22,1.03E-06,0.00E+00,1.52E-06,0.00E+00,1.14E-06,0.00E+00,9.40E-07
IN118M,5.38E-22,3.15E-08,0.00E+00,5.17E-08,0.00E+00,4.16E-08,0.00E+00,3.51E-08
IN119,5.38E-22,8.90E-06,0.00E+00,1.32E-05,0.00E+00,9.88E-06,0.00E+00,8.15E-06
IN119M,5.38E-22,1.67E-04,0.00E+00,2.47E-04,0.00E+00,1.86E-04,0.00E+00,1.53E-04
IN120,5.38E-22,4.64E-06,0.00E+00,6.84E-06,0.00E+00,5.12E-06,0.00E+00,4.22E-06
IN120M,5.38E-22,3.22E-07,0.00E+00,4.75E-07,0.00E+00,3.55E-07,0.00E+00,2.93E-07
IN121,5.38E-22,4.90E-06,0.00E+00,7.18E-06,0.00E+00,5.34E-06,0.00E+00,4.40E-06
IN121M,5.38E-22,8.78E-06,0.00E+00,1.31E-05,0.00E+00,9.81E-06,0.00E+00,8.10E-06
IN122,5.38E-22,2.14E-06,0.00E+00,3.11E-06,0.00E+00,2.29E-06,0.00E+00,1.88E-06
IN122M,5.38E-22,2.54E-08,0.00E+00,4.06E-08,0.00E+00,3.21E-08,0.00E+00,2.70E-08
IN123,5.38E-22,1.09E-06,0.00E+00,1.58E-06,0.00E+00,1.17E-06,0.00E+00,9.59E-07
IN123M,5.38E-22,3.77E-06,0.00E+00,5.63E-06,0.00E+00,4.24E-06,0.00E+00,3.51E-06
IN124,5.38E-22,9.41E-07,0.00E+00,1.38E-06,0.00E+00,1.02E-06,0.00E+00,8.43E-07
IN125,5.38E-22,4.52E-07,0.00E+00,6.74E-07,0.00E+00,5.07E-07,0.00E+00,4.19E-07
IN125M,5.38E-22,1.74E-06,0.00E+00,2.63E-06,0.00E+00,1.99E-06,0.00E+00,1.65E-06
IN126,5.38E-22,5.51E-07,0.00E+00,8.21E-07,0.00E+00,6.17E-07,0.00E+00,5.09E-07
IN127,5.38E-22,3.62E-07,0.00E+00,5.46E-07,0.00E+00,4.16E-07,0.00E+00,3.45E-07
IN127M,5.38E-22,6.58E-07,0.00E+00,9.94E-07,0.00E+00,7.58E-07,0.00E+00,6.28E-07
IN128,5.38E-22,9.22E-07,0.00E+00,1.38E-06,0.00E+00,1.06E-06,0.00E+00,8.74E-07
IN129,5.38E-22,1.84E-07,0.00E+00,2.68E-07,0.00E+00,1.99E-07,0.00E+00,1.63E-07
IN130,5.38E-22,1.26E-07,0.00E+00,1.82E-07,0.00E+00,1.34E-07,0.00E+00,1.10E-07
IN131,5.38E-22,2.92E-08,0.00E+00,4.05E-08,0.00E+00,2.87E-08,0.00E+00,2.32E-08
IN132,5.38E-22,3.09E-09,0.00E+00,4.08E-09,0.00E+00,2.76E-09,0.00E+00,2.20E-09
IN133,5.38E-22,4.28E-10,0.00E+00,5.53E-10,0.00E+00,3.64E-10,0.00E+00,2.87E-10
IN134,5.38E-22,1.98E-11,0.00E+00,2.54E-11,0.00E+00,1.65E-11,0.00E+00,1.30E-11
SN114,5.38E-22,4.34E-02,4.59E-02,5.09E-01,5.78E-01,1.80E+00,2.09E+00,2.87E+00
SN115,5.38E-22,1.92E+00,2.01E+00,6.57E+00,7.43E+00,1.24E+01,1.44E+01,1.61E+01
SN116,5.38E-22,5.49E+00,5.74E+00,4.16E+01,4.70E+01,1.30E+02,1.51E+02,1.98E+02
SN117,5.38E-22,4.32E+01,4.51E+01,1.38E+02,1.56E+02,2.45E+02,2.84E+02,3.12E+02
SN117M,5.38E-22,2.22E-04,0.00E+00,2.56E-03,0.00E+00,7.04E-03,0.00E+00,8.68E-03
SN118,5.38E-22,4.38E+01,4.58E+01,1.51E+02,1.70E+02,2.94E+02,3.41E+02,3.94E+02
SN119,5.38E-22,4.35E+01,4.55E+01,1.49E+02,1.68E+02,2.91E+02,3.38E+02,3.90E+02
SN119M,5.38E-22,5.95E-02,1.17E-05,9.42E-02,2.00E-05,7.36E-02,1.61E-05,6.15E-02
SN120,5.38E-22,4.37E+01,4.56E+01,1.47E+02,1.66E+02,2.81E+02,3.26E+02,3.72E+02
SN121,5.38E-22,2.15E-02,0.00E+00,3.29E-02,0.00E+00,2.62E-02,0.00E+00,2.23E-02
SN121M,5.38E-22,3.50E-02,3.26E-02,1.22E-01,1.23E-01,2.13E-01,2.21E-01,2.50E-01
SN122,5.38E-22,4.85E+01,5.06E+01,1.61E+02,1.82E+02,3.01E+02,3.50E+02,3.96E+02
SN123,5.38E-22,5.94E-01,5.32E-08,1.01E+00,9.73E-08,8.88E-01,8.83E-08,7.89E-01
SN123M,5.38E-22,5.21E-04,0.00E+00,7.63E-04,0.00E+00,5.66E-04,0.00E+00,4.66E-04
SN124,5.38E-22,6.60E+01,6.89E+01,2.20E+02,2.49E+02,4.09E+02,4.75E+02,5.35E+02
SN125,5.38E-22,1.36E-01,0.00E+00,2.13E-01,0.00E+00,1.74E-01,0.00E+00,1.50E-01
SN125M,5.38E-22,1.84E-04,0.00E+00,2.82E-04,0.00E+00,2.18E-04,0.00E+00,1.83E-04
SN126,5.38E-22,1.25E+02,1.31E+02,4.39E+02,4.95E+02,8.43E+02,9.79E+02,1.12E+03
SN127,5.38E-22,5.51E-03,0.00E+00,8.56E-03,0.00E+00,6.69E-03,0.00E+00,5.61E-03
SN127M,5.38E-22,8.95E-05,0.00E+00,1.42E-04,0.00E+00,1.11E-04,0.00E+00,9.29E-05
SN128,5.38E-22,5.05E-03,0.00E+00,7.84E-03,0.00E+00,6.08E-03,0.00E+00,5.07E-03
SN129,5.38E-22,4.35E-04,0.00E+00,6.80E-04,0.00E+00,5.30E-04,0.00E+00,4.43E-04
SN129M,5.38E-22,1.45E-04,0.00E+00,2.27E-04,0.00E+00,1.77E-04,0.00E+00,1.48E-04
SN130,5.38E-22,6.29E-04,0.00E+00,9.84E-04,0.00E+00,7.68E-04,0.00E+00,6.42E-04
SN131,5.38E-22,1.52E-04,0.00E+00,2.34E-04,0.00E+00,1.81E-04,0.00E+00,1.51E-04
SN132,5.38E-22,4.72E-05,0.00E+00,6.93E-05,0.00E+00,5.17E-05,0.00E+00,4.25E-05
SN133,5.38E-22,5.80E-07,0.00E+00,7.99E-07,0.00E+00,5.63E-07,0.00E+00,4.55E-07
SN134,5.38E-22,6.87E-08,0.00E+00,9.12E-08,0.00E+00,6.18E-08,0.00E+00,4.93E-08
SN135,5.38E-22,2.99E-09,0.00E+00,3.88E-09,0.00E+00,2.57E-09,0.00E+00,2.03E-09
SN136,5.38E-22,4.31E-10,0.00E+00,5.54E-10,0.00E+00,3.61E-10,0.00E+00,2.85E-10
SB121,5.38E-22,4.24E+01,4.43E+01,1.26E+02,1.42E+02,2.02E+02,2.35E+02,2.47E+02
SB122,5.38E-22,7.26E-03,0.00E+00,3.07E-02,0.00E+00,4.50E-02,0.00E+00,4.60E-02
SB122M,5.38E-22,5.09E-10,0.00E+00,8.29E-10,0.00E+00,6.62E-10,0.00E+00,5.58E-10
SB123,5.38E-22,5.31E+01,5.61E+01,1.69E+02,1.92E+02,2.94E+02,3.43E+02,3.73E+02
SB124,5.38E-22,9.83E-02,7.03E-17,4.47E-01,3.46E-16,7.24E-01,5.75E-16,7.76E-01
SB125,5.38E-22,3.12E+01,4.10E+00,6.11E+01,8.66E+00,5.69E+01,8.30E+00,4.57E+01
SB126,5.38E-22,2.51E-02,6.20E-06,5.83E-02,2.35E-05,4.87E-02,4.65E-05,3.48E-02
SB126M,5.38E-22,7.75E-06,4.72E-08,1.27E-05,1.79E-07,1.02E-05,3.54E-07,8.77E-06
SB127,5.38E-22,3.90E-01,0.00E+00,6.11E-01,0.00E+00,4.78E-01,0.00E+00,4.01E-01
SB128,5.38E-22,5.23E-03,0.00E+00,8.37E-03,0.00E+00,6.59E-03,0.00E+00,5.54E-03
SB128M,5.38E-22,9.90E-04,0.00E+00,1.54E-03,0.00E+00,1.20E-03,0.00E+00,1.00E-03
SB129,5.38E-22,4.40E-02,0.00E+00,6.96E-02,0.00E+00,5.47E-02,0.00E+00,4.58E-02
SB130,5.38E-22,2.08E-03,0.00E+00,3.37E-03,0.00E+00,2.69E-03,0.00E+00,2.26E-03
SB130M,5.38E-22,1.39E-03,0.00E+00,2.20E-03,0.00E+00,1.72E-03,0.00E+00,1.44E-03
SB131,5.38E-22,8.87E-03,0.00E+00,1.41E-02,0.00E+00,1.11E-02,0.00E+00,9.33E-03
SB132,5.38E-22,5.78E-04,0.00E+00,8.97E-04,0.00E+00,6.97E-04,0.00E+00,5.82E-04
SB132M,5.38E-22,5.70E-04,0.00E+00,9.09E-04,0.00E+00,7.20E-04,0.00E+00,6.04E-04
SB133,5.38E-22,5.07E-04,0.00E+00,7.76E-04,0.00E+00,5.97E-04,0.00E+00,4.96E-04
SB134,5.38E-22,8.44E-06,0.00E+00,1.24E-05,0.00E+00,9.26E-06,0.00E+00,7.63E-06
SB134M,5.38E-22,7.34E-06,0.00E+00,1.09E-05,0.00E+00,8.23E-06,0.00E+00,6.80E-06
SB135,5.38E-22,7.00E-07,0.00E+00,9.90E-07,0.00E+00,7.14E-07,0.00E+00,5.81E-07
SB136,5.38E-22,2.30E-08,0.00E+00,3.10E-08,0.00E+00,2.13E-08,0.00E+00,1.71E-08
SB137,5.38E-22,5.93E-09,0.00E+00,7.72E-09,0.00E+00,5.12E-09,0.00E+00,4.06E-09
SB138,5.38E-22,3.89E-10,0.00E+00,4.98E-10,0.00E+00,3.24E-10,0.00E+00,2.55E-10
SB139,5.38E-22,4.04E-11,0.00E+00,5.18E-11,0.00E+00,3.37E-11,0.00E+00,2.65E-11
TE122,5.38E-22,3.53E+00,1.85E-01,2.38E+01,1.35E+00,5.65E+01,3.28E+00,4.04E+01
TE123,5.38E-22,2.10E-01,1.11E-02,3.12E+00,1.78E-01,9.83E+00,5.75E-01,3.97E+00
TE123M,5.38E-22,3.20E-03,3.94E-12,3.44E-02,4.58E-11,7.44E-02,1.02E-10,4.22E-02
TE124,5.38E-22,2.23E+00,1.22E-01,1.67E+01,9.67E-01,4.43E+01,2.61E+00,3.14E+01
TE125,5.38E-22,6.09E+01,4.63E+00,1.64E+02,1.23E+01,2.10E+02,1.51E+01,8.67E+01
TE125M,5.38E-22,4.04E-01,2.87E-03,8.05E-01,6.06E-03,7.57E-01,5.81E-03,6.06E-01
TE126,5.38E-22,8.21E+00,4.31E-01,3.29E+01,1.86E+00,4.98E+01,2.89E+00,1.58E+01
TE127,5.38E-22,3.92E-02,1.18E-12,6.19E-02,2.06E-12,4.88E-02,1.68E-12,4.07E-02
TE127M,5.38E-22,1.48E+00,3.38E-10,2.38E+00,5.88E-10,1.89E+00,4.81E-10,1.59E+00
TE128,5.38E-22,3.40E+02,1.78E+01,8.68E+02,4.90E+01,1.03E+03,5.95E+01,4.69E+02
TE129,5.38E-22,1.19E-02,0.00E+00,1.94E-02,0.00E+00,1.55E-02,0.00E+00,1.25E-02
TE129M,5.38E-22,1.20E+00,0.00E+00,1.92E+00,0.00E+00,1.52E+00,0.00E+00,1.27E+00
TE130,5.38E-22,9.21E+02,4.81E+01,2.44E+03,1.38E+02,2.94E+03,1.71E+02,1.34E+03
TE131,5.38E-22,1.05E-02,0.00E+00,1.68E-02,0.00E+00,1.33E-02,0.00E+00,1.11E-02
TE131M,5.38E-22,1.29E-01,0.00E+00,2.07E-01,0.00E+00,1.64E-01,0.00E+00,1.38E-01
TE132,5.38E-22,2.95E+00,0.00E+00,4.71E+00,0.00E+00,3.72E+00,0.00E+00,3.12E+00
TE133,5.38E-22,6.30E-03,0.00E+00,9.97E-03,0.00E+00,7.83E-03,0.00E+00,6.56E-03
TE133M,5.38E-22,1.49E-02,0.00E+00,2.41E-02,0.00E+00,1.92E-02,0.00E+00,1.62E-02
TE134,5.38E-22,2.66E-02,0.00E+00,4.23E-02,0.00E+00,3.33E-02,0.00E+00,2.80E-02
TE135,5.38E-22,1.23E-04,0.00E+00,1.94E-04,0.00E+00,1.52E-04,0.00E+00,1.27E-04
TE136,5.38E-22,5.92E-05,0.00E+00,9.02E-05,0.00E+00,6.92E-05,0.00E+00,5.75E-05
TE137,5.38E-22,3.61E-06,0.00E+00,5.17E-06,0.00E+00,3.77E-06,0.00E+00,3.08E-06
TE138,5.38E-22,4.64E-07,0.00E+00,6.11E-07,0.00E+00,4.11E-07,0.00E+00,3.27E-07
TE139,5.38E-22,3.11E-08,0.00E+00,4.10E-08,0.00E+00,2.75E-08,0.00E+00,2.19E-08
TE140,5.38E-22,7.81E-09,0.00E+00,1.01E-08,0.00E+00,6.67E-09,0.00E+00,5.27E-09
TE141,5.38E-22,1.21E-10,0.00E+00,1.56E-10,0.00E+00,1.02E-10,0.00E+00,8.07E-11
TE142,5.38E-22,3.15E-11,0.00E+00,4.03E-11,0.00E+00,2.62E-11,0.00E+00,2.06E-11
I127,5.38E-22,2.07E+02,5.69E-22,4.88E+02,6.50E-22,5.43E+02,7.64E-22,2.53E+02
I128,5.38E-22,2.68E-04,0.00E+00,8.98E-04,0.00E+00,9.30E-04,0.00E+00,3.74E-04
I129,5.38E-22,5.44E+02,5.69E-22,1.37E+03,0.00E+00,1.57E+03,0.00E+00,6.84E+02
I130,5.38E-22,1.15E-02,0.00E+00,4.10E-02,0.00E+00,4.37E-02,0.00E+00,1.67E-02
I130M,5.38E-22,1.22E-06,0.00E+00,2.00E-06,0.00E+00,1.59E-06,0.00E+00,1.34E-06
I131,5.38E-22,5.51E+00,0.00E+00,8.82E+00,0.00E+00,6.99E+00,0.00E+00,5.84E+00
I132,5.38E-22,8.87E-02,0.00E+00,1.42E-01,0.00E+00,1.12E-01,0.00E+00,9.39E-02
I133,5.38E-22,1.02E+00,0.00E+00,1.63E+00,0.00E+00,1.29E+00,0.00E+00,1.08E+00
I133M,5.38E-22,5.64E-06,0.00E+00,9.18E-06,0.00E+00,7.32E-06,0.00E+00,6.18E-06
I134,5.38E-22,4.60E-02,0.00E+00,7.34E-02,0.00E+00,5.82E-02,0.00E+00,4.89E-02
I134M,5.38E-22,4.21E-04,0.00E+00,6.86E-04,0.00E+00,5.50E-04,0.00E+00,4.64E-04
I135,5.38E-22,3.17E-01,0.00E+00,5.07E-01,0.00E+00,4.02E-01,0.00E+00,3.37E-01
I136,5.38E-22,5.20E-04,0.00E+00,8.19E-04,0.00E+00,6.43E-04,0.00E+00,5.39E-04
I136M,5.38E-22,1.59E-04,0.00E+00,2.57E-04,0.00E+00,2.06E-04,0.00E+00,1.73E-04
I137,5.38E-22,1.41E-04,0.00E+00,2.20E-04,0.00E+00,1.72E-04,0.00E+00,1.43E-04
I138,5.38E-22,1.90E-05,0.00E+00,2.87E-05,0.00E+00,2.19E-05,0.00E+00,1.82E-05
I139,5.38E-22,3.16E-06,0.00E+00,4.61E-06,0.00E+00,3.41E-06,0.00E+00,2.81E-06
I140,5.38E-22,3.48E-07,0.00E+00,4.87E-07,0.00E+00,3.47E-07,0.00E+00,2.81E-07
I141,5.38E-22,3.37E-08,0.00E+00,4.56E-08,0.00E+00,3.15E-08,0.00E+00,2.53E-08
I142,5.38E-22,3.39E-09,0.00E+00,4.42E-09,0.00E+00,2.93E-09,0.00E+00,2.32E-09
I143,5.38E-22,4.14E-10,0.00E+00,5.37E-10,0.00E+00,3.55E-10,0.00E+00,2.80E-10
I144,5.38E-22,1.53E-11,0.00E+00,1.96E-11,0.00E+00,1.28E-11,0.00E+00,1.01E-11
XE126,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
XE127,5.38E-22,3.92E-05,0.00E+00,2.65E-04,0.00E+00,3.39E-04,0.00E+00,5.64E-05
XE128,5.38E-22,1.97E+01,0.00E+00,8.73E+01,0.00E+00,1.26E+02,0.00E+00,2.63E+01
XE129,5.38E-22,5.16E-01,0.00E+00,4.19E+00,0.00E+00,7.30E+00,0.00E+00,6.60E-01
XE129M,5.38E-22,3.37E-05,0.00E+00,2.26E-04,0.00E+00,2.87E-04,0.00E+00,4.84E-05
XE130,5.38E-22,3.08E+01,0.00E+00,1.44E+02,0.00E+00,2.13E+02,0.00E+00,4.30E+01
XE131,5.38E-22,1.46E+03,5.69E-22,3.71E+03,0.00E+00,4.29E+03,0.00E+00,1.87E+03
XE131M,5.38E-22,8.00E-02,0.00E+00,1.28E-01,0.00E+00,1.02E-01,0.00E+00,8.50E-02
XE132,5.38E-22,2.10E+03,5.69E-22,5.56E+03,0.00E+00,6.61E+03,0.00E+00,2.70E+03
XE133,5.38E-22,6.37E+00,0.00E+00,1.05E+01,0.00E+00,8.40E+00,0.00E+00,6.79E+00
XE133M,5.38E-22,8.89E-02,0.00E+00,1.42E-01,0.00E+00,1.13E-01,0.00E+00,9.44E-02
XE134,5.38E-22,2.84E+03,5.69E-22,7.42E+03,0.00E+00,8.73E+03,0.00E+00,3.67E+03
XE134M,5.38E-22,3.99E-08,0.00E+00,6.51E-08,0.00E+00,5.21E-08,0.00E+00,4.39E-08
XE135,5.38E-22,4.94E-01,0.00E+00,8.06E-01,0.00E+00,6.45E-01,0.00E+00,5.29E-01
XE135M,5.38E-22,2.72E-03,0.00E+00,4.36E-03,0.00E+00,3.46E-03,0.00E+00,2.91E-03
XE136,5.38E-22,2.72E+03,5.69E-22,7.17E+03,0.00E+00,8.50E+03,0.00E+00,3.53E+03
XE137,5.38E-22,2.76E-03,0.00E+00,4.43E-03,0.00E+00,3.52E-03,0.00E+00,2.95E-03
XE138,5.38E-22,8.48E-03,0.00E+00,1.35E-02,0.00E+00,1.07E-02,0.00E+00,8.95E-03
XE139,5.38E-22,3.52E-04,0.00E+00,5.60E-04,0.00E+00,4.42E-04,0.00E+00,3.71E-04
XE140,5.38E-22,7.19E-05,0.00E+00,1.13E-04,0.00E+00,8.78E-05,0.00E+00,7.34E-05
XE141,5.38E-22,4.10E-06,0.00E+00,6.28E-06,0.00E+00,4.83E-06,0.00E+00,4.02E-06
XE142,5.38E-22,1.05E-06,0.00E+00,1.51E-06,0.00E+00,1.10E-06,0.00E+00,8.98E-07
XE143,5.38E-22,4.95E-08,0.00E+00,6.96E-08,0.00E+00,4.98E-08,0.00E+00,4.05E-08
XE144,5.38E-22,3.57E-08,0.00E+00,4.76E-08,0.00E+00,3.24E-08,0.00E+00,2.59E-08
XE145,5.38E-22,4.62E-09,0.00E+00,6.01E-09,0.00E+00,3.98E-09,0.00E+00,3.15E-09
XE146,5.38E-22,3.18E-10,0.00E+00,4.10E-10,0.00E+00,2.69E-10,0.00E+00,2.12E-10
XE147,5.38E-22,8.90E-12,0.00E+00,1.14E-11,0.00E+00,7.37E-12,0.00E+00,5.79E-12
CS132,5.38E-22,5.26E-04,0.00E+00,2.00E-03,0.00E+00,1.72E-03,0.00E+00,6.11E-04
CS133,5.38E-22,2.48E+03,5.69E-22,6.16E+03,0.00E+00,7.03E+03,0.00E+00,3.16E+03
CS134,5.38E-22,7.30E+01,0.00E+00,3.02E+02,0.00E+00,3.69E+02,0.00E+00,1.23E+02
CS134M,5.38E-22,3.00E-06,0.00E+00,4.90E-06,0.00E+00,3.91E-06,0.00E+00,3.30E-06
CS135,5.38E-22,2.85E+03,5.69E-22,7.57E+03,0.00E+00,8.97E+03,0.00E+00,3.71E+03
CS135M,5.38E-22,1.27E-05,0.00E+00,2.07E-05,0.00E+00,1.65E-05,0.00E+00,1.39E-05
CS136,5.38E-22,5.59E-01,0.00E+00,1.49E+00,0.00E+00,1.52E+00,0.00E+00,7.30E-01
CS137,5.38E-22,2.17E+03,0.00E+00,5.60E+03,0.00E+00,6.45E+03,0.00E+00,2.95E+03
CS138,5.38E-22,2.51E-02,0.00E+00,4.03E-02,0.00E+00,3.20E-02,0.00E+00,2.67E-02
CS138M,5.38E-22,1.14E-04,0.00E+00,1.87E-04,0.00E+00,1.50E-04,0.00E+00,1.26E-04
CS139,5.38E-22,6.79E-03,0.00E+00,1.08E-02,0.00E+00,8.58E-03,0.00E+00,7.20E-03
CS140,5.38E-22,6.64E-04,0.00E+00,1.06E-03,0.00E+00,8.37E-04,0.00E+00,7.02E-04
CS141,5.38E-22,2.12E-04,0.00E+00,3.37E-04,0.00E+00,2.65E-04,0.00E+00,2.22E-04
CS142,5.38E-22,8.21E-06,0.00E+00,1.28E-05,0.00E+00,9.94E-06,0.00E+00,8.30E-06
CS143,5.38E-22,3.74E-06,0.00E+00,5.74E-06,0.00E+00,4.42E-06,0.00E+00,3.67E-06
CS144,5.38E-22,8.50E-07,0.00E+00,1.24E-06,0.00E+00,9.24E-07,0.00E+00,7.60E-07
CS145,5.38E-22,1.25E-07,0.00E+00,1.76E-07,0.00E+00,1.27E-07,0.00E+00,1.03E-07
CS146,5.38E-22,7.63E-09,0.00E+00,1.04E-08,0.00E+00,7.21E-09,0.00E+00,5.80E-09
CS147,5.38E-22,5.16E-09,0.00E+00,6.69E-09,0.00E+00,4.42E-09,0.00E+00,3.49E-09
CS148,5.38E-22,1.35E-10,0.00E+00,1.74E-10,0.00E+00,1.14E-10,0.00E+00,8.95E-11
CS149,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
CS150,5.38E-22,8.44E-14,0.00E+00,1.08E-13,0.00E+00,7.01E-14,0.00E+00,5.51E-14
BA132,5.38E-22,1.85E-03,9.74E-05,1.16E-02,6.60E-04,1.57E-02,9.15E-04,3.51E-03
BA133,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
BA134,5.38E-22,1.23E+02,1.00E+01,6.27E+02,5.14E+01,1.03E+03,8.00E+01,2.32E+02
BA135,5.38E-22,1.83E+00,9.61E-02,1.58E+01,8.95E-01,3.33E+01,1.93E+00,6.82E+00
BA135M,5.38E-22,2.71E-07,0.00E+00,4.42E-07,0.00E+00,3.53E-07,0.00E+00,2.98E-07
BA136,5.38E-22,7.50E+01,3.95E+00,2.68E+02,1.52E+01,3.79E+02,2.21E+01,1.26E+02
BA136M,5.38E-22,2.51E-08,0.00E+00,6.69E-08,0.00E+00,6.83E-08,0.00E+00,3.27E-08
BA137,5.38E-22,3.48E+02,3.79E+01,1.07E+03,1.16E+02,1.50E+03,1.53E+02,4.59E+02
BA137M,5.38E-22,3.32E-04,1.43E-05,8.57E-04,3.99E-05,9.87E-04,4.73E-05,4.52E-04
BA138,5.38E-22,2.53E+03,1.32E+02,6.81E+03,3.85E+02,8.29E+03,4.81E+02,3.76E+03
BA139,5.38E-22,6.14E-02,0.00E+00,9.83E-02,0.00E+00,7.79E-02,0.00E+00,6.51E-02
BA140,5.38E-22,1.26E+01,0.00E+00,2.02E+01,0.00E+00,1.60E+01,0.00E+00,1.34E+01
BA141,5.38E-22,1.29E-02,0.00E+00,2.06E-02,0.00E+00,1.63E-02,0.00E+00,1.37E-02
BA142,5.38E-22,6.61E-03,0.00E+00,1.05E-02,0.00E+00,8.30E-03,0.00E+00,6.97E-03
BA143,5.38E-22,1.18E-04,0.00E+00,1.88E-04,0.00E+00,1.48E-04,0.00E+00,1.24E-04
BA144,5.38E-22,6.76E-05,0.00E+00,1.06E-04,0.00E+00,8.33E-05,0.00E+00,6.98E-05
BA145,5.38E-22,2.14E-05,0.00E+00,3.31E-05,0.00E+00,2.55E-05,0.00E+00,2.13E-05
BA146,5.38E-22,3.25E-06,0.00E+00,4.83E-06,0.00E+00,3.63E-06,0.00E+00,3.00E-06
BA147,5.38E-22,9.26E-07,0.00E+00,1.31E-06,0.00E+00,9.43E-07,0.00E+00,7.68E-07
BA148,5.38E-22,5.74E-07,0.00E+00,7.76E-07,0.00E+00,5.35E-07,0.00E+00,4.29E-07
BA149,5.38E-22,1.25E-08,0.00E+00,1.64E-08,0.00E+00,1.10E-08,0.00E+00,8.75E-09
BA150,5.38E-22,1.99E-09,0.00E+00,2.60E-09,0.00E+00,1.72E-09,0.00E+00,1.36E-09
BA151,5.38E-22,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
BA152,5.38E-22,2.55E-12,0.00E+00,3.27E-12,0.00E+00,2.13E-12,0.00E+00,1.67E-12
LA138,5.38E-22,3.03E-03,1.58E-04,7.34E-03,4.15E-04,8.33E-03,4.84E-04,4.50E-03
LA139,5.38E-22,2.37E+03,1.24E+02,6.31E+03,3.56E+02,7.63E+03,4.43E+02,3.48E+03
LA140,5.38E-22,1.68E+00,0.00E+00,2.72E+00,0.00E+00,2.18E+00,0.00E+00,1.79E+00
